,NGenes,Direction,PValue,FDR
HALLMARK_INTERFERON_ALPHA_RESPONSE,93,Up,9.34928315291778e-13,4.67464157645889e-11
HALLMARK_TNFA_SIGNALING_VIA_NFKB,168,Down,5.03716703902067e-05,0.00119800714198339
HALLMARK_INTERFERON_GAMMA_RESPONSE,181,Up,7.18804285190034e-05,0.00119800714198339
HALLMARK_MYOGENESIS,81,Down,0.022824297793228,0.28530372241535
HALLMARK_UV_RESPONSE_UP,113,Down,0.0803754773868544,0.803754773868544
HALLMARK_SPERMATOGENESIS,52,Down,0.149074470257862,0.872196272740956
HALLMARK_PROTEIN_SECRETION,89,Up,0.165352238739435,0.872196272740956
HALLMARK_P53_PATHWAY,159,Down,0.192648179809027,0.872196272740956
HALLMARK_HYPOXIA,131,Down,0.195087837679832,0.872196272740956
HALLMARK_COMPLEMENT,140,Up,0.208770168770551,0.872196272740956
HALLMARK_KRAS_SIGNALING_UP,123,Down,0.210940293980605,0.872196272740956
HALLMARK_MYC_TARGETS_V1,191,Down,0.229223016376607,0.872196272740956
HALLMARK_OXIDATIVE_PHOSPHORYLATION,198,Up,0.229848012785527,0.872196272740956
HALLMARK_APOPTOSIS,124,Down,0.250285425207093,0.872196272740956
HALLMARK_MITOTIC_SPINDLE,167,Down,0.26564113860871,0.872196272740956
HALLMARK_NOTCH_SIGNALING,24,Up,0.310900971840122,0.872196272740956
HALLMARK_ALLOGRAFT_REJECTION,139,Down,0.346430328325362,0.872196272740956
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,49,Up,0.34903582158715,0.872196272740956
HALLMARK_PEROXISOME,79,Down,0.355382322576472,0.872196272740956
HALLMARK_ANDROGEN_RESPONSE,80,Up,0.370635892293042,0.872196272740956
HALLMARK_BILE_ACID_METABOLISM,70,Down,0.422027303713161,0.872196272740956
HALLMARK_MTORC1_SIGNALING,178,Down,0.423170851680252,0.872196272740956
HALLMARK_HEDGEHOG_SIGNALING,15,Down,0.429978762069075,0.872196272740956
HALLMARK_FATTY_ACID_METABOLISM,127,Down,0.444787596273706,0.872196272740956
HALLMARK_ESTROGEN_RESPONSE_EARLY,108,Down,0.457406376447365,0.872196272740956
HALLMARK_IL6_JAK_STAT3_SIGNALING,69,Up,0.500398680590907,0.872196272740956
HALLMARK_ANGIOGENESIS,19,Down,0.504404752020909,0.872196272740956
HALLMARK_IL2_STAT5_SIGNALING,146,Down,0.525315265098263,0.872196272740956
HALLMARK_ESTROGEN_RESPONSE_LATE,100,Down,0.528137161715663,0.872196272740956
HALLMARK_TGF_BETA_SIGNALING,43,Up,0.534020032575038,0.872196272740956
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,104,Up,0.540761689099392,0.872196272740956
HALLMARK_GLYCOLYSIS,135,Up,0.560637502677439,0.875996097933498
HALLMARK_E2F_TARGETS,157,Down,0.592138066068579,0.883661013288783
HALLMARK_CHOLESTEROL_HOMEOSTASIS,61,Down,0.603750604237591,0.883661013288783
HALLMARK_UV_RESPONSE_DN,92,Down,0.651122825843601,0.883661013288783
HALLMARK_INFLAMMATORY_RESPONSE,139,Up,0.652124996094203,0.883661013288783
HALLMARK_PANCREAS_BETA_CELLS,11,Down,0.653909149833699,0.883661013288783
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,81,Down,0.687079021812759,0.904051344490472
HALLMARK_APICAL_JUNCTION,102,Down,0.743495503771542,0.937145916412554
HALLMARK_HEME_METABOLISM,139,Down,0.751436191175548,0.937145916412554
HALLMARK_XENOBIOTIC_METABOLISM,127,Down,0.782995950072751,0.937145916412554
HALLMARK_PI3K_AKT_MTOR_SIGNALING,83,Down,0.79102246998077,0.937145916412554
HALLMARK_G2M_CHECKPOINT,147,Down,0.824481926554845,0.937145916412554
HALLMARK_DNA_REPAIR,142,Up,0.841547916166273,0.937145916412554
HALLMARK_KRAS_SIGNALING_DN,45,Up,0.847905028047647,0.937145916412554
HALLMARK_MYC_TARGETS_V2,54,Down,0.86217424309955,0.937145916412554
HALLMARK_WNT_BETA_CATENIN_SIGNALING,27,Down,0.9203615651867,0.95605247405686
HALLMARK_COAGULATION,66,Down,0.954026577354749,0.95605247405686
HALLMARK_APICAL_SURFACE,16,Down,0.955229772837909,0.95605247405686
HALLMARK_ADIPOGENESIS,167,Down,0.95605247405686,0.95605247405686
