,NGenes,Direction,PValue,FDR
GO_PIRNA_BIOSYNTHETIC_PROCESS,1,Down,2.10378374235771e-07,0.00210757055309395
GO_DENDRITIC_SPINE_HEAD,8,Down,9.04621349243509e-06,0.0270103902599715
GO_RE_ENTRY_INTO_MITOTIC_CELL_CYCLE,1,Down,1.54041642870168e-05,0.0270103902599715
GO_OPTIC_NERVE_MORPHOGENESIS,1,Down,1.61771153483559e-05,0.0270103902599715
GO_POSTSYNAPTIC_MEMBRANE_ASSEMBLY,1,Down,1.61771153483559e-05,0.0270103902599715
GO_AXON_GUIDANCE_RECEPTOR_ACTIVITY,1,Down,1.61771153483559e-05,0.0270103902599715
GO_COMPLEMENT_ACTIVATION,31,Up,2.97719882137583e-05,0.0386890549406124
GO_ALKALOID_METABOLIC_PROCESS,1,Up,3.47575857921253e-05,0.0386890549406124
GO_LIPID_HYDROXYLATION,1,Up,3.47575857921253e-05,0.0386890549406124
GO_COMPLEMENT_ACTIVATION_ALTERNATIVE_PATHWAY,9,Up,6.87387538047419e-05,0.0688624835615904
GO_RESPONSE_TO_TYPE_I_INTERFERON,75,Down,7.83119521957932e-05,0.0713208306452233
GO_COMPLEMENT_DEPENDENT_CYTOTOXICITY,7,Up,9.46474139179067e-05,0.0790148160524657
GO_REGULATION_OF_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,1,Down,0.000127716891543619,0.0984206014987673
GO_POSTSYNAPTIC_ENDOCYTIC_ZONE,7,Down,0.00017780421505754,0.127231616174745
GO_POSTSYNAPTIC_ENDOCYTIC_ZONE_MEMBRANE,4,Down,0.000219183494128436,0.146385349611911
GO_HISTONE_CITRULLINATION,1,Up,0.00025770251324026,0.151862575155349
GO_PROTEIN_ARGININE_DEIMINASE_ACTIVITY,1,Up,0.00025770251324026,0.151862575155349
GO_RESPONSE_TO_PLATELET_AGGREGATION_INHIBITOR,4,Down,0.000289557090359004,0.161154607289806
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_ENDOTHELIN,2,Down,0.000318330682654345,0.167844040991117
GO_INOSITOL_1_3_4_5_TETRAKISPHOSPHATE_BINDING,2,Down,0.000371273550035473,0.185970921212768
GO_REGULATION_OF_MONOCYTE_CHEMOTAXIS,15,Down,0.000476072277709533,0.22177623263103
GO_SYNAPTIC_VESICLE_BUDDING_FROM_PRESYNAPTIC_ENDOCYTIC_ZONE_MEMBRANE,5,Down,0.000487031055887668,0.22177623263103
GO_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE,34,Up,0.000548016152776163,0.225628330832133
GO_HEART_FIELD_SPECIFICATION,3,Down,0.000563057323897318,0.225628330832133
GO_SECONDARY_HEART_FIELD_SPECIFICATION,3,Down,0.000563057323897318,0.225628330832133
GO_POSITIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,16,Down,0.000602956286793827,0.232323695426945
GO_REGULATION_OF_COMPLEMENT_DEPENDENT_CYTOTOXICITY,5,Up,0.000821215452038681,0.273895130658754
GO_POSITIVE_REGULATION_OF_MONOCYTE_CHEMOTAXIS,12,Down,0.000828571859479568,0.273895130658754
GO_VOLTAGE_GATED_SODIUM_CHANNEL_COMPLEX,1,Down,0.000889918985339581,0.273895130658754
GO_INTEGRIN_BIOSYNTHETIC_PROCESS,1,Up,0.000902229917322709,0.273895130658754
GO_PROSTATIC_BUD_FORMATION,1,Up,0.000902229917322709,0.273895130658754
GO_LATERAL_SPROUTING_FROM_AN_EPITHELIUM,1,Up,0.000902229917322709,0.273895130658754
GO_REGULATION_OF_PROSTATIC_BUD_FORMATION,1,Up,0.000902229917322709,0.273895130658754
GO_SEPTIN_CYTOSKELETON,11,Up,0.000930875867866615,0.274279836596698
GO_NEGATIVE_REGULATION_OF_MACROPHAGE_APOPTOTIC_PROCESS,5,Down,0.000970401371478879,0.277756598270726
GO_STRUCTURAL_CONSTITUENT_OF_POSTSYNAPTIC_ACTIN_CYTOSKELETON,2,Down,0.00101534462712154,0.282547846513989
GO_BENZODIAZEPINE_RECEPTOR_ACTIVITY,1,Up,0.00104366290289025,0.282578782733907
GO_RESPONSE_TO_INTERFERON_ALPHA,17,Down,0.0011986318681967,0.30633597918788
GO_FRUCTOSE_METABOLIC_PROCESS,11,Up,0.00122366043308966,0.30633597918788
GO_LABYRINTHINE_LAYER_BLOOD_VESSEL_DEVELOPMENT,13,Down,0.0012355464839379,0.30633597918788
GO_REGULATION_OF_GLIAL_CELL_MIGRATION,12,Down,0.00126983001676371,0.30633597918788
GO_NEUROPEPTIDE_SIGNALING_PATHWAY,12,Up,0.00129371533231969,0.30633597918788
GO_CELLULAR_RESPONSE_TO_LEUCINE_STARVATION,9,Up,0.00131487793023346,0.30633597918788
GO_PHOSPHOLIPID_HOMEOSTASIS,6,Up,0.0014552521704323,0.331334460077063
GO_POSITIVE_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION,11,Down,0.00153544595516981,0.341657735551446
GO_RESPONSE_TO_INTERFERON_GAMMA,145,Down,0.00156880174040392,0.341657735551446
GO_NUCLEOSIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,3,Up,0.00171290925868835,0.362380651106591
GO_SYNAPTIC_VESICLE_BUDDING,8,Down,0.00173630178210385,0.362380651106591
GO_AROMATASE_ACTIVITY,3,Up,0.00179172775530345,0.363180030123924
GO_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY,11,Down,0.00183687216600609,0.363180030123924
