,Set,NGenes,Direction,PValue,FDR
1,HALLMARK_INTERFERON_ALPHA_RESPONSE,93,Down,2.09535592754164e-08,1.04767796377082e-06
2,HALLMARK_INTERFERON_GAMMA_RESPONSE,182,Down,4.43940757603621e-07,1.10985189400905e-05
3,HALLMARK_INFLAMMATORY_RESPONSE,140,Down,0.000134059081386764,0.00223431802311274
4,HALLMARK_ANDROGEN_RESPONSE,81,Down,0.00144027003704768,0.018003375463096
5,HALLMARK_CHOLESTEROL_HOMEOSTASIS,61,Down,0.0118232458269893,0.118232458269893
6,HALLMARK_ALLOGRAFT_REJECTION,139,Down,0.0144534952159533,0.120445793466278
7,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,83,Down,0.0189585169982393,0.127778365750917
8,HALLMARK_MTORC1_SIGNALING,178,Down,0.0204445385201467,0.127778365750917
9,HALLMARK_WNT_BETA_CATENIN_SIGNALING,27,Down,0.0425047072399473,0.230238084052085
10,HALLMARK_TGF_BETA_SIGNALING,43,Down,0.0460476168104171,0.230238084052085
11,HALLMARK_IL6_JAK_STAT3_SIGNALING,69,Down,0.063309393432444,0.287769970147473
12,HALLMARK_IL2_STAT5_SIGNALING,146,Down,0.0697273623605772,0.290530676502405
13,HALLMARK_TNFA_SIGNALING_VIA_NFKB,169,Down,0.0932618610193391,0.358699465458997
14,HALLMARK_BILE_ACID_METABOLISM,71,Up,0.108458185615852,0.387350662913758
15,HALLMARK_APOPTOSIS,124,Down,0.173875523463743,0.579585078212476
16,HALLMARK_COMPLEMENT,141,Down,0.200796826894763,0.590646929144403
17,HALLMARK_PI3K_AKT_MTOR_SIGNALING,84,Down,0.22080510557924,0.590646929144403
18,HALLMARK_PANCREAS_BETA_CELLS,11,Down,0.222873017642911,0.590646929144403
19,HALLMARK_APICAL_JUNCTION,102,Down,0.243675385845048,0.590646929144403
20,HALLMARK_ADIPOGENESIS,167,Up,0.244828440777042,0.590646929144403
21,HALLMARK_NOTCH_SIGNALING,25,Down,0.258000774882784,0.590646929144403
22,HALLMARK_G2M_CHECKPOINT,148,Down,0.270311808443993,0.590646929144403
23,HALLMARK_MYC_TARGETS_V1,191,Down,0.271697587406425,0.590646929144403
24,HALLMARK_ESTROGEN_RESPONSE_LATE,101,Down,0.328036870320888,0.68341014650185
25,HALLMARK_HYPOXIA,131,Down,0.357170409588868,0.714340819177737
26,HALLMARK_PROTEIN_SECRETION,89,Down,0.404883296366499,0.737214993549079
27,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,104,Down,0.416795419938451,0.737214993549079
28,HALLMARK_DNA_REPAIR,142,Up,0.425603386057831,0.737214993549079
29,HALLMARK_APICAL_SURFACE,17,Up,0.441149999562263,0.737214993549079
30,HALLMARK_UV_RESPONSE_DN,92,Down,0.442635086656677,0.737214993549079
31,HALLMARK_OXIDATIVE_PHOSPHORYLATION,198,Up,0.470691239693019,0.737214993549079
32,HALLMARK_MYC_TARGETS_V2,54,Down,0.495584577791496,0.737214993549079
33,HALLMARK_SPERMATOGENESIS,53,Up,0.497637304054704,0.737214993549079
34,HALLMARK_GLYCOLYSIS,137,Down,0.501306195613374,0.737214993549079
35,HALLMARK_UV_RESPONSE_UP,113,Down,0.546199348240793,0.754382644713063
36,HALLMARK_HEDGEHOG_SIGNALING,15,Up,0.551806668243413,0.754382644713063
37,HALLMARK_KRAS_SIGNALING_UP,125,Down,0.558243157087667,0.754382644713063
38,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,49,Down,0.587339076936767,0.75886448466216
39,HALLMARK_MITOTIC_SPINDLE,168,Down,0.591914298036484,0.75886448466216
40,HALLMARK_KRAS_SIGNALING_DN,46,Down,0.609226161362234,0.761532701702792
41,HALLMARK_PEROXISOME,79,Up,0.658949352812166,0.803596771722154
42,HALLMARK_HEME_METABOLISM,139,Down,0.695084337908258,0.816858792535945
43,HALLMARK_XENOBIOTIC_METABOLISM,128,Down,0.702498561580913,0.816858792535945
44,HALLMARK_COAGULATION,67,Down,0.72318878016946,0.82180543201075
45,HALLMARK_FATTY_ACID_METABOLISM,127,Up,0.766932274118236,0.838975588570121
46,HALLMARK_ESTROGEN_RESPONSE_EARLY,109,Up,0.785154639383507,0.838975588570121
47,HALLMARK_E2F_TARGETS,158,Down,0.802580124263933,0.838975588570121
48,HALLMARK_MYOGENESIS,83,Down,0.805416565027316,0.838975588570121
49,HALLMARK_ANGIOGENESIS,19,Down,0.82553207826429,0.842379671698255
50,HALLMARK_P53_PATHWAY,159,Up,0.98211996738782,0.98211996738782
