,NGenes,Direction,PValue,FDR
HALLMARK_TNFA_SIGNALING_VIA_NFKB,168,Down,7.79701203498486e-12,3.89850601749243e-10
HALLMARK_INFLAMMATORY_RESPONSE,139,Down,4.84008588100588e-05,0.00121002147025147
HALLMARK_MTORC1_SIGNALING,178,Down,0.000310496461334878,0.00432648406089062
HALLMARK_ALLOGRAFT_REJECTION,139,Down,0.00034611872487125,0.00432648406089062
HALLMARK_CHOLESTEROL_HOMEOSTASIS,61,Down,0.000897822732493219,0.00897822732493219
HALLMARK_IL2_STAT5_SIGNALING,146,Down,0.00363804788083897,0.030317065673658
HALLMARK_MYC_TARGETS_V1,191,Down,0.00566735171733345,0.0389058588091334
HALLMARK_APOPTOSIS,124,Down,0.00622493740946135,0.0389058588091334
HALLMARK_MYOGENESIS,81,Down,0.0114398293262938,0.0635546073682991
HALLMARK_KRAS_SIGNALING_UP,123,Down,0.0164182370314808,0.082091185157404
HALLMARK_UV_RESPONSE_UP,113,Down,0.0210519146844724,0.0956905212930565
HALLMARK_INTERFERON_GAMMA_RESPONSE,181,Down,0.0241760076241584,0.10073336510066
HALLMARK_HYPOXIA,131,Down,0.0290296229921985,0.110011402440361
HALLMARK_WNT_BETA_CATENIN_SIGNALING,27,Down,0.0308031926833011,0.110011402440361
HALLMARK_ANDROGEN_RESPONSE,80,Down,0.0457641675972549,0.152547225324183
HALLMARK_PI3K_AKT_MTOR_SIGNALING,83,Down,0.094491675896749,0.278387924241983
HALLMARK_MITOTIC_SPINDLE,167,Down,0.102606673509284,0.278387924241983
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,81,Down,0.105233324176947,0.278387924241983
HALLMARK_ESTROGEN_RESPONSE_LATE,100,Down,0.105787411211954,0.278387924241983
HALLMARK_IL6_JAK_STAT3_SIGNALING,69,Down,0.111412676108684,0.278531690271709
HALLMARK_P53_PATHWAY,159,Down,0.172065599002228,0.409679997624353
HALLMARK_E2F_TARGETS,157,Down,0.184061345521531,0.411098306034209
HALLMARK_G2M_CHECKPOINT,147,Down,0.189105220775736,0.411098306034209
HALLMARK_TGF_BETA_SIGNALING,43,Down,0.208658790847434,0.430554122302326
HALLMARK_APICAL_JUNCTION,102,Down,0.215277061151163,0.430554122302326
HALLMARK_MYC_TARGETS_V2,54,Down,0.240069481873502,0.434187955768446
HALLMARK_BILE_ACID_METABOLISM,70,Up,0.242190812361152,0.434187955768446
HALLMARK_PANCREAS_BETA_CELLS,11,Down,0.248129354118919,0.434187955768446
HALLMARK_UV_RESPONSE_DN,92,Down,0.251829014345698,0.434187955768446
HALLMARK_OXIDATIVE_PHOSPHORYLATION,198,Up,0.282099938151646,0.470166563586077
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,104,Down,0.347704377809282,0.560813512595616
HALLMARK_ADIPOGENESIS,167,Up,0.417480941715706,0.652313971430791
HALLMARK_INTERFERON_ALPHA_RESPONSE,93,Up,0.458497968295421,0.65268834739109
HALLMARK_XENOBIOTIC_METABOLISM,127,Down,0.461500197248268,0.65268834739109
HALLMARK_DNA_REPAIR,142,Up,0.473645142298518,0.65268834739109
HALLMARK_SPERMATOGENESIS,52,Down,0.474784079750728,0.65268834739109
HALLMARK_FATTY_ACID_METABOLISM,127,Down,0.482989377069407,0.65268834739109
HALLMARK_HEME_METABOLISM,139,Down,0.551691995003485,0.725910519741427
HALLMARK_ESTROGEN_RESPONSE_EARLY,108,Down,0.578088541896051,0.741139156276989
HALLMARK_COAGULATION,66,Down,0.633322155488456,0.771270619654325
HALLMARK_PROTEIN_SECRETION,89,Up,0.645203653509896,0.771270619654325
HALLMARK_NOTCH_SIGNALING,24,Up,0.647867320509633,0.771270619654325
HALLMARK_ANGIOGENESIS,19,Down,0.699854421493932,0.798681526240822
HALLMARK_HEDGEHOG_SIGNALING,15,Down,0.710019575465895,0.798681526240822
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,49,Up,0.71881337361674,0.798681526240822
HALLMARK_APICAL_SURFACE,16,Down,0.817967567677286,0.88909518225792
HALLMARK_KRAS_SIGNALING_DN,45,Down,0.843628921242404,0.897477575789792
HALLMARK_PEROXISOME,79,Up,0.882893249231613,0.919680467949597
HALLMARK_COMPLEMENT,140,Down,0.920596209633719,0.939383887381346
HALLMARK_GLYCOLYSIS,135,Up,0.975031411951678,0.975031411951678
