,NGenes,Direction,PValue,FDR
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,53,Up,2.30174514999356e-09,3.43420376379039e-06
REACTOME_ACYL_CHAIN_REMODELING_OF_DAG_AND_TAG,4,Up,7.5328663303358e-05,0.0561951828243051
REACTOME_PD_1_SIGNALING,17,Down,0.000192103464827744,0.092430000194755
REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS,8,Up,0.00024780160910122,0.092430000194755
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,52,Up,0.000402706086384776,0.120167496177217
REACTOME_CREATINE_METABOLISM,2,Down,0.000685314395238546,0.158400465397718
REACTOME_RSK_ACTIVATION,6,Down,0.000743165722375353,0.158400465397718
REACTOME_TRIF_MEDIATED_PROGRAMMED_CELL_DEATH,9,Up,0.00118540727662099,0.221078457089814
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_PI3K,4,Up,0.00220821614211457,0.366073164892771
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS,8,Up,0.00309572021999386,0.422901017038252
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,56,Down,0.00349297510384915,0.422901017038252
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES,78,Up,0.00384236575645258,0.422901017038252
REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING,11,Down,0.0038762939080957,0.422901017038252
REACTOME_INTERFERON_SIGNALING,162,Up,0.00396824010625706,0.422901017038252
REACTOME_CS_DS_DEGRADATION,6,Up,0.00509426202480587,0.473841209920681
REACTOME_CONSTITUTIVE_SIGNALING_BY_AKT1_E17K_IN_CANCER,24,Down,0.00536454808572411,0.473841209920681
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM,25,Up,0.00539899501920347,0.473841209920681
REACTOME_CRMPS_IN_SEMA3A_SIGNALING,10,Down,0.00624381329213239,0.517542746214529
REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS,2,Down,0.00695598698362135,0.526454580743008
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,23,Down,0.00754776208860535,0.526454580743008
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING,16,Down,0.00773644883815887,0.526454580743008
REACTOME_ROLE_OF_ABL_IN_ROBO_SLIT_SIGNALING,5,Down,0.00801605479460539,0.526454580743008
REACTOME_RETINOID_CYCLE_DISEASE_EVENTS,4,Up,0.00811558670046192,0.526454580743008
REACTOME_REGULATION_OF_COMMISSURAL_AXON_PATHFINDING_BY_SLIT_AND_ROBO,2,Down,0.00994824426217064,0.608617091836748
REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH,18,Down,0.0101980075709911,0.608617091836748
REACTOME_L1CAM_INTERACTIONS,60,Down,0.0113190125629749,0.645644306743677
REACTOME_MAP2K_AND_MAPK_ACTIVATION,30,Down,0.0116839117172113,0.645644306743677
REACTOME_CD163_MEDIATING_AN_ANTI_INFLAMMATORY_RESPONSE,8,Down,0.0129650217262002,0.67615710665869
