,Set,N,DE,P.DE,FDR
1,HALLMARK_SPERMATOGENESIS,93,2,0.000192200719568782,0.00961003597843912
2,HALLMARK_PI3K_AKT_MTOR_SIGNALING,99,1,0.023343622314891,0.385410460170862
3,HALLMARK_GLYCOLYSIS,178,1,0.0416568583387007,0.385410460170862
4,HALLMARK_G2M_CHECKPOINT,193,1,0.0451028100827403,0.385410460170862
5,HALLMARK_E2F_TARGETS,198,1,0.0462492552205034,0.385410460170862
6,HALLMARK_MITOTIC_SPINDLE,198,1,0.0462492552205034,0.385410460170862
7,HALLMARK_ADIPOGENESIS,190,0,1,1
8,HALLMARK_ALLOGRAFT_REJECTION,184,0,1,1
9,HALLMARK_ANDROGEN_RESPONSE,96,0,1,1
10,HALLMARK_ANGIOGENESIS,27,0,1,1
11,HALLMARK_APICAL_JUNCTION,167,0,1,1
12,HALLMARK_APICAL_SURFACE,37,0,1,1
13,HALLMARK_APOPTOSIS,153,0,1,1
14,HALLMARK_BILE_ACID_METABOLISM,95,0,1,1
15,HALLMARK_CHOLESTEROL_HOMEOSTASIS,71,0,1,1
16,HALLMARK_COAGULATION,113,0,1,1
17,HALLMARK_COMPLEMENT,186,0,1,1
18,HALLMARK_DNA_REPAIR,148,0,1,1
19,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,160,0,1,1
20,HALLMARK_ESTROGEN_RESPONSE_EARLY,181,0,1,1
