Set,N,DE,P.DE,FDR,DEG.GENES
HP_IMPAIRED_RENAL_CONCENTRATING_ABILITY,4,1,0.000951746390055019,1,NPHP1
GOBP_POSITIVE_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION,5,1,0.00118956972218509,1,CDK1
GOMF_GLYCEROL_3_PHOSPHATE_O_ACYLTRANSFERASE_ACTIVITY,5,1,0.00118956972218509,1,GPAT2
HP_ABNORMAL_TUBULAR_BASEMENT_MEMBRANE_MORPHOLOGY,5,1,0.00118956972218509,1,NPHP1
HP_ABSENCE_OF_STOMACH_BUBBLE_ON_FETAL_SONOGRAPHY,5,1,0.00118956972218509,1,ZBTB42
GOBP_GOLGI_DISASSEMBLY,6,1,0.00142734776110254,1,CDK1
GOBP_REGULATION_OF_MITOCHONDRIAL_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT,6,1,0.00142734776110254,1,CDK1
GOBP_VENTRICULAR_CARDIAC_MUSCLE_CELL_DEVELOPMENT,6,1,0.00142734776110254,1,CDK1
HP_ABNORMAL_URINE_OSMOLALITY,6,1,0.00142734776110254,1,NPHP1
GOBP_POSITIVE_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY,7,1,0.00166508051327874,1,NPHP1
GOBP_GLYCEROL_3_PHOSPHATE_METABOLIC_PROCESS,8,1,0.00190276798518119,1,GPAT2
GOBP_MITOTIC_NUCLEAR_MEMBRANE_DISASSEMBLY,8,1,0.00190276798518119,1,CDK1
HP_RENAL_CORTICOMEDULLARY_CYSTS,8,1,0.00190276798518119,1,NPHP1
GOBP_REGULATION_OF_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE,9,1,0.0021404101832796,1,CDK1
GOBP_VENTRICULAR_CARDIAC_MUSCLE_CELL_DIFFERENTIATION,9,1,0.0021404101832796,1,CDK1
GOBP_ALDITOL_PHOSPHATE_METABOLIC_PROCESS,10,1,0.00237800711404268,1,GPAT2
GOMF_RNA_POLYMERASE_II_CTD_HEPTAPEPTIDE_REPEAT_KINASE_ACTIVITY,10,1,0.00237800711404268,1,CDK1
HP_ELONGATED_SUPERIOR_CEREBELLAR_PEDUNCLE,10,1,0.00237800711404268,1,NPHP1
HP_ABNORMAL_SUPERIOR_CEREBELLAR_PEDUNCLE_MORPHOLOGY,12,1,0.0028530651994283,1,NPHP1
GOBP_CDP_DIACYLGLYCEROL_BIOSYNTHETIC_PROCESS,13,1,0.00309052636698393,1,GPAT2
GOBP_MEMBRANE_DISASSEMBLY,13,1,0.00309052636698393,1,CDK1
HP_RENAL_FIBROSIS,13,1,0.00309052636698393,1,NPHP1
GOBP_REGULATION_OF_METAPHASE_PLATE_CONGRESSION,14,1,0.00332794229306921,1,CDK1
HP_HYPOMETRIC_SACCADES,14,1,0.00332794229306921,1,NPHP1
GOBP_ORGANELLE_INHERITANCE,15,1,0.00356531298414953,1,CDK1
GOBP_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_PROLIFERATION,15,1,0.00356531298414953,1,CDK1
GOBP_PROTEIN_LOCALIZATION_TO_CONDENSED_CHROMOSOME,15,1,0.00356531298414953,1,CDK1
HP_ABNORMAL_FETAL_GASTROINTESTINAL_SYSTEM_MORPHOLOGY,15,1,0.00356531298414953,1,ZBTB42
HP_RENAL_TUBULAR_ATROPHY,15,1,0.00356531298414953,1,NPHP1
HP_ABNORMAL_BRAINSTEM_WHITE_MATTER_MORPHOLOGY,16,1,0.0038026384466886,1,NPHP1
GOBP_PIRNA_PROCESSING,17,1,0.00403991868714948,1,GPAT2
GOMF_RNA_POLYMERASE_II_CTD_HEPTAPEPTIDE_REPEAT_MODIFYING_ACTIVITY,17,1,0.00403991868714948,1,CDK1
HP_ABNORMAL_RENAL_TUBULAR_RESORPTION,18,1,0.004277153711997,1,NPHP1
GOBP_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY,20,1,0.00475148814069715,1,NPHP1
GOMF_LYSOPHOSPHOLIPID_ACYLTRANSFERASE_ACTIVITY,21,1,0.00498858755747289,1,GPAT2
GOBP_POSITIVE_REGULATION_OF_HEART_GROWTH,22,1,0.00522564178448115,1,CDK1
GOBP_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE,22,1,0.00522564178448115,1,CDK1
GOMF_HISTONE_KINASE_ACTIVITY,22,1,0.00522564178448115,1,CDK1
GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION,23,1,0.00546265082818109,1,CDK1
GOBP_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE,25,1,0.00593653339149103,1,CDK1
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_PROLIFERATION,25,1,0.00593653339149103,1,CDK1
GOBP_MUSCLE_STRUCTURE_DEVELOPMENT,528,2,0.00599526720275791,1,"CDK1,ZBTB42"
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEGREGATION,26,1,0.00617340692401958,1,CDK1
GOBP_RESPONSE_TO_COPPER_ION,26,1,0.00617340692401958,1,CDK1
HP_FIFTH_FINGER_DISTAL_PHALANX_CLINODACTYLY,26,1,0.00617340692401958,1,NPHP1
GOMF_ACYLGLYCEROL_O_ACYLTRANSFERASE_ACTIVITY,27,1,0.00641023529907325,1,GPAT2
HP_HYDROMETROCOLPOS,27,1,0.00641023529907325,1,NPHP1
GOMF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY,28,1,0.00664701852310978,1,CDK1
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION,29,1,0.00688375660258467,1,CDK1
