,NGenes,Direction,PValue,FDR
GO_PHOSPHOLIPID_EFFLUX,6,Up,3.32341870181929e-06,0.0125682975110882
GO_GLUTAMINE_TRANSPORT,4,Down,3.76446610755438e-06,0.0125682975110882
GO_L_GLUTAMINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,4,Down,3.76446610755438e-06,0.0125682975110882
GO_THYMOCYTE_MIGRATION,4,Down,8.94667177543916e-06,0.0224024661256997
GO_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,36,Down,1.75259052222439e-05,0.0299030762207944
GO_POSITIVE_REGULATION_OF_STRESS_FIBER_ASSEMBLY,32,Down,2.05032088078377e-05,0.0299030762207944
GO_POSITIVE_REGULATION_OF_VASCULAR_SMOOTH_MUSCLE_CELL_PROLIFERATION,24,Down,2.11978230742914e-05,0.0299030762207944
GO_REGULATION_OF_GLIAL_CELL_MIGRATION,12,Down,2.83422392827617e-05,0.0299030762207944
GO_G_PROTEIN_COUPLED_RECEPTOR_DIMERIC_COMPLEX,2,Down,2.98553077284289e-05,0.0299030762207944
GO_G_PROTEIN_COUPLED_RECEPTOR_COMPLEX,2,Down,2.98553077284289e-05,0.0299030762207944
GO_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION,85,Down,3.35711840608498e-05,0.0305680890503156
GO_HEART_FIELD_SPECIFICATION,3,Down,4.27380954401267e-05,0.0329280587637161
GO_SECONDARY_HEART_FIELD_SPECIFICATION,3,Down,4.27380954401267e-05,0.0329280587637161
GO_GABA_RECEPTOR_ACTIVITY,1,Down,4.82429800403576e-05,0.0332722742530471
GO_HEMATOPOIETIC_STEM_CELL_MIGRATION,3,Down,4.98286854827981e-05,0.0332722742530471
GO_SMOOTH_MUSCLE_CONTRACTION,36,Down,6.08108344228096e-05,0.0380675823486788
GO_S100_PROTEIN_BINDING,11,Down,7.0642874680125e-05,0.0411461951318382
GO_NEGATIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE,8,Down,7.76982127432247e-05,0.0411461951318382
GO_VASCULAR_SMOOTH_MUSCLE_CELL_DIFFERENTIATION,13,Down,7.80528861326803e-05,0.0411461951318382
GO_GAMMA_AMINOBUTYRIC_ACID_SIGNALING_PATHWAY,6,Down,9.38934885527876e-05,0.047021859067236
GO_MUSCLE_CELL_DEVELOPMENT,70,Down,0.000112187185793266,0.0530469907897708
GO_CCR2_CHEMOKINE_RECEPTOR_BINDING,3,Down,0.000116516952613314,0.0530469907897708
GO_VOLUNTARY_SKELETAL_MUSCLE_CONTRACTION,1,Down,0.000138522687567397,0.060323619072828
GO_STRIATED_MUSCLE_CELL_DIFFERENTIATION,120,Down,0.000159702248070334,0.0612809379347354
GO_CHEMOKINE_BINDING,16,Down,0.000163364765367992,0.0612809379347354
GO_POSITIVE_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE,5,Down,0.000165194221669115,0.0612809379347354
GO_POSITIVE_REGULATION_OF_T_HELPER_17_CELL_DIFFERENTIATION,5,Down,0.000165194221669115,0.0612809379347354
GO_POSITIVE_REGULATION_OF_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM,10,Up,0.000184425195690406,0.0617579135157046
GO_THYROID_HORMONE_TRANSPORT,1,Up,0.000186207508437648,0.0617579135157046
GO_MUSCLE_CELL_DIFFERENTIATION,162,Down,0.0001866607711337,0.0617579135157046
GO_PROTEIN_CONTAINING_COMPLEX_REMODELING,12,Up,0.000196435772620554,0.0617579135157046
GO_DENDRITIC_CELL_MIGRATION,22,Down,0.000199574433605827,0.0617579135157046
GO_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE,12,Down,0.00020347555371588,0.0617579135157046
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION,26,Down,0.000246329741155049,0.0725658437473227
GO_POSITIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION,48,Down,0.000276387306346853,0.079094150296288
GO_REGULATION_OF_VASCULAR_SMOOTH_MUSCLE_CELL_PROLIFERATION,34,Down,0.000307692190123722,0.079739438762834
GO_REGULATION_OF_WNT_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT,1,Down,0.000313351935191899,0.079739438762834
GO_ASTROCYTE_CELL_MIGRATION,7,Down,0.000315458302986322,0.079739438762834
GO_NEUTRAL_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,14,Down,0.000318057089273322,0.079739438762834
GO_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION,54,Down,0.000321888217375801,0.079739438762834
GO_SMOOTH_MUSCLE_CELL_DIFFERENTIATION,26,Down,0.000326409443817511,0.079739438762834
GO_NEGATIVE_REGULATION_OF_CYTOKINE_SECRETION,39,Down,0.000342325448684411,0.0816364689053109
GO_HYDROLASE_ACTIVITY_HYDROLYZING_O_GLYCOSYL_COMPOUNDS,53,Up,0.00037672059528902,0.0872454462150609
GO_LOW_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING,4,Up,0.000399721301160222,0.0872454462150609
GO_STRUCTURAL_CONSTITUENT_OF_CYTOSKELETON,44,Down,0.000403848463784386,0.0872454462150609
GO_DIAPHRAGM_DEVELOPMENT,4,Up,0.000408245444858188,0.0872454462150609
