Set,N,DE,P.DE,FDR,DEG.GENES
GOBP_CELLULAR_RESPONSE_TO_HYDROPEROXIDE,7,1,0.00066631762502134,1,MGST1
GOBP_GLUTATHIONE_TRANSPORT,8,1,0.000761487729528221,1,MGST1
GOBP_TRIPEPTIDE_TRANSPORT,9,1,0.000856653302125143,1,MGST1
GOBP_OLIGOPEPTIDE_TRANSPORT,15,1,0.00142755156760377,1,MGST1
GOBP_RESPONSE_TO_HYDROPEROXIDE,15,1,0.00142755156760377,1,MGST1
GOMF_GLUTATHIONE_PEROXIDASE_ACTIVITY,19,1,0.0018080597730612,1,MGST1
GOMF_GLUTATHIONE_TRANSFERASE_ACTIVITY,24,1,0.00228359306191461,1,MGST1
GOBP_MODIFIED_AMINO_ACID_TRANSPORT,37,1,0.00351944937949233,1,MGST1
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PEROXIDE_AS_ACCEPTOR,44,1,0.00418459323989218,1,MGST1
GOBP_SULFUR_COMPOUND_TRANSPORT,52,1,0.00494448573719186,1,MGST1
GOCC_AZUROPHIL_GRANULE_MEMBRANE,56,1,0.00532432322000831,1,MGST1
GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_ALKYL_OR_ARYL_OTHER_THAN_METHYL_GROUPS,57,1,0.00541927126093789,1,MGST1
GOCC_MICROBODY_MEMBRANE,62,1,0.00589394348694095,1,MGST1
GOMF_ANTIOXIDANT_ACTIVITY,65,1,0.00617869243962499,1,MGST1
GOBP_CELLULAR_OXIDANT_DETOXIFICATION,77,1,0.00731728037848822,1,MGST1
GOBP_CELLULAR_RESPONSE_TO_TOXIC_SUBSTANCE,105,1,0.00997144769971337,1,MGST1
GOBP_DETOXIFICATION,116,1,0.0110131841955557,1,MGST1
GOCC_MICROBODY,131,1,0.0124328502402153,1,MGST1
GOCC_AZUROPHIL_GRANULE,139,1,0.0131895885283372,1,MGST1
GOCC_FIBRILLAR_CENTER,143,1,0.013567848906564,1,CDCA7L
GOBP_RESPONSE_TO_TOXIC_SUBSTANCE,196,1,0.0185729534684173,1,MGST1
GOBP_CELLULAR_RESPONSE_TO_OXIDATIVE_STRESS,223,1,0.021117829254391,1,MGST1
GOCC_OUTER_MEMBRANE,228,1,0.0215887399953106,1,MGST1
GOBP_AMIDE_TRANSPORT,241,1,0.0228125776882626,1,MGST1
GOCC_SECRETORY_GRANULE_MEMBRANE,279,1,0.0263855579855857,1,MGST1
GOBP_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,282,1,0.0266673566650304,1,MGST1
GOBP_ORGANIC_ANION_TRANSPORT,320,1,0.0302332762469809,1,MGST1
GOBP_RESPONSE_TO_OXIDATIVE_STRESS,345,1,0.0325757070930298,1,MGST1
GOCC_VACUOLAR_MEMBRANE,455,1,0.0428487533858354,1,MGST1
GOBP_CELLULAR_RESPONSE_TO_LIPID,499,1,0.0469426177927642,1,MGST1
GOMF_OXIDOREDUCTASE_ACTIVITY,590,1,0.0553816364697066,1,MGST1
GOCC_SECRETORY_GRANULE,726,1,0.0679238416919087,1,MGST1
GOBP_POSITIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION,730,1,0.068291461146071,1,CDCA7L
GOBP_RESPONSE_TO_LIPID,731,1,0.0683833546798366,1,MGST1
GOCC_MITOCHONDRIAL_ENVELOPE,732,1,0.0684752436816931,1,MGST1
GOCC_VACUOLE,772,1,0.0721470875899601,1,MGST1
GOCC_SECRETORY_VESICLE,857,1,0.0799256801245408,1,MGST1
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND,930,1,0.0865799828954845,1,MGST1
GOCC_NUCLEOLUS,953,1,0.0886715408141434,1,CDCA7L
GOCC_NUCLEAR_OUTER_MEMBRANE_ENDOPLASMIC_RETICULUM_MEMBRANE_NETWORK,1035,1,0.0961088896092409,1,MGST1
GOCC_VESICLE_MEMBRANE,1078,1,0.099996783250467,1,MGST1
GOCC_ORGANELLE_ENVELOPE,1152,1,0.106667958321367,1,MGST1
GOBP_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND,1293,1,0.119310558940006,1,MGST1
GOCC_ORGANELLE_SUBCOMPARTMENT,1297,1,0.119667900022881,1,MGST1
GOBP_REGULATION_OF_CELL_POPULATION_PROLIFERATION,1325,1,0.122167257307442,1,CDCA7L
GOCC_MITOCHONDRION,1506,1,0.138238098090177,1,MGST1
GOBP_CELLULAR_RESPONSE_TO_ORGANIC_SUBSTANCE,1586,1,0.145293919000126,1,MGST1
GOBP_NITROGEN_COMPOUND_TRANSPORT,1630,1,0.149162257450832,1,MGST1
GOBP_CELLULAR_RESPONSE_TO_STRESS,1670,1,0.152671315161295,1,MGST1
GOBP_10_FORMYLTETRAHYDROFOLATE_METABOLIC_PROCESS,5,0,1,1,""
