,Set,NGenes,Direction,PValue,FDR
1,WP_IMMUNE_RESPONSE_TO_TUBERCULOSIS,22,Up,0.000212277606568309,0.175129025418855
2,WP_TYPE_I_INTERFERON_INDUCTION_AND_SIGNALING_DURING_SARSCOV2_INFECTION,26,Up,0.000480645495024459,0.198266266697589
3,WP_METABOLISM_OF_ALPHALINOLENIC_ACID,4,Down,0.00134573679771804,0.344222281957542
4,WP_HYPERTROPHY_MODEL,13,Down,0.00188390959169154,0.344222281957542
5,WP_NETRINUNC5B_SIGNALING,35,Down,0.00234567725520607,0.344222281957542
6,WP_PROSTAGLANDIN_AND_LEUKOTRIENE_METABOLISM_IN_SENESCENCE_WP5122,20,Down,0.00250343477787303,0.344222281957542
7,WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING,104,Down,0.00353504621179948,0.366363949878117
8,WP_GPR143_IN_MELANOCYTES_AND_RETINAL_PIGMENT_EPITHELIUM_CELLS,18,Down,0.00355262012003023,0.366363949878117
9,WP_PROSTAGLANDIN_AND_LEUKOTRIENE_METABOLISM_IN_SENESCENCE_WP5321,21,Down,0.00405976200665026,0.368213781082099
10,WP_INTERFERONMEDIATED_SIGNALING,15,Up,0.00446319734644968,0.368213781082099
11,WP_ALLOGRAFT_REJECTION,50,Down,0.00622536875051584,0.408229604257045
12,WP_SEBALEIC_ACID_FORMATION_AND_METABOLISM,4,Down,0.00658371762471146,0.408229604257045
13,WP_PROSTAGLANDIN_SYNTHESIS_AND_REGULATION,26,Down,0.00705202986679328,0.408229604257045
14,WP_GENETIC_CAUSES_OF_PORTOSINUSOIDAL_VASCULAR_DISEASE,28,Down,0.00740011058500032,0.408229604257045
15,WP_TYPE_II_INTERFERON_SIGNALING,31,Up,0.00798387563503832,0.408229604257045
16,WP_CYTOKINES_AND_INFLAMMATORY_RESPONSE,13,Down,0.00800940807899395,0.408229604257045
17,WP_RAS_AND_BRADYKININ_PATHWAYS_IN_COVID19,12,Down,0.00884087500218226,0.408229604257045
18,WP_SEROTONIN_RECEPTOR_467_AND_NR3C_SIGNALING,16,Down,0.00890682772924462,0.408229604257045
19,WP_EPAC1_AND_PKA_REDUCTION_OF_RETINAL_INFLAMMATION,7,Down,0.00958638575256129,0.409053423889246
20,WP_GPR40_PATHWAY,7,Down,0.0101640077773245,0.409053423889246
21,WP_OMEGA6FATTY_ACIDS_IN_SENESCENCE,33,Down,0.0104122689717263,0.409053423889246
22,WP_MAPK_PATHWAY_IN_CONGENITAL_THYROID_CANCER,14,Down,0.0116019672544703,0.413067490040587
23,WP_REGULATION_OF_SISTER_CHROMATID_SEPARATION_AT_THE_METAPHASEANAPHASE_TRANSITION,10,Down,0.0121418768275546,0.413067490040587
24,WP_ASPIRIN_AND_MIRNAS,8,Down,0.0124212957170038,0.413067490040587
25,WP_ACETYLCHOLINE_SYNTHESIS,4,Down,0.0137359403299396,0.413067490040587
26,WP_BILE_ACID_SYNTHESIS_AND_ENTEROHEPATIC_CIRCULATION,4,Down,0.0147662442242159,0.413067490040587
27,WP_AMPLIFICATION_AND_EXPANSION_OF_ONCOGENIC_PATHWAYS_AS_METASTATIC_TRAITS,11,Down,0.0148238220697881,0.413067490040587
28,WP_POSTCOVID_NEUROINFLAMMATION,13,Down,0.0151657461638985,0.413067490040587
29,WP_TCELL_RECEPTOR_SIGNALING,73,Down,0.0164364521371786,0.413067490040587
30,WP_MAPK_SIGNALING,157,Down,0.0167668720936964,0.413067490040587
31,WP_ARACHIDONATE_EPOXYGENASE_EPOXIDE_HYDROLASE,3,Up,0.0170769241412141,0.413067490040587
32,WP_EDA_SIGNALING_IN_HAIR_FOLLICLE_DEVELOPMENT,3,Down,0.0173089580267747,0.413067490040587
33,WP_GPCRS_OTHER,13,Down,0.0174071112515902,0.413067490040587
34,WP_SARSCOV2_AND_ACE2_RECEPTOR_MOLECULAR_MECHANISMS,1,Down,0.0179943716773568,0.413067490040587
35,WP_CYTOSOLIC_DNASENSING_PATHWAY,53,Up,0.0180432625186166,0.413067490040587
36,WP_PATHOPHYSIOLOGICAL_ROLES_OF_DUX4_IN_FSHD1,7,Down,0.0183439127899761,0.413067490040587
37,WP_TGFBETA_SIGNALING_IN_THYROID_CELLS_FOR_EPITHELIALMESENCHYMAL_TRANSITION,10,Down,0.0186680799538756,0.413067490040587
38,WP_NONCLASSICAL_ROLE_OF_VITAMIN_D,2,Down,0.0190261389352028,0.413067490040587
39,WP_GLYCOSAMINOGLYCAN_DEGRADATION,14,Up,0.0205229742678209,0.423540310411335
40,WP_OREXIN_RECEPTOR_PATHWAY,112,Down,0.0205352877775193,0.423540310411335
41,WP_NOCGMPPKG_MEDIATED_NEUROPROTECTION,19,Down,0.0215898923538896,0.425835753086531
42,WP_CARDIAC_HYPERTROPHIC_RESPONSE,45,Down,0.0216789110662234,0.425835753086531
43,WP_ACE_INHIBITOR_PATHWAY,4,Down,0.0233414442873385,0.439974942124391
44,WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,86,Up,0.0236614939073345,0.439974942124391
45,WP_GPCRS_CLASS_B_SECRETINLIKE,4,Down,0.023998633206785,0.439974942124391
