,Set,N,DE,P.DE,FDR
1,REACTOME_METAL_SEQUESTRATION_BY_ANTIMICROBIAL_PROTEINS,4,1,0.000185537362586419,0.321907324087436
2,REACTOME_IRAK4_DEFICIENCY_TLR2_4,15,1,0.000695765109699376,0.415796960279662
3,REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND,17,1,0.000788533790992196,0.415796960279662
4,REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES,22,1,0.00102045549422503,0.415796960279662
5,REACTOME_DISEASES_OF_IMMUNE_SYSTEM,29,1,0.00134514587875134,0.415796960279662
6,REACTOME_ANTIMICROBIAL_PEPTIDES,31,1,0.00143791456004494,0.415796960279662
7,REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,101,1,0.00468481840530632,1
8,REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE,110,1,0.00510227747112568,1
9,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,163,1,0.00756064752539587,1
10,REACTOME_RHO_GTPASE_EFFECTORS,251,1,0.0116424695022959,1
11,REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,359,1,0.0166519782921289,1
12,REACTOME_NEUTROPHIL_DEGRANULATION,445,1,0.0206410315877364,1
13,REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3,630,1,0.0292221346073575,1
14,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,721,1,0.0334431096061969,1
15,REACTOME_INNATE_IMMUNE_SYSTEM,921,1,0.0427199777355165,1
16,REACTOME_2_LTR_CIRCLE_FORMATION,7,0,1,1
17,REACTOME_ABACAVIR_ADME,5,0,1,1
18,REACTOME_ABACAVIR_TRANSMEMBRANE_TRANSPORT,3,0,1,1
19,REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT,95,0,1,1
20,REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS,15,0,1,1
