,NGenes,Direction,PValue,FDR
REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS,18,Down,1.54816745662088e-07,0.000231296218019159
REACTOME_COMPLEMENT_CASCADE,24,Up,5.18352521414232e-07,0.00028954260232097
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,53,Down,5.81410848034076e-07,0.00028954260232097
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC,16,Down,2.88619776204198e-06,0.00107799486412268
REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION,18,Down,3.9449168375011e-06,0.00117874115104533
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS,14,Down,7.92803356991109e-06,0.00197408035890786
REACTOME_GAP_JUNCTION_ASSEMBLY,7,Down,3.95095604490926e-05,0.00737841041386805
REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE,7,Down,3.95095604490926e-05,0.00737841041386805
REACTOME_RECYCLING_PATHWAY_OF_L1,31,Down,6.58413203022189e-05,0.00941155161394701
REACTOME_L1CAM_INTERACTIONS,60,Down,6.63420034823529e-05,0.00941155161394701
REACTOME_SMOOTH_MUSCLE_CONTRACTION,23,Down,7.15068884853904e-05,0.00941155161394701
REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING,23,Down,7.55947920798957e-05,0.00941155161394701
REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,37,Down,0.000123420393787166,0.0141838514090789
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY,13,Down,0.000183330826038254,0.0195640181500822
REACTOME_GAP_JUNCTION_DEGRADATION,10,Down,0.000508156793851651,0.0506124166676244
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,9,Up,0.000666584233201892,0.0622423027752267
REACTOME_FOLDING_OF_ACTIN_BY_CCT_TRIC,10,Down,0.000976682277053025,0.0858331365833658
REACTOME_CHOLESTEROL_BIOSYNTHESIS,23,Down,0.00103592350736498,0.0859816511112931
REACTOME_MUSCLE_CONTRACTION,67,Down,0.00111583853106097,0.0868234718547881
REACTOME_ALTERNATIVE_COMPLEMENT_ACTIVATION,4,Up,0.00116229547329034,0.0868234718547881
REACTOME_AGGREPHAGY,28,Down,0.00149955452435635,0.106682593304209
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,70,Down,0.00208832843800392,0.13717515058035
REACTOME_OPSINS,1,Up,0.00211179950692641,0.13717515058035
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,89,Down,0.00229309138381602,0.142744938642547
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,90,Up,0.0024168181100696,0.144429050257759
REACTOME_STRIATED_MUSCLE_CONTRACTION,9,Down,0.00304293197199746,0.172920541565142
REACTOME_EPHRIN_SIGNALING,13,Down,0.0031250700282857,0.172920541565142
REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY,6,Down,0.00363888353030295,0.194160428366879
REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION,1,Up,0.00399972661839039,0.20605488165087
REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS,32,Down,0.00427878756950901,0.208859465298591
REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS,13,Down,0.00446104803601734,0.208859465298591
REACTOME_THE_NLRP3_INFLAMMASOME,15,Down,0.00447356284441426,0.208859465298591
REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY,4,Down,0.00489194094559826,0.221471508264358
REACTOME_PTK6_REGULATES_CELL_CYCLE,5,Down,0.00610416219652177,0.248888532737557
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES,38,Up,0.00614916900323131,0.248888532737557
REACTOME_PROTEIN_FOLDING,71,Down,0.00625651594862005,0.248888532737557
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM,18,Down,0.00656951167443949,0.248888532737557
REACTOME_DEADENYLATION_OF_MRNA,24,Up,0.00663658910056041,0.248888532737557
REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN,19,Down,0.00668954600320846,0.248888532737557
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR,39,Down,0.0068121713631471,0.248888532737557
REACTOME_INTERFERON_SIGNALING,162,Down,0.00683027432546175,0.248888532737557
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS,33,Down,0.00886131726707584,0.315209714214555
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS,11,Down,0.00979449191338888,0.334020025082386
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION,17,Up,0.00983726981501003,0.334020025082386
REACTOME_ACTIVATION_OF_C3_AND_C5,5,Up,0.0104135983658717,0.337817779536476
REACTOME_RESPONSE_OF_EIF2AK1_HRI_TO_HEME_DEFICIENCY,13,Down,0.0105427418093913,0.337817779536476
REACTOME_RUNX3_REGULATES_WNT_SIGNALING,6,Down,0.0106274669599828,0.337817779536476
REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD,1,Down,0.0112837873426706,0.342377327793871
REACTOME_RHO_GTPASES_ACTIVATE_RHOTEKIN_AND_RHOPHILINS,5,Down,0.0113988077545,0.342377327793871
REACTOME_CELL_JUNCTION_ORGANIZATION,34,Down,0.0114584112380814,0.342377327793871
