,NGenes,Direction,PValue,FDR
HALLMARK_INTERFERON_ALPHA_RESPONSE,93,Down,2.09535592749827e-08,1.04767796374914e-06
HALLMARK_INTERFERON_GAMMA_RESPONSE,182,Down,4.43940757593566e-07,1.10985189398391e-05
HALLMARK_INFLAMMATORY_RESPONSE,140,Down,0.000134059081381876,0.00223431802303126
HALLMARK_ANDROGEN_RESPONSE,81,Down,0.00144027003704298,0.0180033754630373
HALLMARK_CHOLESTEROL_HOMEOSTASIS,61,Down,0.0118232458266872,0.118232458266872
HALLMARK_ALLOGRAFT_REJECTION,139,Down,0.0144534952163947,0.120445793469956
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,83,Down,0.0189585169981158,0.127778365754082
HALLMARK_MTORC1_SIGNALING,178,Down,0.0204445385206532,0.127778365754082
HALLMARK_WNT_BETA_CATENIN_SIGNALING,27,Down,0.0425047072396445,0.230238084049955
HALLMARK_TGF_BETA_SIGNALING,43,Down,0.046047616809991,0.230238084049955
HALLMARK_IL6_JAK_STAT3_SIGNALING,69,Down,0.0633093934322685,0.287769970146675
HALLMARK_IL2_STAT5_SIGNALING,146,Down,0.0697273623592772,0.290530676496988
HALLMARK_TNFA_SIGNALING_VIA_NFKB,169,Down,0.0932618610217337,0.358699465468207
HALLMARK_BILE_ACID_METABOLISM,71,Up,0.108458185616192,0.387350662914973
HALLMARK_APOPTOSIS,124,Down,0.173875523464061,0.579585078213535
HALLMARK_COMPLEMENT,141,Down,0.200796826895187,0.590646929141027
HALLMARK_PI3K_AKT_MTOR_SIGNALING,84,Down,0.220805105578991,0.590646929141027
HALLMARK_PANCREAS_BETA_CELLS,11,Down,0.222873017642106,0.590646929141027
HALLMARK_APICAL_JUNCTION,102,Down,0.243675385844642,0.590646929141027
HALLMARK_ADIPOGENESIS,167,Up,0.244828440777488,0.590646929141027
HALLMARK_NOTCH_SIGNALING,25,Down,0.258000774882475,0.590646929141027
HALLMARK_G2M_CHECKPOINT,148,Down,0.270311808443312,0.590646929141027
HALLMARK_MYC_TARGETS_V1,191,Down,0.271697587404872,0.590646929141027
HALLMARK_ESTROGEN_RESPONSE_LATE,101,Down,0.328036870319567,0.683410146499097
HALLMARK_HYPOXIA,131,Down,0.357170409589465,0.71434081917893
HALLMARK_PROTEIN_SECRETION,89,Down,0.404883296364584,0.737214993549299
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,104,Down,0.416795419945453,0.737214993549299
HALLMARK_DNA_REPAIR,142,Up,0.425603386005338,0.737214993549299
HALLMARK_APICAL_SURFACE,17,Up,0.441149999561973,0.737214993549299
HALLMARK_UV_RESPONSE_DN,92,Down,0.442635086656046,0.737214993549299
HALLMARK_OXIDATIVE_PHOSPHORYLATION,198,Up,0.470691239700503,0.737214993549299
HALLMARK_MYC_TARGETS_V2,54,Down,0.495584577791993,0.737214993549299
HALLMARK_SPERMATOGENESIS,53,Up,0.497637304054993,0.737214993549299
HALLMARK_GLYCOLYSIS,137,Down,0.501306195613523,0.737214993549299
HALLMARK_UV_RESPONSE_UP,113,Down,0.54619934823868,0.754382644714078
HALLMARK_HEDGEHOG_SIGNALING,15,Up,0.551806668244153,0.754382644714078
HALLMARK_KRAS_SIGNALING_UP,125,Down,0.558243157088418,0.754382644714078
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,49,Down,0.587339076934151,0.758864484661594
HALLMARK_MITOTIC_SPINDLE,168,Down,0.591914298036043,0.758864484661594
HALLMARK_KRAS_SIGNALING_DN,46,Down,0.609226161360985,0.761532701701231
HALLMARK_PEROXISOME,79,Up,0.658949352812919,0.803596771723072
HALLMARK_HEME_METABOLISM,139,Down,0.695084337907786,0.816858792532104
HALLMARK_XENOBIOTIC_METABOLISM,128,Down,0.70249856157761,0.816858792532104
HALLMARK_COAGULATION,67,Down,0.723188780171409,0.821805432012965
HALLMARK_FATTY_ACID_METABOLISM,127,Up,0.766932274126283,0.83897558856994
HALLMARK_ESTROGEN_RESPONSE_EARLY,109,Up,0.785154639385159,0.83897558856994
HALLMARK_E2F_TARGETS,158,Down,0.802580124259479,0.83897558856994
HALLMARK_MYOGENESIS,83,Down,0.805416565027142,0.83897558856994
HALLMARK_ANGIOGENESIS,19,Down,0.82553207826753,0.842379671701562
HALLMARK_P53_PATHWAY,159,Up,0.98211996737799,0.98211996737799
