Set,N,DE,P.DE,FDR,DEG.GENES,k,n,GR
WP_NPHP1_DELETION_SYNDROME,10,1,0.00237800711404268,1,NPHP1,1,5,0.2
WP_PPARALPHA_PATHWAY,17,1,0.00403991868714948,1,CDK1,1,5,0.2
WP_GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PATHWAY,28,1,0.00664701852310978,1,GPAT2,1,5,0.2
WP_COHESIN_COMPLEX_CORNELIA_DE_LANGE_SYNDROME,34,1,0.00806677005746681,1,CDK1,1,5,0.2
WP_ATM_SIGNALING,39,1,0.009248655866407,1,CDK1,1,5,0.2
WP_INTEGRATED_CANCER_PATHWAY,44,1,0.0104294148357497,1,CDK1,1,5,0.2
WP_MICROTUBULE_CYTOSKELETON_REGULATION,44,1,0.0104294148357497,1,CDK1,1,5,0.2
WP_UROTENSINIIMEDIATED_SIGNALING,59,1,0.0139649387638672,1,CDK1,1,5,0.2
WP_G1_TO_S_CELL_CYCLE_CONTROL,62,1,0.0146708293465678,1,CDK1,1,5,0.2
WP_DNA_DAMAGE_RESPONSE,68,1,0.0160813976995194,1,CDK1,1,5,0.2
WP_MIRNA_REGULATION_OF_DNA_DAMAGE_RESPONSE,71,1,0.0167860758171655,1,CDK1,1,5,0.2
WP_JOUBERT_SYNDROME,73,1,0.0172556368805999,1,NPHP1,1,5,0.2
WP_DNA_IRDAMAGE_AND_CELLULAR_RESPONSE_VIA_ATR,80,1,0.0188976880181075,1,CDK1,1,5,0.2
WP_RETINOBLASTOMA_GENE_IN_CANCER,86,1,0.0203034127605115,1,CDK1,1,5,0.2
WP_SPINAL_CORD_INJURY,87,1,0.0205375434811028,1,CDK1,1,5,0.2
WP_ANDROGEN_RECEPTOR_NETWORK_IN_PROSTATE_CANCER,97,1,0.0228763896859492,1,CDK1,1,5,0.2
WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS,106,1,0.0249775291890948,1,CDCA7L,1,5,0.2
WP_CELL_CYCLE,119,1,0.0280061257626475,1,CDK1,1,5,0.2
WP_SMITHMAGENIS_AND_POTOCKILUPSKI_SYNDROME_COPY_NUMBER_VARIATION,147,1,0.0345036979782892,1,CDK1,1,5,0.2
WP_CILIOPATHIES,163,1,0.0382009654010717,1,NPHP1,1,5,0.2
WP_NETWORK_MAP_OF_SARSCOV2_SIGNALING,187,1,0.0437256209540303,1,CDK1,1,5,0.2
WP_NUCLEAR_RECEPTORS_METAPATHWAY,248,1,0.0576532605633411,1,CDK1,1,5,0.2
WP_10Q1121Q1123_COPY_NUMBER_VARIATION_SYNDROME,52,0,1,1,"",0,5,0
WP_10Q22Q23_COPY_NUMBER_VARIATION,47,0,1,1,"",0,5,0
WP_11P112_COPY_NUMBER_VARIATION_SYNDROME,49,0,1,1,"",0,5,0
WP_13Q1212_COPY_NUMBER_VARIATION,26,0,1,1,"",0,5,0
WP_15Q112_COPY_NUMBER_VARIATION_SYNDROME,9,0,1,1,"",0,5,0
WP_15Q11Q13_COPY_NUMBER_VARIATION,50,0,1,1,"",0,5,0
WP_15Q133_COPY_NUMBER_VARIATION_SYNDROME,20,0,1,1,"",0,5,0
WP_15Q25_COPY_NUMBER_VARIATION,38,0,1,1,"",0,5,0
WP_16P112_DISTAL_DELETION_SYNDROME,28,0,1,1,"",0,5,0
WP_16P112_PROXIMAL_DELETION_SYNDROME,69,0,1,1,"",0,5,0
WP_17P133_YWHAE_COPY_NUMBER_VARIATION,18,0,1,1,"",0,5,0
WP_17Q12_COPY_NUMBER_VARIATION_SYNDROME,67,0,1,1,"",0,5,0
WP_1P36_COPY_NUMBER_VARIATION_SYNDROME,93,0,1,1,"",0,5,0
WP_1Q211_COPY_NUMBER_VARIATION_SYNDROME,21,0,1,1,"",0,5,0
WP_22Q112_COPY_NUMBER_VARIATION_SYNDROME,90,0,1,1,"",0,5,0
WP_2Q112_COPY_NUMBER_VARIATION_SYNDROME,31,0,1,1,"",0,5,0
WP_2Q13_COPY_NUMBER_VARIATION_SYNDROME,52,0,1,1,"",0,5,0
WP_2Q211_COPY_NUMBER_VARIATION_SYNDROME,11,0,1,1,"",0,5,0
WP_2Q37_COPY_NUMBER_VARIATION_SYNDROME,106,0,1,1,"",0,5,0
WP_3Q29_COPY_NUMBER_VARIATION_SYNDROME,59,0,1,1,"",0,5,0
WP_4HYDROXYTAMOXIFEN_DEXAMETHASONE_AND_RETINOIC_ACIDS_REGULATION_OF_P27_EXPRESSION,25,0,1,1,"",0,5,0
WP_4P163_COPY_NUMBER_VARIATION,27,0,1,1,"",0,5,0
WP_5Q35_COPY_NUMBER_VARIATION,89,0,1,1,"",0,5,0
WP_6Q16_COPY_NUMBER_VARIATION,6,0,1,1,"",0,5,0
WP_7OXOC_AND_7BETAHC_PATHWAYS,22,0,1,1,"",0,5,0
WP_7Q1123_COPY_NUMBER_VARIATION_SYNDROME,91,0,1,1,"",0,5,0
WP_7Q1123_DISTAL_COPY_NUMBER_VARIATION,20,0,1,1,"",0,5,0
WP_8P231_COPY_NUMBER_VARIATION_SYNDROME,41,0,1,1,"",0,5,0
