Set,N,DE,P.DE,FDR,DEG.GENES
WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS,44,5,1.60605937354613e-06,0.000884017444751173,"FADS2,SCD,ABCA1,ABCG1,FADS1"
WP_NETWORK_MAP_OF_SARSCOV2_SIGNALING,187,8,2.13016251747271e-06,0.000884017444751173,"CCR5,CD163,NLRP3,CASP5,CCL20,GSN,IFI27,EIF4E"
WP_OMEGA9_FATTY_ACID_SYNTHESIS,13,3,2.47930701088784e-05,0.00685941606345636,"FADS2,SCD,FADS1"
WP_PPAR_SIGNALING,52,4,8.99581201359945e-05,0.0186663099282189,"FADS2,SCD,LPL,FABP5"
WP_LINOLEIC_ACID_METABOLISM_AFFECTED_BY_SARSCOV2,4,2,0.000120694347475633,0.0200352616809551,"FADS2,FADS1"
WP_NUCLEAR_RECEPTORS_IN_LIPID_METABOLISM_AND_TOXICITY,24,3,0.000169238550058028,0.0208085066826439,"RARG,ABCA1,ABCG1"
WP_METABOLISM_OF_ALPHALINOLENIC_ACID,5,2,0.000200563919832712,0.0208085066826439,"FADS2,FADS1"
WP_SEBALEIC_ACID_FORMATION_AND_METABOLISM,5,2,0.000200563919832712,0.0208085066826439,"FADS2,FADS1"
WP_AMINO_ACID_METABOLISM_IN_TRIPLENEGATIVE_BREAST_CANCER_CELLS,7,2,0.000418704522898438,0.0347524754005703,"SLC1A5,PSAT1"
WP_MRNA_PROTEIN_AND_METABOLITE_INDUCATION_PATHWAY_BY_CYCLOSPORIN_A,7,2,0.000418704522898438,0.0347524754005703,"SLC1A5,SLC7A5"
WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_MAPK_SIGNALING,36,3,0.000574014886242449,0.0433120323255666,"IFI27,EIF4E,RPS6KA3"
WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY_IN_HEPATOCYTES,92,4,0.000808901440730493,0.0559490163171924,"FADS2,SCD,ABCA1,ABCG1"
WP_GPCRS_OTHER,45,3,0.00110773242688191,0.0707244549470758,"CCR5,GPR183,ADGRE3"
WP_TRANSLATION_FACTORS,50,3,0.00150529711109607,0.0845447807851373,"EIF3A,EIF5A,EIF4E"
WP_OMEGA3_OMEGA6_FATTY_ACID_SYNTHESIS,13,2,0.0015279177250326,0.0845447807851373,"FADS2,FADS1"
WP_ANGIOPOIETINLIKE_PROTEIN_8_REGULATORY_PATHWAY,116,4,0.00190892145785809,0.0942850247918735,"SCD,LPL,EIF4E,RPS6KA3"
WP_FAMILIAL_HYPERLIPIDEMIA_TYPE_4,15,2,0.00204473547741412,0.0942850247918735,"LPL,DGAT2"
WP_SREBF_AND_MIR33_IN_CHOLESTEROL_AND_LIPID_HOMEOSTASIS,15,2,0.00204473547741412,0.0942850247918735,"SCD,ABCA1"
WP_METABOLIC_PATHWAY_OF_LDL_HDL_AND_TG_INCLUDING_DISEASES,16,2,0.0023299734046571,0.101783048729757,"ABCA1,LPL"
WP_TRIACYLGLYCERIDE_SYNTHESIS,20,2,0.0036459877542166,0.151308491799989,"LPL,DGAT2"
WP_FATTY_ACID_BIOSYNTHESIS,22,2,0.00440678783951462,0.166256086672597,"SCD,ACACB"
WP_STATIN_INHIBITION_OF_CHOLESTEROL_PRODUCTION,22,2,0.00440678783951462,0.166256086672597,"ABCA1,LPL"
WP_PLEURAL_MESOTHELIOMA,352,6,0.00528347080685363,0.190664381290805,"TNNT1,CCND2,NLRP3,TNIK,SLC7A5,RPS6KA3"
WP_CELL_INTERACTIONS_OF_THE_PANCREATIC_CANCER_MICROENVIRONMENT,25,2,0.00567293136970753,0.196188876535719,"CCR5,CCR2"
WP_SELECTIVE_EXPRESSION_OF_CHEMOKINE_RECEPTORS_DURING_TCELL_POLARIZATION,27,2,0.00659851671107504,0.219070754807691,"CCR5,CCR2"
WP_METABOLIC_PATHWAYS_OF_FIBROBLASTS,30,2,0.00810608483953651,0.240287514886261,"SLC1A5,PSAT1"
WP_NUCLEAR_RECEPTORS,30,2,0.00810608483953651,0.240287514886261,"RARG,NR4A2"
WP_VITAMIN_A_AND_CAROTENOID_METABOLISM,30,2,0.00810608483953651,0.240287514886261,"RARG,LPL"
WP_2Q112_COPY_NUMBER_VARIATION_SYNDROME,31,2,0.00863979186608067,0.247276801684378,"PLXNB2,DUSP2"
WP_VEGFAVEGFR2_SIGNALING,397,6,0.00930367901675083,0.257401786130106,"ZC3H15,DUSP5,NR4A2,ACACB,EIF4E,CAPN2"
WP_PROSTAGLANDIN_SIGNALING,33,2,0.00975309487944156,0.259875477603281,"CCR2,NLRP3"
WP_EFFECT_OF_OMEGA3_PUFA_ON_HUNTINGTONS_DISEASE_PATHWAYS,99,3,0.0102747000209646,0.259875477603281,"ABCA1,ABCG1,EIF4E"
WP_PEPTIDE_GPCRS,34,2,0.0103323985071184,0.259875477603281,"CCR5,CCR2"
WP_DEVELOPMENT_OF_URETERIC_COLLECTION_SYSTEM,37,2,0.0121591843514803,0.296827147403784,"RARG,ANOS1"
WP_CYTOKINECYTOKINE_RECEPTOR_INTERACTION,198,4,0.0125203606757509,0.296911410310665,"CCR5,CCR2,CCL23,CCL20"
WP_NUCLEOTIDEBINDING_OLIGOMERIZATION_DOMAIN_NOD_PATHWAY,39,2,0.0134496788897669,0.310089818847404,"NLRP3,CASP5"
WP_ENDODERM_DIFFERENTIATION,111,3,0.0139786416991477,0.313574935413313,"RARG,DUSP5,DUSP2"
WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,41,2,0.0147969710614159,0.323196999499347,"SLC1A5,PSAT1"
WP_METABOLIC_REPROGRAMMING_IN_PANCREATIC_CANCER,42,2,0.0154915695273201,0.329692377119889,"SLC1A5,SLC7A5"
WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING,124,3,0.018743137822719,0.388920109821419,"ACACB,EIF4E,RPS6KA3"
WP_FATTY_ACIDS_AND_LIPOPROTEINS_TRANSPORT_IN_HEPATOCYTES,347,5,0.0206829621981016,0.409707499803587,"ABCA1,CD163,LPL,LRP8,PSTPIP1"
WP_OMEGA6FATTY_ACIDS_IN_SENESCENCE,49,2,0.020732186737049,0.409707499803587,"FADS2,FADS1"
WP_VITAMIN_A1_AND_A5X_PATHWAYS,5,1,0.0224089782547602,0.427423898102002,RARG
WP_IL18_SIGNALING,238,4,0.0229475193741079,0.427423898102002,"TGM2,NFKBIZ,CCL20,ACACB"
WP_SENESCENCEASSOCIATED_SECRETORY_PHENOTYPE_SASP,52,2,0.0231735848368555,0.427423898102002,"VENTX,RPS6KA3"
WP_FOLATE_METABOLISM,53,2,0.0240124853055909,0.43326875660088,"ABCA1,MTHFD2"
WP_TRANSSULFURATION_ONECARBON_METABOLISM_AND_RELATED_PATHWAYS,55,2,0.0257271740048732,0.45277045342347,"PSAT1,MTHFD2"
WP_NUCLEAR_RECEPTORS_METAPATHWAY,248,4,0.0261843153787067,0.45277045342347,"S100P,SCD,CCL20,SLC7A5"
WP_TYROBP_CAUSAL_NETWORK_IN_MICROGLIA,59,2,0.0293005985286521,0.475809856820321,"SLC1A5,C3"
WP_ACTIVATION_OF_NLRP3_INFLAMMASOME_BY_SARSCOV2,7,1,0.0312327950797443,0.475809856820321,NLRP3
