Set,N,DE,P.DE,FDR,DEG.GENES,k,n,GR
WP_OXIDATIVE_STRESS_RESPONSE,24,1,0.00228359306191461,1,MGST1,1,2,0.5
WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2873,37,1,0.00351944937949233,1,MGST1,1,2,0.5
WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS,106,1,0.0100661736770657,1,CDCA7L,1,2,0.5
WP_METAPATHWAY_BIOTRANSFORMATION_PHASE_I_AND_II,111,1,0.0105397355851824,1,MGST1,1,2,0.5
WP_NUCLEAR_RECEPTORS_METAPATHWAY,248,1,0.023471249981555,1,MGST1,1,2,0.5
WP_CANCER_PATHWAYS,428,1,0.0403322654824625,1,MGST1,1,2,0.5
WP_10Q1121Q1123_COPY_NUMBER_VARIATION_SYNDROME,52,0,1,1,"",0,2,0
WP_10Q22Q23_COPY_NUMBER_VARIATION,47,0,1,1,"",0,2,0
WP_11P112_COPY_NUMBER_VARIATION_SYNDROME,49,0,1,1,"",0,2,0
WP_13Q1212_COPY_NUMBER_VARIATION,26,0,1,1,"",0,2,0
WP_15Q112_COPY_NUMBER_VARIATION_SYNDROME,9,0,1,1,"",0,2,0
WP_15Q11Q13_COPY_NUMBER_VARIATION,50,0,1,1,"",0,2,0
WP_15Q133_COPY_NUMBER_VARIATION_SYNDROME,20,0,1,1,"",0,2,0
WP_15Q25_COPY_NUMBER_VARIATION,38,0,1,1,"",0,2,0
WP_16P112_DISTAL_DELETION_SYNDROME,28,0,1,1,"",0,2,0
WP_16P112_PROXIMAL_DELETION_SYNDROME,69,0,1,1,"",0,2,0
WP_17P133_YWHAE_COPY_NUMBER_VARIATION,18,0,1,1,"",0,2,0
WP_17Q12_COPY_NUMBER_VARIATION_SYNDROME,67,0,1,1,"",0,2,0
WP_1P36_COPY_NUMBER_VARIATION_SYNDROME,93,0,1,1,"",0,2,0
WP_1Q211_COPY_NUMBER_VARIATION_SYNDROME,21,0,1,1,"",0,2,0
WP_22Q112_COPY_NUMBER_VARIATION_SYNDROME,90,0,1,1,"",0,2,0
WP_2Q112_COPY_NUMBER_VARIATION_SYNDROME,31,0,1,1,"",0,2,0
WP_2Q13_COPY_NUMBER_VARIATION_SYNDROME,52,0,1,1,"",0,2,0
WP_2Q211_COPY_NUMBER_VARIATION_SYNDROME,11,0,1,1,"",0,2,0
WP_2Q37_COPY_NUMBER_VARIATION_SYNDROME,106,0,1,1,"",0,2,0
WP_3Q29_COPY_NUMBER_VARIATION_SYNDROME,59,0,1,1,"",0,2,0
WP_4HYDROXYTAMOXIFEN_DEXAMETHASONE_AND_RETINOIC_ACIDS_REGULATION_OF_P27_EXPRESSION,25,0,1,1,"",0,2,0
WP_4P163_COPY_NUMBER_VARIATION,27,0,1,1,"",0,2,0
WP_5Q35_COPY_NUMBER_VARIATION,89,0,1,1,"",0,2,0
WP_6Q16_COPY_NUMBER_VARIATION,6,0,1,1,"",0,2,0
WP_7OXOC_AND_7BETAHC_PATHWAYS,22,0,1,1,"",0,2,0
WP_7Q1123_COPY_NUMBER_VARIATION_SYNDROME,91,0,1,1,"",0,2,0
WP_7Q1123_DISTAL_COPY_NUMBER_VARIATION,20,0,1,1,"",0,2,0
WP_8P231_COPY_NUMBER_VARIATION_SYNDROME,41,0,1,1,"",0,2,0
WP_8Q1123_RB1CC1_COPY_NUMBER_VARIATION,16,0,1,1,"",0,2,0
WP_ACETAMINOPHEN_IN_ANALGESIA_AND_ANTIPYRESIS,5,0,1,1,"",0,2,0
WP_ACETYLCHOLINE_SYNTHESIS,5,0,1,1,"",0,2,0
WP_ACE_INHIBITOR_PATHWAY,8,0,1,1,"",0,2,0
WP_ACQUIRED_PARTIAL_LIPODYSTROPHY_BARRAQUERSIMONS_SYNDROME,10,0,1,1,"",0,2,0
WP_ACTIVATION_OF_NLRP3_INFLAMMASOME_BY_SARSCOV2,7,0,1,1,"",0,2,0
WP_ACUTE_MYELOID_LEUKEMIA,66,0,1,1,"",0,2,0
WP_ACUTE_VIRAL_MYOCARDITIS,82,0,1,1,"",0,2,0
WP_ADHD_AND_AUTISM_ASD_PATHWAYS,261,0,1,1,"",0,2,0
WP_ADIPOGENESIS,107,0,1,1,"",0,2,0
WP_AEROBIC_GLYCOLYSIS,11,0,1,1,"",0,2,0
WP_AEROBIC_GLYCOLYSIS_AUGMENTED,12,0,1,1,"",0,2,0
WP_AFFECTED_PATHWAYS_IN_DUCHENNE_MUSCULAR_DYSTROPHY,58,0,1,1,"",0,2,0
WP_AFLATOXIN_B1_METABOLISM,4,0,1,1,"",0,2,0
WP_AGERAGE_PATHWAY,63,0,1,1,"",0,2,0
WP_AIRWAY_SMOOTH_MUSCLE_CELL_CONTRACTION,14,0,1,1,"",0,2,0
