,NGenes,Direction,PValue,FDR
REACTOME_L1CAM_INTERACTIONS,60,Down,2.66883186636343e-08,3.98189714461423e-05
REACTOME_RECYCLING_PATHWAY_OF_L1,31,Down,7.78113312317354e-08,5.80472530988746e-05
REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS,18,Down,1.20114502627444e-06,0.000512771355333313
REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS,50,Down,1.37472213226089e-06,0.000512771355333313
REACTOME_INTERLEUKIN_10_SIGNALING,36,Down,7.72707613568786e-06,0.00230575951888926
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,28,Down,9.41544963716385e-06,0.00234130847644141
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC,16,Down,1.64110414822046e-05,0.00349789627020705
REACTOME_COMPLEMENT_CASCADE,23,Up,2.09097253140773e-05,0.00389966377107542
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION,87,Down,5.169191480834e-05,0.00723385619857787
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,20,Up,5.66594887106642e-05,0.00723385619857787
REACTOME_GAP_JUNCTION_ASSEMBLY,7,Down,5.81811490502241e-05,0.00723385619857787
REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE,7,Down,5.81811490502241e-05,0.00723385619857787
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,70,Down,8.15196518696061e-05,0.00935594773765018
REACTOME_CHOLESTEROL_BIOSYNTHESIS,23,Down,9.11665263725608e-05,0.00951319366679674
REACTOME_PLASMA_LIPOPROTEIN_REMODELING,11,Up,9.56420274812005e-05,0.00951319366679674
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS,14,Down,0.000108580084595953,0.0101250928885726
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY,13,Down,0.000141993071064172,0.0121386848903612
REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION,38,Down,0.000146445260071382,0.0121386848903612
REACTOME_EPHRIN_SIGNALING,13,Down,0.000188104814743469,0.0147711780840661
REACTOME_HDL_REMODELING,4,Up,0.000211802906354585,0.0158004968140521
REACTOME_ONCOGENIC_MAPK_SIGNALING,56,Down,0.000245940817452623,0.0174735095066339
REACTOME_RSK_ACTIVATION,6,Down,0.000330066573161801,0.0213691930504139
REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION,18,Down,0.000334304648355862,0.0213691930504139
REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS,33,Down,0.000363072049130683,0.0213691930504139
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES,105,Down,0.000374186060941293,0.0213691930504139
REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION,18,Down,0.000379633341701679,0.0213691930504139
REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN,19,Down,0.000386707917132156,0.0213691930504139
REACTOME_RHO_GTPASES_ACTIVATE_FORMINS,104,Down,0.00047232699714839,0.0248100305702966
REACTOME_NTRK2_ACTIVATES_RAC1,2,Down,0.00049606690126484,0.0248100305702966
REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,37,Down,0.00049886120449658,0.0248100305702966
REACTOME_MUSCLE_CONTRACTION,67,Down,0.000544320061155175,0.0261975977820491
REACTOME_GPCR_LIGAND_BINDING,110,Down,0.000673721127720896,0.0314122475799868
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,85,Down,0.000755102554230459,0.0332527377366463
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,183,Down,0.000768699181815048,0.0332527377366463
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION,90,Down,0.000780057520631784,0.0332527377366463
REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS,8,Up,0.000805446214913844,0.0333812709069849
REACTOME_NEURONAL_SYSTEM,137,Down,0.00084661480135066,0.0338006597163256
REACTOME_MAP2K_AND_MAPK_ACTIVATION,30,Down,0.000860874711273709,0.0338006597163256
REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING,23,Down,0.000918923047660919,0.035154697105387
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION,45,Down,0.00110556723620228,0.0412376579103451
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT,61,Down,0.00125141960853954,0.0448844699340496
REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION,8,Up,0.00126350384532848,0.0448844699340496
REACTOME_STRIATED_MUSCLE_CONTRACTION,9,Down,0.00139389258110653,0.0478127841829873
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR,39,Down,0.00141002848797014,0.0478127841829873
REACTOME_SIGNALING_BY_INTERLEUKINS,325,Down,0.0014738083928987,0.0488649360489968
REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING,11,Down,0.00163800139873181,0.0525138326894648
REACTOME_REELIN_SIGNALLING_PATHWAY,2,Down,0.00165725826970781,0.0525138326894648
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,9,Up,0.00168945306239565,0.0525138326894648
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING,16,Down,0.00200560134091551,0.0610685142988967
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_PI3K,4,Up,0.00228870314662463,0.0656445101472865
