,NGenes,Direction,PValue,FDR
GO_NADH_DEHYDROGENASE_COMPLEX,42,Down,5.00752396128397e-07,0.00455488214747099
GO_RESPIRATORY_CHAIN_COMPLEX,66,Down,9.09339618181472e-07,0.00455488214747099
GO_RESPIRASOME,78,Down,1.60819471102696e-06,0.00531509879117396
GO_NADH_DEHYDROGENASE_ACTIVITY,37,Down,2.12221952133119e-06,0.00531509879117396
GO_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT,80,Down,9.10571123736232e-06,0.0163218171736039
GO_ELECTRON_TRANSPORT_CHAIN,138,Down,1.11808072337064e-05,0.0163218171736039
GO_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY,57,Down,1.14047434832529e-05,0.0163218171736039
GO_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE,46,Down,1.46622291459181e-05,0.018360776447976
GO_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN,96,Down,1.82404712801292e-05,0.0193113151609211
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_HEME_GROUP_OF_DONORS,18,Down,1.92766172498713e-05,0.0193113151609211
GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY,89,Down,2.89452482339828e-05,0.026361226982549
GO_OXIDATIVE_PHOSPHORYLATION,118,Down,3.84897970956453e-05,0.0321325656086812
GO_PROTON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,85,Down,4.61165292921882e-05,0.0355381069576262
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_QUINONE_OR_SIMILAR_COMPOUND_AS_ACCEPTOR,47,Down,6.28688601388604e-05,0.0449871600622217
GO_NOTOCHORD_DEVELOPMENT,2,Down,8.07115945943356e-05,0.0539045836430702
GO_COMPLEMENT_ACTIVATION,31,Down,0.00010910635499439,0.0648564649142494
GO_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX,116,Down,0.000113765814875358,0.0648564649142494
GO_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_PROTON_TRANSPORTING_DOMAIN,19,Down,0.000116531879462616,0.0648564649142494
GO_PROTON_TRANSMEMBRANE_TRANSPORT,102,Down,0.000142544628561191,0.0751585309961057
GO_OXIDOREDUCTASE_COMPLEX,91,Down,0.000205046681536979,0.101308648270571
GO_AEROBIC_ELECTRON_TRANSPORT_CHAIN,15,Down,0.000212365902743261,0.101308648270571
GO_ELECTRON_TRANSFER_ACTIVITY,80,Down,0.000251088994609782,0.1143367976364
GO_NEURON_REMODELING,7,Down,0.000267322543053776,0.116436401578814
GO_RAGE_RECEPTOR_BINDING,9,Down,0.000423832969745459,0.176914945454584
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H,78,Down,0.000495480850705972,0.196310069243731
GO_AUTOPHAGY_OF_MITOCHONDRION,67,Down,0.000509489099654323,0.196310069243731
GO_CATECHOLAMINE_CATABOLIC_PROCESS,2,Down,0.00056721924799859,0.205118141875198
GO_PRE_SNORNP_COMPLEX,7,Up,0.000573298859303808,0.205118141875198
GO_MITOCHONDRIAL_LARGE_RIBOSOMAL_SUBUNIT,56,Down,0.000663867418659506,0.216169586675794
GO_ANTIOXIDANT_ACTIVITY,49,Down,0.00066657043719786,0.216169586675794
GO_MONOVALENT_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,137,Down,0.000694345469037627,0.216169586675794
GO_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE,34,Down,0.000698575198221081,0.216169586675794
GO_PHOSPHATIDYLCHOLINE_TRANSPORTER_ACTIVITY,7,Down,0.000712077895817648,0.216169586675794
GO_REGULATION_OF_ORGANIC_ACID_TRANSPORT,24,Down,0.000845721430033587,0.246011066741604
GO_DENSE_BODY,3,Up,0.000870963221932702,0.246011066741604
GO_STEROID_HYDROXYLASE_ACTIVITY,7,Down,0.000884048552874601,0.246011066741604
GO_STRUCTURAL_CONSTITUENT_OF_POSTSYNAPTIC_ACTIN_CYTOSKELETON,2,Up,0.000922103393491062,0.249665724216039
GO_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX,40,Down,0.00104088897597132,0.274411204244228
GO_NEGATIVE_REGULATION_OF_STEM_CELL_DIFFERENTIATION,14,Up,0.00106940531186933,0.274700061905305
GO_SMALL_NUCLEOLAR_RIBONUCLEOPROTEIN_COMPLEX_ASSEMBLY,10,Up,0.0011335913322797,0.283907949169452
GO_PHOSPHOLIPID_EFFLUX,6,Down,0.00118190490269278,0.284633614939025
GO_REGULATION_OF_HISTONE_H3_K27_METHYLATION,8,Up,0.0011933132189498,0.284633614939025
GO_RESPIRATORY_CHAIN_COMPLEX_IV,11,Down,0.0013140341268377,0.306139392620003
GO_CELLULAR_RESPONSE_TO_GAMMA_RADIATION,25,Down,0.00146433919459123,0.33340341025943
GO_SCAVENGER_RECEPTOR_ACTIVITY,21,Down,0.00154260540887915,0.343418244136695
GO_MUSCLE_HYPERPLASIA,3,Down,0.00159085862539741,0.346461341505027
GO_ATP_METABOLIC_PROCESS,240,Down,0.00166748277249963,0.353973518859053
GO_MITOTIC_CELL_CYCLE_ARREST,12,Down,0.00169602005442549,0.353973518859053
GO_MITOCHONDRIAL_PROTEIN_COMPLEX,238,Down,0.00178864568136817,0.365686784407068
GO_ACTOMYOSIN,45,Up,0.00187992394086635,0.376661560791983
