,NGenes,Direction,PValue,FDR
HALLMARK_OXIDATIVE_PHOSPHORYLATION,198,Down,0.000137318834015598,0.00686594170077992
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,49,Down,0.00287871722513099,0.0719679306282747
HALLMARK_TNFA_SIGNALING_VIA_NFKB,169,Down,0.0200116935407852,0.291985219735993
HALLMARK_ADIPOGENESIS,167,Down,0.0233588175788794,0.291985219735993
HALLMARK_P53_PATHWAY,159,Down,0.033273121009022,0.33273121009022
HALLMARK_NOTCH_SIGNALING,25,Up,0.0627616753793385,0.491136235767513
HALLMARK_COAGULATION,67,Down,0.0775843122480564,0.491136235767513
HALLMARK_G2M_CHECKPOINT,148,Up,0.0871700545854694,0.491136235767513
HALLMARK_INTERFERON_ALPHA_RESPONSE,93,Up,0.0918288554044275,0.491136235767513
HALLMARK_HYPOXIA,131,Down,0.0982272471535026,0.491136235767513
HALLMARK_INFLAMMATORY_RESPONSE,140,Down,0.110650137414735,0.502955170066975
HALLMARK_UV_RESPONSE_UP,113,Down,0.136164198610722,0.567350827544673
HALLMARK_DNA_REPAIR,142,Down,0.159978704234408,0.579895213159651
HALLMARK_KRAS_SIGNALING_UP,125,Down,0.168186962389199,0.579895213159651
HALLMARK_COMPLEMENT,141,Down,0.173968563947895,0.579895213159651
HALLMARK_CHOLESTEROL_HOMEOSTASIS,61,Up,0.20545404563259,0.617573416217539
HALLMARK_FATTY_ACID_METABOLISM,127,Down,0.218191738755465,0.617573416217539
HALLMARK_IL6_JAK_STAT3_SIGNALING,69,Down,0.230707299867525,0.617573416217539
HALLMARK_ALLOGRAFT_REJECTION,139,Down,0.242853538844971,0.617573416217539
HALLMARK_INTERFERON_GAMMA_RESPONSE,182,Down,0.247029366487016,0.617573416217539
HALLMARK_APOPTOSIS,124,Down,0.284458943246455,0.653161332833724
HALLMARK_WNT_BETA_CATENIN_SIGNALING,27,Up,0.322730809022644,0.653161332833724
HALLMARK_MYC_TARGETS_V2,54,Down,0.32312723551657,0.653161332833724
HALLMARK_HEME_METABOLISM,139,Down,0.329989005518771,0.653161332833724
HALLMARK_BILE_ACID_METABOLISM,71,Down,0.333594027593704,0.653161332833724
HALLMARK_XENOBIOTIC_METABOLISM,128,Down,0.339643893073537,0.653161332833724
HALLMARK_MITOTIC_SPINDLE,168,Up,0.371593546870304,0.68740036565995
HALLMARK_PROTEIN_SECRETION,89,Down,0.384944204769572,0.68740036565995
HALLMARK_HEDGEHOG_SIGNALING,15,Down,0.404781451419013,0.697899054170712
HALLMARK_E2F_TARGETS,158,Down,0.489620928942125,0.76739849178035
HALLMARK_ANDROGEN_RESPONSE,81,Down,0.497191502917231,0.76739849178035
HALLMARK_SPERMATOGENESIS,53,Up,0.497876869994825,0.76739849178035
HALLMARK_ESTROGEN_RESPONSE_LATE,101,Down,0.506483004575031,0.76739849178035
HALLMARK_ANGIOGENESIS,19,Up,0.558946270270302,0.772849553701774
HALLMARK_IL2_STAT5_SIGNALING,146,Down,0.56787965786527,0.772849553701774
HALLMARK_PI3K_AKT_MTOR_SIGNALING,84,Down,0.575905898242892,0.772849553701774
HALLMARK_ESTROGEN_RESPONSE_EARLY,109,Down,0.586461844537092,0.772849553701774
HALLMARK_PEROXISOME,79,Up,0.587365660813348,0.772849553701774
HALLMARK_PANCREAS_BETA_CELLS,11,Up,0.678395475211523,0.832317790515881
HALLMARK_MYC_TARGETS_V1,191,Down,0.703323284613699,0.832317790515881
HALLMARK_GLYCOLYSIS,137,Down,0.704268710997357,0.832317790515881
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,104,Down,0.705683923971351,0.832317790515881
HALLMARK_TGF_BETA_SIGNALING,43,Down,0.727565045742134,0.832317790515881
HALLMARK_KRAS_SIGNALING_DN,46,Up,0.732439655653975,0.832317790515881
HALLMARK_APICAL_SURFACE,17,Down,0.7754487445986,0.842647148016352
HALLMARK_MTORC1_SIGNALING,178,Up,0.785434513699752,0.842647148016352
HALLMARK_MYOGENESIS,83,Up,0.792088319135371,0.842647148016352
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,83,Up,0.887169698349845,0.923587111512666
HALLMARK_UV_RESPONSE_DN,92,Up,0.905115369282413,0.923587111512666
HALLMARK_APICAL_JUNCTION,102,Up,0.989105664201688,0.989105664201688
