Set,N,DE,P.DE,FDR,DEG.GENES
GOMF_TOLL_LIKE_RECEPTOR_4_BINDING,5,1,0.000238004569687922,1,S100A8
GOBP_AUTOCRINE_SIGNALING,7,1,0.00033320639756329,1,S100A8
GOMF_ICOSANOID_BINDING,7,1,0.00033320639756329,1,S100A8
GOBP_SEQUESTERING_OF_METAL_ION,8,1,0.000380807311500364,1,S100A8
GOMF_RAGE_RECEPTOR_BINDING,9,1,0.000428408225437327,1,S100A8
GOBP_LEUKOCYTE_AGGREGATION,12,1,0.000571210967250213,1,S100A8
GOBP_PROTEIN_NITROSYLATION,12,1,0.000571210967250213,1,S100A8
GOMF_LONG_CHAIN_FATTY_ACID_BINDING,12,1,0.000571210967250213,1,S100A8
GOMF_TOLL_LIKE_RECEPTOR_BINDING,14,1,0.000666412795125693,1,S100A8
GOBP_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE,17,1,0.000809215536938357,1,S100A8
GOBP_CHRONIC_INFLAMMATORY_RESPONSE,18,1,0.00085681645087532,1,S100A8
GOBP_INTRACELLULAR_ZINC_ION_HOMEOSTASIS,29,1,0.0013804265041889,1,S100A8
GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,30,1,0.00142802741812642,1,S100A8
GOBP_DEFENSE_RESPONSE_TO_FUNGUS,33,1,0.00157083015993909,1,S100A8
GOMF_FATTY_ACID_BINDING,34,1,0.00161843107387671,1,S100A8
GOBP_ASTROCYTE_DEVELOPMENT,35,1,0.00166603198781456,1,S100A8
GOBP_RESPONSE_TO_ZINC_ION,37,1,0.00176123381568938,1,S100A8
GOBP_PEPTIDYL_CYSTEINE_MODIFICATION,39,1,0.00185643564356419,1,S100A8
GOBP_RESPONSE_TO_FUNGUS,43,1,0.0020468392993146,1,S100A8
GOMF_MONOCARBOXYLIC_ACID_BINDING,54,1,0.00257044935262818,1,S100A8
GOBP_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,57,1,0.00271325209444018,1,S100A8
GOMF_CALCIUM_DEPENDENT_PROTEIN_BINDING,60,1,0.0028560548362534,1,S100A8
GOBP_ASTROCYTE_DIFFERENTIATION,64,1,0.00304645849200302,1,S100A8
GOBP_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS,67,1,0.0031892612338158,1,S100A8
GOBP_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,73,1,0.00347486671744102,1,S100A8
GOBP_NEUTROPHIL_CHEMOTAXIS,76,1,0.00361766945925413,1,S100A8
GOBP_POSITIVE_REGULATION_OF_PEPTIDE_SECRETION,80,1,0.00380807311500431,1,S100A8
GOBP_RESPONSE_TO_ETHANOL,90,1,0.00428408225437926,1,S100A8
GOBP_NEUTROPHIL_MIGRATION,93,1,0.00442688499619204,1,S100A8
GOCC_INTERMEDIATE_FILAMENT_CYTOSKELETON,94,1,0.00447448591012944,1,S100A8
GOBP_GLIAL_CELL_DEVELOPMENT,109,1,0.00518849961919277,1,S100A8
GOBP_GRANULOCYTE_CHEMOTAXIS,109,1,0.00518849961919277,1,S100A8
GOBP_POSITIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY,114,1,0.00542650418888047,1,S100A8
GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,123,1,0.00585491241431868,1,S100A8
GOBP_POSITIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,126,1,0.00599771515613101,1,S100A8
GOBP_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY,127,1,0.00604531607006809,1,S100A8
GOBP_POSITIVE_REGULATION_OF_CELL_GROWTH,128,1,0.00609291698400605,1,S100A8
GOBP_GRANULOCYTE_MIGRATION,129,1,0.00614051789794368,1,S100A8
GOMF_ORGANIC_ACID_BINDING,138,1,0.00656892612338156,1,S100A8
GOBP_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS,140,1,0.00666412795125704,1,S100A8
GOBP_REGULATION_OF_PEPTIDE_TRANSPORT,145,1,0.00690213252094407,1,S100A8
GOBP_POSITIVE_REGULATION_OF_PEPTIDASE_ACTIVITY,146,1,0.00694973343488192,1,S100A8
GOBP_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,157,1,0.00747334348819551,1,S100A8
GOBP_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY,161,1,0.00766374714394469,1,S100A8
GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,162,1,0.00771134805788232,1,S100A8
GOBP_POSITIVE_REGULATION_OF_GROWTH,185,1,0.00880616907844678,1,S100A8
GOBP_MAINTENANCE_OF_LOCATION_IN_CELL,186,1,0.00885376999238352,1,S100A8
GOBP_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,191,1,0.00909177456207155,1,S100A8
GOBP_PEPTIDE_TRANSPORT,193,1,0.00918697638994626,1,S100A8
GOBP_GLIAL_CELL_DIFFERENTIATION,198,1,0.0094249809596344,1,S100A8
