Set,N,DE,P.DE,FDR,DEG.GENES
REACTOME_RESPONSE_OF_EIF2AK1_HRI_TO_HEME_DEFICIENCY,15,1,0.00420332310940985,1,CEBPB
REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,26,1,0.00727676731658333,1,CEBPB
REACTOME_RMTS_METHYLATE_HISTONE_ARGININES,29,1,0.00811366091166876,1,PRMT7
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS,29,1,0.00811366091166876,1,CEBPB
REACTOME_PERK_REGULATES_GENE_EXPRESSION,31,1,0.0086712763379535,1,CEBPB
REACTOME_NUCLEAR_EVENTS_STIMULATED_BY_ALK_SIGNALING_IN_CANCER,33,1,0.00922864095329978,1,CEBPB
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS,34,1,0.00950722923331504,1,RGS16
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX,38,1,0.0106209557490758,1,CEBPB
REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP,50,1,0.0139561256448012,1,CEBPB
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION,73,1,0.0203233931373898,1,CEBPB
REACTOME_SIGNALING_BY_ALK_IN_CANCER,87,1,0.0241829877792591,1,CEBPB
REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR,90,1,0.0250084589296175,1,CEBPB
REACTOME_ADIPOGENESIS,92,1,0.0255584626090043,1,CEBPB
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,99,1,0.0274815211592632,1,CEBPB
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS,118,1,0.0326859512988605,1,RGS16
REACTOME_CELLULAR_SENESCENCE,127,1,0.0351434181291681,1,CEBPB
REACTOME_CELLULAR_RESPONSE_TO_STARVATION,149,1,0.0411295375225009,1,CEBPB
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,171,1,0.0470859089326353,1,RGS16
REACTOME_CHROMATIN_MODIFYING_ENZYMES,197,1,0.0540870559713366,1,PRMT7
REACTOME_SIGNALING_BY_GPCR,383,1,0.102981095677276,1,RGS16
REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS,406,1,0.108883866113343,1,CEBPB
REACTOME_CELLULAR_RESPONSES_TO_STIMULI,687,1,0.178524986213276,1,CEBPB
REACTOME_DEVELOPMENTAL_BIOLOGY,853,1,0.217572872623521,1,CEBPB
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION,1175,1,0.289080774161019,1,CEBPB
REACTOME_2_LTR_CIRCLE_FORMATION,7,0,1,1,""
REACTOME_ABACAVIR_ADME,5,0,1,1,""
REACTOME_ABACAVIR_TRANSMEMBRANE_TRANSPORT,3,0,1,1,""
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT,93,0,1,1,""
REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS,15,0,1,1,""
REACTOME_ABC_TRANSPORTER_DISORDERS,72,0,1,1,""
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS,20,0,1,1,""
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS,17,0,1,1,""
REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT,23,0,1,1,""
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS,4,0,1,1,""
REACTOME_ACETYLCHOLINE_INHIBITS_CONTRACTION_OF_OUTER_HAIR_CELLS,2,0,1,1,""
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE,8,0,1,1,""
REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION,9,0,1,1,""
REACTOME_ACROSOME_REACTION_AND_SPERM_OOCYTE_MEMBRANE_BINDING,2,0,1,1,""
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS,28,0,1,1,""
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_CDK5,5,0,1,1,""
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FRS2_AND_FRS3,9,0,1,1,""
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FYN,5,0,1,1,""
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_PI3K,5,0,1,1,""
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_RAS,7,0,1,1,""
REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_PI3K,4,0,1,1,""
REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_RAS,6,0,1,1,""
REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3,5,0,1,1,""
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION,23,0,1,1,""
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS,17,0,1,1,""
REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS,53,0,1,1,""
