Set,N,DE,P.DE,FDR,DEG.GENES,k,n,GR
REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR,12,1,0.00336379133115561,1,CTSB,1,5,0.2
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,34,1,0.00950722923331504,1,CTSB,1,5,0.2
REACTOME_COLLAGEN_DEGRADATION,34,1,0.00950722923331504,1,CTSB,1,5,0.2
REACTOME_ADAPTIVE_IMMUNE_SYSTEM,678,2,0.0133965403941442,1,"CTSB,REL",2,5,0.4
REACTOME_COLLAGEN_FORMATION,50,1,0.0139561256448012,1,CTSB,1,5,0.2
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,79,1,0.0219789976705095,1,CTSB,1,5,0.2
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,80,1,0.0222547140108144,1,REL,1,5,0.2
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,104,1,0.0288532746152227,1,CTSB,1,5,0.2
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR,113,1,0.0313185298960476,1,REL,1,5,0.2
REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,152,1,0.0419435191976449,1,CTSB,1,5,0.2
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,179,1,0.0492445083336086,1,CTSB,1,5,0.2
REACTOME_NEUTROPHIL_DEGRANULATION,396,1,0.106321274662609,1,CTSB,1,5,0.2
REACTOME_INNATE_IMMUNE_SYSTEM,831,1,0.212484985746845,1,CTSB,1,5,0.2
REACTOME_2_LTR_CIRCLE_FORMATION,7,0,1,1,"",0,5,0
REACTOME_ABACAVIR_ADME,5,0,1,1,"",0,5,0
REACTOME_ABACAVIR_TRANSMEMBRANE_TRANSPORT,3,0,1,1,"",0,5,0
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT,93,0,1,1,"",0,5,0
REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS,15,0,1,1,"",0,5,0
REACTOME_ABC_TRANSPORTER_DISORDERS,72,0,1,1,"",0,5,0
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS,20,0,1,1,"",0,5,0
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS,17,0,1,1,"",0,5,0
REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT,23,0,1,1,"",0,5,0
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS,4,0,1,1,"",0,5,0
REACTOME_ACETYLCHOLINE_INHIBITS_CONTRACTION_OF_OUTER_HAIR_CELLS,2,0,1,1,"",0,5,0
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE,8,0,1,1,"",0,5,0
REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION,9,0,1,1,"",0,5,0
REACTOME_ACROSOME_REACTION_AND_SPERM_OOCYTE_MEMBRANE_BINDING,2,0,1,1,"",0,5,0
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS,28,0,1,1,"",0,5,0
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_CDK5,5,0,1,1,"",0,5,0
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FRS2_AND_FRS3,9,0,1,1,"",0,5,0
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FYN,5,0,1,1,"",0,5,0
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_PI3K,5,0,1,1,"",0,5,0
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_RAS,7,0,1,1,"",0,5,0
REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_PI3K,4,0,1,1,"",0,5,0
REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_RAS,6,0,1,1,"",0,5,0
REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3,5,0,1,1,"",0,5,0
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION,23,0,1,1,"",0,5,0
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS,17,0,1,1,"",0,5,0
REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS,53,0,1,1,"",0,5,0
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS,37,0,1,1,"",0,5,0
REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA,15,0,1,1,"",0,5,0
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS,30,0,1,1,"",0,5,0
REACTOME_ACTIVATION_OF_C3_AND_C5,4,0,1,1,"",0,5,0
REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE,6,0,1,1,"",0,5,0
REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP,42,0,1,1,"",0,5,0
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_IKBKE,16,0,1,1,"",0,5,0
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING,22,0,1,1,"",0,5,0
REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES,18,0,1,1,"",0,5,0
REACTOME_ACTIVATION_OF_NIMA_KINASES_NEK9_NEK6_NEK7,7,0,1,1,"",0,5,0
REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS,66,0,1,1,"",0,5,0
