Set,N,DE,P.DE,FDR,DEG.GENES
HP_DEVELOPMENTAL_CATARACT,106,2,0.000346632332917916,1,"MSMO1,FBLN5"
GOCC_ELASTIC_FIBER,2,1,0.00056126170572679,1,FBLN5
GOBP_REGULATION_OF_REMOVAL_OF_SUPEROXIDE_RADICALS,4,1,0.00112227137139909,1,FBLN5
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_ANOTHER_COMPOUND_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN,4,1,0.00112227137139909,1,MSMO1
HP_SMALL_BOWEL_DIVERTICULA,4,1,0.00112227137139909,1,FBLN5
GOBP_NEGATIVE_REGULATION_OF_MICROGLIAL_CELL_ACTIVATION,5,1,0.00140268171574443,1,CST7
GOMF_EXTRACELLULAR_MATRIX_CONSTITUENT_CONFERRING_ELASTICITY,5,1,0.00140268171574443,1,FBLN5
HP_INCREASED_NUMBER_OF_SKIN_FOLDS,5,1,0.00140268171574443,1,FBLN5
HP_MULTIPLE_BLADDER_DIVERTICULA,5,1,0.00140268171574443,1,FBLN5
GOBP_ELASTIC_FIBER_ASSEMBLY,6,1,0.00168302908191098,1,FBLN5
HP_DERMATOCHALASIS,6,1,0.00168302908191098,1,FBLN5
HP_URETHRAL_DIVERTICULUM,6,1,0.00168302908191098,1,FBLN5
HP_OCULAR_ANTERIOR_SEGMENT_DYSGENESIS,246,2,0.0018476290696341,1,"MSMO1,FBLN5"
GOBP_REGULATION_OF_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES,7,1,0.00196331348050671,1,FBLN5
GOBP_ZYMOGEN_INHIBITION,7,1,0.00196331348050671,1,CST7
GOMF_STRUCTURAL_MOLECULE_ACTIVITY_CONFERRING_ELASTICITY,7,1,0.00196331348050671,1,FBLN5
HP_DECREASED_PATELLAR_REFLEX,7,1,0.00196331348050671,1,FBLN5
HP_FRAGMENTED_ELASTIC_FIBERS_IN_THE_DERMIS,7,1,0.00196331348050671,1,FBLN5
GOBP_NEGATIVE_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE,8,1,0.00224353492213936,1,CST7
HP_DECREASED_LDL_CHOLESTEROL_CONCENTRATION,8,1,0.00224353492213936,1,MSMO1
GOBP_NEGATIVE_REGULATION_OF_MACROPHAGE_ACTIVATION,9,1,0.00252369341741565,1,CST7
HP_ABSENT_PATELLAR_REFLEXES,9,1,0.00252369341741565,1,FBLN5
HP_DILATATION_OF_THE_VENTRICULAR_CAVITY,9,1,0.00252369341741565,1,FBLN5
HP_TALIPES_CALCANEOVALGUS,9,1,0.00252369341741565,1,FBLN5
HP_RECURRENT_ACUTE_RESPIRATORY_TRACT_INFECTION,10,1,0.00280378897694233,1,FBLN5
HP_SMALL_FORAMEN_MAGNUM,10,1,0.00280378897694233,1,FBLN5
GOBP_REGULATION_OF_MICROGLIAL_CELL_ACTIVATION,13,1,0.0036436981470489,1,CST7
HP_CHOROIDAL_NEOVASCULARIZATION,13,1,0.0036436981470489,1,FBLN5
GOBP_POSITIVE_REGULATION_OF_MYELINATION,14,1,0.00392354206960011,1,CST7
GOMF_CYSTEINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY,15,1,0.00420332310940985,1,CST7
HP_HYPOCHOLESTEROLEMIA,15,1,0.00420332310940985,1,MSMO1
HP_ABNORMAL_FORAMEN_MAGNUM_MORPHOLOGY,16,1,0.00448304127707566,1,FBLN5
HP_DRUSEN,16,1,0.00448304127707566,1,FBLN5
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_RADICAL,17,1,0.00476269658319528,1,FBLN5
HP_PYELONEPHRITIS,17,1,0.00476269658319528,1,FBLN5
HP_ABNORMAL_MORPHOLOGY_OF_THE_CHOROIDAL_VASCULATURE,18,1,0.00504228903836357,1,FBLN5
HP_DERMAL_TRANSLUCENCY,18,1,0.00504228903836357,1,FBLN5
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_OXIDATIVE_STRESS,19,1,0.0053218186531746,1,FBLN5
GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_PROCESS,20,1,0.00560128543822414,1,CST7
HP_ASCENDING_TUBULAR_AORTA_ANEURYSM,20,1,0.00560128543822414,1,FBLN5
HP_JOINT_SUBLUXATION,20,1,0.00560128543822414,1,FBLN5
GOBP_REGULATION_OF_SUPEROXIDE_METABOLIC_PROCESS,21,1,0.0058806894041028,1,FBLN5
GOBP_RESPONSE_TO_OXYGEN_RADICAL,21,1,0.0058806894041028,1,FBLN5
HP_VASCULAR_TORTUOSITY,22,1,0.00616003056140213,1,FBLN5
GOBP_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE,23,1,0.00643930892071121,1,CST7
HP_SUPRAVALVULAR_AORTIC_STENOSIS,23,1,0.00643930892071121,1,FBLN5
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MATURATION,25,1,0.00699767728771528,1,CST7
HP_DECREASED_CIRCULATING_VITAMIN_D_CONCENTRATION,25,1,0.00699767728771528,1,FBLN5
HP_HYPOREFLEXIA_OF_LOWER_LIMBS,25,1,0.00699767728771528,1,FBLN5
HP_BLADDER_DIVERTICULUM,26,1,0.00727676731658333,1,FBLN5
