Set,N,DE,P.DE,FDR,DEG.GENES
WP_EBOLA_VIRUS_INFECTION_IN_HOST,116,2,0.000414992841979368,0.344029066000896,"CTSB,REL"
WP_NANOMATERIALINDUCED_INFLAMMASOME_ACTIVATION,4,1,0.00112227137139909,0.465181483444921,CTSB
WP_CANONICAL_NFKB_PATHWAY,8,1,0.00224353492213936,0.619963483484509,REL
WP_LDL_INFLUENCE_ON_CD14_AND_TLR4,18,1,0.00504228903836357,0.624030058791427,REL
WP_STING_PATHWAY_IN_KAWASAKILIKE_DISEASE_AND_COVID19,18,1,0.00504228903836357,0.624030058791427,REL
WP_NEOVASCULARIZATION_PROCESSES,29,1,0.00811366091166876,0.624030058791427,REL
WP_TOLLLIKE_RECEPTOR_SIGNALING_RELATED_TO_MYD88,29,1,0.00811366091166876,0.624030058791427,REL
WP_PHOTODYNAMIC_THERAPYINDUCED_NFKB_SURVIVAL_SIGNALING,30,1,0.00839249998146874,0.624030058791427,REL
WP_GPCRS_OTHER,34,1,0.00950722923331504,0.624030058791427,ADGRG1
WP_8P231_COPY_NUMBER_VARIATION_SYNDROME,35,1,0.00978575484232636,0.624030058791427,CTSB
WP_CATABOLISM_OF_SKELETAL_MUSCLE_IN_CACHEXIA,35,1,0.00978575484232636,0.624030058791427,REL
WP_FIBRIN_COMPLEMENT_RECEPTOR_3_SIGNALING,35,1,0.00978575484232636,0.624030058791427,REL
WP_MIRNA_ROLE_IN_IMMUNE_RESPONSE_IN_SEPSIS,35,1,0.00978575484232636,0.624030058791427,REL
WP_NRP1TRIGGERED_SIGNALING_IN_PANCREATIC_CANCER,44,1,0.0122896668726405,0.72772384552993,REL
WP_IL1_SIGNALING,52,1,0.0145111117739208,0.780599248445837,REL
WP_INTERFERON_TYPE_I_SIGNALING,54,1,0.0150658479796543,0.780599248445837,REL
WP_MODULATORS_OF_TCR_SIGNALING_AND_T_CELL_ACTIVATION,61,1,0.0170054577716804,0.785146341599102,REL
WP_16P112_PROXIMAL_DELETION_SYNDROME,66,1,0.0183890215490781,0.785146341599102,REL
WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,67,1,0.018665547262766,0.785146341599102,REL
WP_HEAD_AND_NECK_SQUAMOUS_CELL_CARCINOMA,68,1,0.0189420106537781,0.785146341599102,REL
WP_LEPTIN_SIGNALING,73,1,0.0203233931373898,0.802290138614104,REL
WP_TCELL_RECEPTOR_SIGNALING,87,1,0.0241829877792591,0.891476466721448,REL
WP_TNFALPHA_SIGNALING,89,1,0.0247333639741777,0.891476466721448,REL
WP_B_CELL_RECEPTOR_SIGNALING,95,1,0.0263830027069529,0.911312885169332,REL
WP_RAS_SIGNALING,144,1,0.039771672003491,1,REL
WP_NETWORK_MAP_OF_SARSCOV2_SIGNALING,168,1,0.0462754240930449,1,CTSB
WP_IL18_SIGNALING,207,1,0.0567688215105978,1,REL
WP_10Q1121Q1123_COPY_NUMBER_VARIATION_SYNDROME,44,0,1,1,""
WP_10Q22Q23_COPY_NUMBER_VARIATION,44,0,1,1,""
WP_11P112_COPY_NUMBER_VARIATION_SYNDROME,46,0,1,1,""
WP_13Q1212_COPY_NUMBER_VARIATION,21,0,1,1,""
WP_15Q112_COPY_NUMBER_VARIATION_SYNDROME,9,0,1,1,""
WP_15Q11Q13_COPY_NUMBER_VARIATION,43,0,1,1,""
WP_15Q133_COPY_NUMBER_VARIATION_SYNDROME,15,0,1,1,""
WP_15Q25_COPY_NUMBER_VARIATION,34,0,1,1,""
WP_16P112_DISTAL_DELETION_SYNDROME,27,0,1,1,""
WP_17P133_YWHAE_COPY_NUMBER_VARIATION,18,0,1,1,""
WP_17Q12_COPY_NUMBER_VARIATION_SYNDROME,63,0,1,1,""
WP_1P36_COPY_NUMBER_VARIATION_SYNDROME,91,0,1,1,""
WP_1Q211_COPY_NUMBER_VARIATION_SYNDROME,18,0,1,1,""
WP_22Q112_COPY_NUMBER_VARIATION_SYNDROME,88,0,1,1,""
WP_2Q112_COPY_NUMBER_VARIATION_SYNDROME,30,0,1,1,""
WP_2Q13_COPY_NUMBER_VARIATION_SYNDROME,46,0,1,1,""
WP_2Q211_COPY_NUMBER_VARIATION_SYNDROME,11,0,1,1,""
WP_2Q37_COPY_NUMBER_VARIATION_SYNDROME,97,0,1,1,""
WP_3Q29_COPY_NUMBER_VARIATION_SYNDROME,59,0,1,1,""
WP_4HYDROXYTAMOXIFEN_DEXAMETHASONE_AND_RETINOIC_ACIDS_REGULATION_OF_P27_EXPRESSION,25,0,1,1,""
WP_4P163_COPY_NUMBER_VARIATION,27,0,1,1,""
WP_5Q35_COPY_NUMBER_VARIATION,86,0,1,1,""
WP_6Q16_COPY_NUMBER_VARIATION,6,0,1,1,""
