Set,N,DE,P.DE,FDR,DEG.GENES,k,n,GR
REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,20,1,0.00560128543822414,1,FBLN5,1,5,0.2
REACTOME_ELASTIC_FIBRE_FORMATION,25,1,0.00699767728771528,1,FBLN5,1,5,0.2
REACTOME_CHOLESTEROL_BIOSYNTHESIS,27,1,0.0075557945898086,1,MSMO1,1,5,0.2
REACTOME_COMPLEX_IV_ASSEMBLY,42,1,0.0117336802053989,1,CMC1,1,5,0.2
REACTOME_METABOLISM_OF_STEROIDS,118,1,0.0326859512988605,1,MSMO1,1,5,0.2
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,141,1,0.0389562145963926,1,CMC1,1,5,0.2
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,179,1,0.0492445083336086,1,FBLN5,1,5,0.2
REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,234,1,0.0639792185856701,1,CMC1,1,5,0.2
REACTOME_METABOLISM_OF_LIPIDS,600,1,0.157446467506518,1,MSMO1,1,5,0.2
REACTOME_2_LTR_CIRCLE_FORMATION,7,0,1,1,"",0,5,0
REACTOME_ABACAVIR_ADME,5,0,1,1,"",0,5,0
REACTOME_ABACAVIR_TRANSMEMBRANE_TRANSPORT,3,0,1,1,"",0,5,0
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT,93,0,1,1,"",0,5,0
REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS,15,0,1,1,"",0,5,0
REACTOME_ABC_TRANSPORTER_DISORDERS,72,0,1,1,"",0,5,0
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS,20,0,1,1,"",0,5,0
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS,17,0,1,1,"",0,5,0
REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT,23,0,1,1,"",0,5,0
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS,4,0,1,1,"",0,5,0
REACTOME_ACETYLCHOLINE_INHIBITS_CONTRACTION_OF_OUTER_HAIR_CELLS,2,0,1,1,"",0,5,0
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE,8,0,1,1,"",0,5,0
REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION,9,0,1,1,"",0,5,0
REACTOME_ACROSOME_REACTION_AND_SPERM_OOCYTE_MEMBRANE_BINDING,2,0,1,1,"",0,5,0
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS,28,0,1,1,"",0,5,0
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_CDK5,5,0,1,1,"",0,5,0
