,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_VLDL_ASSEMBLY,5,Up,2.10775941118761e-23,3.22697965852824e-20
2,REACTOME_VLDL_CLEARANCE,6,Up,1.44499478829688e-19,1.10614351044126e-16
3,REACTOME_CHYLOMICRON_CLEARANCE,5,Up,2.05737707929645e-14,1.04994810280096e-11
4,REACTOME_FIBRONECTIN_MATRIX_FORMATION,6,Up,6.44811620174569e-12,2.46801647621816e-09
5,REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS,14,Up,8.88642638606766e-11,2.72102375941392e-08
6,REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION,10,Up,2.0027864726038e-10,5.11044348259404e-08
7,REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE,32,Up,2.7186233729446e-10,5.94601769139741e-08
8,REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,12,Up,2.56484643737743e-06,3.92677989562485e-04
9,REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,12,Up,2.56484643737743e-06,3.92677989562485e-04
10,REACTOME_METABOLISM_OF_COFACTORS,19,Up,1.02592430205003e-05,0.00142790009676236
11,REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,6,Up,2.00965146046231e-05,0.00256398032163983
12,REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY,15,Up,6.50220458836331e-05,0.0076575963267571
13,REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,33,Up,1.07376099098347e-04,0.0117423434085407
14,REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_LIPOGENESIS,9,Up,3.44378547646202e-04,0.0351495704297557
15,REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING,44,Up,5.35845027911713e-04,0.051273671108302
16,REACTOME_INTEGRIN_SIGNALING,23,Up,0.0013043724330754,0.117470246766967
17,REACTOME_SYNDECAN_INTERACTIONS,25,Up,0.00225457862675249,0.191764437642114
18,REACTOME_MET_ACTIVATES_PTK2_SIGNALING,26,Up,0.00287254840499402,0.231466926739255
19,REACTOME_NUCLEAR_SIGNALING_BY_ERBB4,27,Up,0.00325377292093113,0.249076317097278
20,REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,12,Up,0.0035915045098479,0.26183778117034
21,REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING,29,Up,0.00455521254896573,0.317001382384842
22,REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION,29,Up,0.00537726117149551,0.357938558850419
23,REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,30,Up,0.00644582592215844,0.411189978617691
24,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS,31,Up,0.00701329774149708,0.424779796369291
25,REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,91,Up,0.0101742303260482,0.576916541821474
26,REACTOME_ELASTIC_FIBRE_FORMATION,36,Up,0.0154887047567789,0.834284774797556
27,REACTOME_IRON_UPTAKE_AND_TRANSPORT,54,Up,0.0171464641741495,0.834284774797556
28,REACTOME_MAP2K_AND_MAPK_ACTIVATION,37,Up,0.0174376961420782,0.834284774797556
29,REACTOME_MET_PROMOTES_CELL_MOTILITY,37,Up,0.0174376961420782,0.834284774797556
30,REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS,55,Up,0.0186302057126662,0.86432863473006
31,REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX,36,Up,0.0196506024099216,0.884855067340881
32,REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS,39,Up,0.0217031289576832,0.949356869548941
33,REACTOME_SIGNALING_BY_ERBB4,46,Up,0.0380724613964291,0.990023961297708
34,REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING,70,Up,0.0482689114812507,0.990023961297708
