,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_CHYLOMICRON_ASSEMBLY,7,Up,0,0
2,REACTOME_CHYLOMICRON_REMODELING,5,Up,0,0
3,REACTOME_HDL_REMODELING,8,Up,0,0
4,REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES,14,Up,7.53151810348702e-212,2.88268855410966e-209
5,REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY,15,Up,1.09961162387613e-195,3.3670107923087e-193
6,REACTOME_PLASMA_LIPOPROTEIN_REMODELING,22,Up,4.37138669043843e-125,1.11543217051021e-122
7,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,35,Up,3.56304652723722e-71,7.79289176171455e-69
8,REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX,36,Up,1.01979957333417e-68,1.95164143346826e-66
9,REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING,44,Up,2.5003203378087e-53,4.25332270798347e-51
10,REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE,59,Up,2.03020604562642e-36,3.10824545585405e-34
11,REACTOME_VISUAL_PHOTOTRANSDUCTION,70,Up,5.40755525555724e-29,7.52633372387104e-27
12,REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,6,Up,2.22131554034804e-10,2.83402841022737e-08
13,REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,171,Up,1.87779897125241e-08,2.2114694038365e-06
14,REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS,218,Up,4.49415714141677e-06,4.91468184536363e-04
15,REACTOME_MODULATION_BY_MTB_OF_HOST_IMMUNE_SYSTEM,7,Up,9.40801835914344e-06,9.60245073856574e-04
16,REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS,5,Up,1.11542795093225e-05,0.0010673251205483
17,REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,12,Up,1.38988392239678e-05,0.00125171310893498
18,REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,275,Up,1.7540608922609e-04,0.0149192623669524
19,REACTOME_SYNTHESIS_OF_LIPOXINS_LX,5,Up,6.01080118726735e-04,0.0484344032510859
20,REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS,7,Up,0.00417774778158287,0.319806592680169
21,REACTOME_SIGNALING_BY_ACTIVIN,13,Up,0.00923822364066184,0.642896381538785
22,REACTOME_COMPLEMENT_CASCADE,37,Up,0.0278603652747859,0.992645519523595
23,REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS,27,Up,0.0420586289253466,0.992645519523595
24,REACTOME_BIOSYNTHESIS_OF_SPECIALIZED_PRORESOLVING_MEDIATORS_SPMS,14,Up,0.0520185277201483,0.992645519523595
25,REACTOME_SIGNALING_BY_GPCR,574,Up,0.055285346311901,0.992645519523595
