,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,51,Up,0,0
2,REACTOME_INTERFERON_SIGNALING,166,Up,3.01328943490726e-110,2.30667306242151e-107
3,REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES,80,Up,3.59008649614112e-75,1.83214080853069e-72
4,REACTOME_OAS_ANTIVIRAL_RESPONSE,8,Up,3.92876399965466e-52,1.50373442086782e-49
5,REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING,33,Up,6.862883439112e-36,2.10141490905609e-33
6,REACTOME_INTERFERON_GAMMA_SIGNALING,71,Up,4.02579714369776e-19,1.02724923783354e-16
7,REACTOME_PYRIMIDINE_CATABOLISM,9,Up,2.62499133421268e-18,5.74123104668516e-16
8,REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA,65,Up,2.60218769873557e-17,4.97993670845521e-15
9,REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS,32,Up,2.08904253834925e-12,3.55369347356967e-10
10,REACTOME_REGULATION_OF_IFNA_SIGNALING,14,Up,2.23926474168865e-11,3.42831431952533e-09
11,REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS,41,Up,2.27589235598595e-10,3.09471992109142e-08
12,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,741,Up,2.42564592116898e-10,3.09471992109142e-08
13,REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE,39,Up,7.58270829077907e-10,8.93009722552519e-08
14,REACTOME_TRAIL_SIGNALING,8,Up,3.34775009166692e-09,3.66100385024433e-07
15,REACTOME_DNA_DAMAGE_BYPASS,48,Up,1.04284413701361e-07,1.06439624917856e-05
16,REACTOME_SUPPRESSION_OF_APOPTOSIS,7,Up,2.8416582421331e-07,2.71911173044111e-05
17,REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY,13,Up,3.68145312510399e-07,3.31547337325541e-05
18,REACTOME_REGULATION_BY_C_FLIP,11,Up,8.29382470659102e-07,7.05435868099492e-05
19,REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION,16,Up,7.23890349363475e-06,5.83303223618674e-04
20,REACTOME_NICOTINAMIDE_SALVAGING,18,Up,1.01821379860889e-05,7.79442662835102e-04
21,REACTOME_NUCLEOBASE_CATABOLISM,29,Up,1.76587973228938e-05,0.00128741041435002
22,REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND,16,Up,8.30032859208248e-05,0.00577627412476285
23,REACTOME_INTERLEUKIN_9_SIGNALING,8,Up,1.16381079270148e-04,0.00774693184185205
24,REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING,21,Up,1.32738542785964e-04,0.00842943999098582
25,REACTOME_INTERLEUKIN_10_SIGNALING,45,Up,1.37645982870441e-04,0.00842943999098582
26,REACTOME_NF_KB_ACTIVATION_THROUGH_FADD_RIP_1_PATHWAY_MEDIATED_BY_CASPASE_8_AND_10,11,Up,1.82580411014168e-04,0.0107511772793343
27,REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS,20,Up,6.31513839174291e-04,0.0358091736213274
