,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_VLDL_ASSEMBLY,5,Up,5.56525203067249e-74,8.52040085895958e-71
2,REACTOME_VLDL_CLEARANCE,6,Up,2.68165284821352e-61,2.05280525530745e-58
3,REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS,14,Up,2.90897991900666e-44,1.4845494186664e-41
4,REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_LIPOGENESIS,9,Up,1.62666954119613e-43,6.22607766892818e-41
5,REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY,15,Up,1.21612373143744e-39,3.1031423880512e-37
6,REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING,44,Up,1.84842608739052e-36,4.0427719139927e-34
7,REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE,32,Up,5.02940582646903e-22,7.70002032032409e-20
8,REACTOME_TRIGLYCERIDE_CATABOLISM,17,Up,1.0246152932923e-20,1.42607819457319e-18
9,REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,33,Up,1.65809198523599e-18,2.11544902449692e-16
10,REACTOME_METALLOTHIONEINS_BIND_METALS,9,Up,7.01544192287507e-17,8.2620319876321e-15
11,REACTOME_CHYLOMICRON_CLEARANCE,5,Up,8.20141764899853e-17,8.96883601472625e-15
12,REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX,36,Up,4.60540094851567e-16,4.70057923478499e-14
13,REACTOME_ALTERNATIVE_COMPLEMENT_ACTIVATION,5,Up,1.77721108553655e-15,1.70056885747278e-13
14,REACTOME_RESPONSE_TO_METAL_IONS,11,Up,7.30065805296289e-14,5.32252737099342e-12
15,REACTOME_TRIGLYCERIDE_METABOLISM,26,Up,3.44929603607338e-13,2.40039646874016e-11
16,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,34,Up,1.36398020480648e-10,7.45804890556685e-09
17,REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE,59,Up,1.2188099364202e-09,6.2199933755311e-08
18,REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP,42,Up,1.96198049629249e-08,8.37879196034049e-07
19,REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,12,Up,6.44896366699689e-07,2.14638334221136e-05
20,REACTOME_HDL_ASSEMBLY,7,Up,2.30908431861519e-06,6.79847709961511e-05
21,REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF,55,Up,2.56005247044749e-06,7.25822283750946e-05
22,REACTOME_RETINOID_CYCLE_DISEASE_EVENTS,7,Up,2.64171855172199e-06,7.35358382306611e-05
23,REACTOME_HEME_DEGRADATION,9,Up,2.73257762386414e-05,6.85832187235409e-04
