,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,51,Up,2.42608718097284e-45,3.71433947406942e-42
2,REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,6,Up,7.84398792525933e-09,2.40182910271441e-06
3,REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS,5,Up,1.18242020296789e-08,3.0171422179064e-06
4,REACTOME_INTERFERON_SIGNALING,166,Up,2.47068920853474e-08,5.40375025466669e-06
5,REACTOME_MODULATION_BY_MTB_OF_HOST_IMMUNE_SYSTEM,7,Up,4.57170987680608e-06,8.74910977673764e-04
6,REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,12,Up,7.74711124676168e-05,0.010782570289811
7,REACTOME_SIGNALING_BY_ACTIVIN,13,Up,7.09715676462636e-04,0.0835826692818688
8,REACTOME_SYNTHESIS_OF_LIPOXINS_LX,5,Up,0.0350810916597,0.992352228433368
9,REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS,27,Up,0.0352032731069852,0.992352228433368
10,REACTOME_COMPLEMENT_CASCADE,37,Up,0.0456784670800177,0.992352228433368
11,REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS,7,Up,0.0789757758152369,0.992352228433368
12,REACTOME_PEPTIDE_HORMONE_METABOLISM,59,Up,0.125002541068412,0.992352228433368
13,REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES,48,Up,0.150542731972688,0.992352228433368
14,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,741,Up,0.155478781180285,0.992352228433368
15,REACTOME_GLUCONEOGENESIS,26,Up,0.222940759136091,0.992352228433368
16,REACTOME_BIOSYNTHESIS_OF_SPECIALIZED_PRORESOLVING_MEDIATORS_SPMS,14,Up,0.236008808880581,0.992352228433368
17,REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX,16,Up,0.273939872628599,0.992352228433368
18,REACTOME_SIGNALING_BY_TGF_BETA_FAMILY_MEMBERS,95,Up,0.372332238329457,0.992352228433368
19,REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,91,Up,0.375500206096482,0.992352228433368
20,REACTOME_SHC_RELATED_EVENTS_TRIGGERED_BY_IGF1R,8,Up,0.440053230385833,0.992352228433368
21,REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN,12,Up,0.543424320900873,0.992352228433368
22,REACTOME_ARACHIDONIC_ACID_METABOLISM,43,Up,0.571893790151212,0.992352228433368
23,REACTOME_GLUCOSE_METABOLISM,81,Up,0.596539390105556,0.992352228433368
24,REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS,70,Up,0.73234494666183,0.992352228433368
25,REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R,38,Up,0.787030786439139,0.992352228433368
26,REACTOME_NEUTROPHIL_DEGRANULATION,443,Up,0.801141534313581,0.992352228433368
27,REACTOME_INNATE_IMMUNE_SYSTEM,901,Up,0.808360762806538,0.992352228433368
28,REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,345,Up,0.815441980436247,0.992352228433368
29,REACTOME_FATTY_ACID_METABOLISM,153,Up,0.86691605720124,0.992352228433368
30,REACTOME_METABOLISM_OF_CARBOHYDRATES,255,Up,0.877735896332625,0.992352228433368
31,REACTOME_INFECTIOUS_DISEASE,555,Up,0.907498815085094,0.992352228433368
32,REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,91,Up,0.915139346898946,0.992352228433368
33,REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2,109,Up,0.935718228060832,0.992352228433368
34,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,690,Up,0.939516842487628,0.992352228433368
35,REACTOME_GLYCEROPHOSPHOLIPID_CATABOLISM,7,Up,0.980545792219703,0.992352228433368
36,REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,221,Up,0.998672402583201,0.998672402583201
