,logFC,AveExpr,t,P.Value,adj.P.Val
CD127 (IL-7Rα),1.0626413986734,1.06887339033022,3.05252792953799,0.00124845900708887,0.192262687091686
Ig light chain κ,0.520308979723108,0.15896219991328,1.81094853655605,0.0388384854534042,0.747640844978031
CD272 (BTLA),0.572693292222622,1.56563996347227,1.71060347941136,0.0510377956385092,0.873313392036713
CD2,0.588183080809372,0.349152761046629,1.61116368901086,0.0651405520863564,0.878300401411954
Ig light chain λ,0.471324817717136,0.108027621337855,1.4977075568876,0.0777069220513749,0.878300401411954
CD19,0.627099608098419,0.668132965174039,1.47509186527665,0.0910319237101234,0.878300401411954
CD267 (TACI),0.458049627078934,1.18902848834411,1.36583629001986,0.102633982051208,0.878300401411954
CD11b,0.570243534804884,0.744980911677611,1.20237386351843,0.157898227166689,0.878300401411954
CD37,0.392471137589529,1.62370203739245,1.10489501458155,0.16601533709312,0.878300401411954
CD69,0.519195449268091,0.622967894658111,1.12404163003513,0.178924219713149,0.878300401411954
CD195 (CCR5),0.376276502821955,0.916593209373003,1.04894924069063,0.182382979973649,0.878300401411954
CD45RO,0.358133840222279,0.582970586673476,1.03403155573116,0.183801460654004,0.878300401411954
CD223 (LAG-3),0.35896061894695,1.21802078521702,1.0261479772421,0.186894565601818,0.878300401411954
CD279 (PD-1),0.318840345224892,1.20828400876442,0.996829589646803,0.187631510508354,0.878300401411954
CD134 (OX40),0.30096504184223,0.948799718999903,0.979891552608585,0.188858705212239,0.878300401411954
CD152 (CTLA-4),0.3715997928209,1.46702080025718,1.02802856134536,0.189097204940236,0.878300401411954
LOX-1,0.291006521954135,0.556862801976784,0.941292726749259,0.200275019507635,0.878300401411954
TIGIT (VSTM3),0.356367486933757,0.916027738722254,0.985766631289152,0.201773227677215,0.878300401411954
CD73 (Ecto-5'-nucleotidase),0.438191825179703,1.00051101795355,1.01849790183665,0.206751183751735,0.878300401411954
CD55,0.452862055725352,0.361803759737839,1.01425769102959,0.211247231648382,0.878300401411954
CD101 (BB27),0.441633433483481,0.0482870637653191,0.973117581195964,0.226688809968274,0.878300401411954
CD83,0.288751962355755,1.30604850709175,0.863415684454585,0.231635021997684,0.878300401411954
CD172a (SIRPα),0.499715656453796,1.50991776859641,0.969951123132243,0.238834508479641,0.878300401411954
CD56 (NCAM),0.396020299236776,1.10572862090157,0.91404707417951,0.243158140528099,0.878300401411954
CD11c,0.535226910744081,0.901853035013817,0.968297324834876,0.245239722472169,0.878300401411954
CD45RA,0.356599502658768,0.432635564612768,0.869275167606859,0.253304848040884,0.886566968143093
CD41,0.336985943325602,0.32320077957304,0.814672666181097,0.274154368673693,0.893444994297726
CD131,0.335062720165342,0.741091316616463,0.801557337497379,0.280370356431905,0.893444994297726
CD150 (SLAM),0.240622037312979,1.91713715200533,0.70453234253656,0.284504827459508,0.893444994297726
CD192 (CCR2),0.275120946609764,1.07333112603526,0.716881869391883,0.299042382163425,0.893444994297726
CD27,0.382818679547734,0.67453740647611,0.783687500593461,0.307080487943398,0.893444994297726
CD112 (Nectin-2),0.267298534428381,0.671262580904587,0.681339201372109,0.315175511187905,0.893444994297726
CD26,0.288022047990311,1.83489814711384,0.700624006360895,0.315875875692042,0.893444994297726
CD79b (Igβ),0.268974503068142,0.87873510468116,0.667209932414611,0.324889088835537,0.893444994297726
CD123,0.349336815698088,0.200017217213826,0.688251960791184,0.35307764291574,0.94550158032631
CD24,0.237202263759226,2.02372199899312,0.571501379024079,0.363904653097041,0.949852823338039
CD25,0.31815889561668,0.731954616917478,0.608954856945897,0.392839075484542,0.958172702274644
CD146,0.296755353036176,0.988640750369074,0.58776362918774,0.39631227821756,0.958172702274644
CD38,0.255268208564667,0.63406070610477,0.546201523162025,0.398158825850073,0.958172702274644
CD119 (IFN-γ R α chain),0.224288883696605,0.713539695543196,0.500822138652778,0.403903212048361,0.958172702274644
CD274 (B7-H1; PD-L1),0.264754053251231,0.388789353651901,0.546378443861844,0.405612199027584,0.958172702274644
CD85j (ILT2),0.215375188592535,0.608255459419163,0.475524801849104,0.414036726883804,0.958172702274644
CD13,0.277929211106179,0.428249499070761,0.544387946864412,0.416867344496111,0.958172702274644
CD7,0.277644491869199,0.524257764388938,0.524225774418978,0.432611231328947,0.975600233519373
CD49b,0.262570393798773,1.10985754048487,0.501371326362209,0.439802125946934,0.975600233519373
CX3CR1,0.173000428557147,0.882064005829796,0.365239375915332,0.443454651599715,0.975600233519373
CD11a,0.273813567892433,0.367983101067638,0.492773730787444,0.455708161259585,0.979609625151527
NKp80,0.186838262061339,1.90455986338144,0.372583646024861,0.4639493937981,0.979609625151527
CD23,0.155385500142405,0.733913030356428,0.294411246001669,0.471527106087458,0.979609625151527
CD109,0.19031376862763,1.86232846256863,0.365848451067802,0.477033760414824,0.979609625151527
CD162,0.271521245427592,0.354743040014644,0.449363981400173,0.491778295322309,0.979609625151527
CD354 (TREM-1),0.208092304367909,0.3412463291095,0.372717639421216,0.498719856590811,0.979609625151527
CD303 (BDCA-2),0.176878868195854,1.73006801413902,0.313981917738765,0.505837369657106,0.979609625151527
CD314 (NKG2D),0.163416749053355,1.22898660894569,0.255256542459665,0.543774625611946,0.979609625151527
CD268 (BAFF-R),0.215028016529079,0.896686489660776,0.338209710757876,0.54475983258296,0.979609625151527
CD94,0.198161769673961,1.05914378771037,0.299189113676879,0.564133936315435,0.979609625151527
GPR56,0.19764084371312,1.09512791879044,0.295014369059559,0.568239164685093,0.979609625151527
CD196 (CCR6),0.15445753558436,0.567178956434912,0.199617379128076,0.596370751878712,0.979609625151527
CD49d,0.171188613133247,0.405952774870414,0.212345910315335,0.625200456962451,0.979609625151527
IgE,0.119203017121996,1.45115946865338,0.0857130866119432,0.629782146255309,0.979609625151527
CD115 (CSF-1R),0.131648370140988,1.45096948200434,0.123096655431509,0.634810694521311,0.979609625151527
CD200 (OX2),0.102959148720193,0.966154061131,0.0155988916189509,0.636114550611487,0.979609625151527
CD21,0.160740623807163,0.534775930224136,0.181432828446491,0.646053283091041,0.979609625151527
CD35,0.182651966034777,1.1073544181228,0.213640382520465,0.647925025501887,0.979609625151527
Podoplanin,0.119706606833177,1.80198187854431,0.0765780199543349,0.666099655701829,0.979609625151527
CD9,0.150998647892678,1.29820142759098,0.144436216265899,0.681161828737659,0.979609625151527
CD8,0.125385763529121,0.462190540311095,0.0763776664672031,0.718409706310115,0.979609625151527
CD158e1 (KIR3DL1; NKB1),0.107114480078245,1.17835297074044,0.0243342864969681,0.729638336967362,0.979609625151527
FcεRIα,0.102386222551951,0.79081981777292,0.00857411855459703,0.730128950677686,0.979609625151527
CD103 (Integrin αE),0.134146101828585,1.11573766345396,0.0900670171906037,0.732535081625312,0.979609625151527
CD62P (P-Selectin),0.112431243090259,1.00599388613869,0.0375456353206763,0.745592532338312,0.979609625151527
CD72,0.125997248097461,0.972907427341032,0.0668158862501319,0.754039279553792,0.979609625151527
CD14,0.102106639944995,0.563261154058034,0.00669752316551862,0.757587887695616,0.979609625151527
CD142,0.0812352292165596,0.982049705417903,0,0.766925090966807,0.979609625151527
CD1c,0.100955455186712,0.743159117340592,0.00258801264169301,0.792077951023093,0.979609625151527
CLEC1B (CLEC2),0.082989287097004,0.544848306713527,0,0.813623380529975,0.979609625151527
CD335 (NKp46),0.0716818404421427,1.077469260394,0,0.833790443572529,0.979609625151527
CD270 (HVEM; TR2),0.0485764251745862,0.991266482913026,0,0.842408532341528,0.979609625151527
CD137 (4-1BB),0.0506056900701986,2.19893321149504,0,0.851707923698126,0.979609625151527
CD116,0.0405154903503269,0.722364960629693,0,0.871022216802055,0.979609625151527
CD43,0.0567253373965179,1.04973235416983,0,0.879415403671276,0.979609625151527
CD183 (CXCR3),0.039412846029883,0.853848548027174,0,0.881144118918944,0.979609625151527
IgM,0.0274070635611921,0.245421761022953,0,0.902298829734692,0.979609625151527
CD63,0.0294534270278881,0.0264821012063983,0,0.933544420728936,0.979609625151527
CD29,0.0216306383114525,0.323479594258455,0,0.945201816911241,0.979609625151527
TCR Vα7.2,0.0186418243510982,1.31135403609861,0,0.954165219303436,0.979609625151527
CD141 (Thrombomodulin),0.0110377622535622,0.141206249746859,0,0.974860229584642,0.98768733786865
CD58 (LFA-3),4.75125048284489e-04,0.299923995687246,0,0.99840122086842,0.99840122086842
