,logFC,AveExpr,t,P.Value,adj.P.Val
CD71,0.224369843146535,0.704027998519394,12.3374298719181,2.98544024696486e-35,4.59757798032589e-33
CD9,0.18826717825084,1.2556333814723,11.4111380407683,1.9044987600988e-30,1.46646404527608e-28
CD141 (Thrombomodulin),0.17822290637233,0.14641826309882,10.5857889410461,1.77958179562414e-26,9.13518655087058e-25
CD101 (BB27),0.157884829448622,0.0430025317342558,7.85711102703477,1.9811546079174e-15,7.62744524048199e-14
CD172a (SIRPα),0.156029813282739,1.51452759391232,6.45981973424866,5.26074116880234e-11,1.15736305713651e-09
CD169 (Sialoadhesin; Siglec-1),0.108447873716817,0.852728848005343,1.53685102356191,0.0621661764823844,1
CD278 (ICOS),0.0955221480534104,0.264760069549132,0,0.736954545990054,1
CD11c,0.0919849787284773,0.908680184025579,0,0.796735896266925,1
CD11a,0.0934013528833335,0.364402256881,0,0.801259407573784,1
CD31,0.0895444380913768,0.445985465093307,0,0.900141765119259,1
CD35,0.0752881864209039,1.10812475371747,0,0.999040547213654,1
CD354 (TREM-1),0.0754841363131985,0.342330183678046,0,0.999936268757609,1
CLEC12A,0.0648933522974452,0.964129257370526,0,0.999970599702288,1
CD107a (LAMP-1),0.0659784864150866,0.00699491683263942,0,0.999990459464003,1
CD63,0.0668657981254272,0.025947536906529,0,0.999992645373798,1
CD49a,0.059698617131543,0.199811893428916,0,0.999999881255057,1
CD81 (TAPA-1),0.0708716056025993,0.138376557601501,0,0.999999918622065,1
CD64,0.0618844416603522,0.330808003117459,0,0.999999929636133,1
CD16,0.0543532858179194,0.246834951610624,0,0.999999992828829,1
CD274 (B7-H1; PD-L1),0.0626728130507118,0.390696675142142,0,0.99999999777148,1
CD32,0.0427931393914736,0.0769206961925959,0,0.999999999999196,1
CD69,0.0469801684904139,0.623828616263674,0,0.999999999999383,1
CD52,0.0557463202524495,0.488099158436914,0,0.999999999999729,1
CD162,0.037259387182475,0.352153553667014,0,0.999999999999978,1
CD155 (PVR),0.0388242486266249,0.301471629296117,0,1,1
CD47,0.0395171412493169,0.148665098498654,0,1,1
CD40,0.00337518428549335,0.425808270484646,0,1,1
CD8,0.00917712589310806,0.461786104992983,0,1,1
CD19,5.30344016729531e-04,0.666533604895714,0,1,1
CD33,0.0311144803189174,1.09491652885617,0,1,1
CD123,0.0355688111613047,0.211490898616077,0,1,1
CD27,0.00236430185753263,0.673959159296872,0,1,1
CD95 (Fas),0.0169642602180152,0.548644206475708,0,1,1
HLA-DR,0.00209643551291879,0.374807002738061,0,1,1
CD275 (B7-H2; B7-RP1; ICOSL),0.0141193553085079,0.891843599258106,0,1,1
CD58 (LFA-3),0.0417172986887214,0.292516829040881,0,1,1
CD21,0.00722311807661097,0.535316938947251,0,1,1
CD43,0.0312378681982654,1.05288172026638,0,1,1
CD163,0.0432558496112243,0.541277985957395,0,1,1
CD29,0.0429436961849911,0.320896754902734,0,1,1
IgD,0.00248837538208659,0.613752759020076,0,1,1
CD22,0.0165290374094986,0.616502184622046,0,1,1
CD304 (Neuropilin-1),0.0380503231012196,0.386558815963395,0,1,1
CD158 (KIR2DL1/S1/S3/S5),0.00298473835391735,0.744316058365586,0,1,1
CD49d,0.0404697578894027,0.404832406195313,0,1,1
LOX-1,0.00909752697751491,0.567662216294099,0,1,1
CD151 (PETA-3),0.0297194580159816,0.290858803282023,0,1,1
Ig light chain κ,0.0207658821310856,0.16472296981523,0,1,1
CD85j (ILT2),0.0257027370471406,0.618059364771864,0,1,1
Ig light chain λ,0.015827355572714,0.109475172398469,0,1,1
CD131,0.00332799223075262,0.749747629201724,0,1,1
CD74,0.0142530424222067,0.433572233663597,0,1,1
CD88 (C5aR),0.0194578647320097,0.775025520714469,0,1,1
