,logFC,AveExpr,t,P.Value,adj.P.Val
CD141 (Thrombomodulin),0.189660147530925,0.14641826309882,7.71209308658864,6.23441435116938e-15,9.60099810080084e-13
CD101 (BB27),0.134859140903382,0.0430025317342558,3.00744949630843,0.00131751408220818,0.0676323895533533
CD169 (Sialoadhesin; Siglec-1),0.122903386409264,0.852728848005343,2.64830249031048,0.0040453684668048,0.155746685971985
CD71,0.137931817782104,0.704027998519394,2.39164544575654,0.00838726047885987,0.258327622748884
CD9,0.108013791549157,1.2556333814723,0.658493191058664,0.255111248202755,1
CD172a (SIRPα),0.0918069480703526,1.51452759391232,0,0.725874898667623,1
CD107a (LAMP-1),0.0875826398786177,0.00699491683263942,0,0.839366420094465,1
CD31,0.0826565050894574,0.445985465093307,0,0.911815231798571,1
CD49a,0.0711126561382619,0.199811893428916,0,0.990720144462187,1
CD35,0.0685165040400929,1.10812475371747,0,0.994003207644171,1
CD11a,0.0597490826832857,0.364402256881,0,0.999481769378317,1
CLEC12A,0.054362535122233,0.964129257370526,0,0.99954924534404,1
CD11c,0.0463497676118372,0.908680184025579,0,0.999793196721946,1
CD278 (ICOS),0.0569552919990193,0.264760069549132,0,0.999946350168242,1
CD155 (PVR),0.0626517417777703,0.301471629296117,0,0.999954530876842,1
CD162,0.0455834292359927,0.352153553667014,0,0.999984131820637,1
CD64,0.0505156063378714,0.330808003117459,0,0.999993006885731,1
CD69,0.0447538211673516,0.623828616263674,0,0.999998721558811,1
CD29,0.0517857098752247,0.320896754902734,0,0.999999326204168,1
CD123,0.0402195165708754,0.211490898616077,0,0.999999893448977,1
CD163,0.0424010197245912,0.541277985957395,0,0.999999993137525,1
CD354 (TREM-1),0.0408680375564278,0.342330183678046,0,0.999999997865095,1
CD43,0.0292475201497978,1.05288172026638,0,0.999999999396779,1
CD63,0.0254620984399404,0.025947536906529,0,0.999999999708948,1
CD33,0.0252100184454275,1.09491652885617,0,0.999999999712921,1
CD274 (B7-H1; PD-L1),0.0373727851296733,0.390696675142142,0,0.999999999802195,1
CD81 (TAPA-1),0.0448170247115325,0.138376557601501,0,0.999999999857264,1
Ig light chain κ,0.0312624486474719,0.16472296981523,0,0.999999999895052,1
CD44,0.0181816541290415,0.930014399005453,0,0.999999999963338,1
CD304 (Neuropilin-1),0.0307472650807027,0.386558815963395,0,0.999999999983576,1
CD49d,0.0249407983774733,0.404832406195313,0,0.999999999997477,1
Ig light chain λ,0.021015906899068,0.109475172398469,0,0.999999999997941,1
CD11b,0.0116028033847287,0.746055588140752,0,0.999999999999216,1
CD18,0.00604343023635773,0.745287785332636,0,0.999999999999341,1
CD32,0.00692964907394306,0.0769206961925959,0,0.999999999999862,1
CD55,0.00965971620748491,0.362260367880533,0,1,1
CD47,0.0119474899046666,0.148665098498654,0,1,1
CD52,0.00724430894645431,0.488099158436914,0,1,1
CD3,0.00141994123248302,0.801956974768079,0,1,1
CD8,0.0118793897764918,0.461786104992983,0,1,1
CD56 (NCAM),0.0102689784875703,1.10539453145932,0,1,1
CD45RA,0.00451377066778089,0.448358755731072,0,1,1
CD7,0.00418115144634809,0.522790120788879,0,1,1
CD25,0.00423615712936553,0.732827993558538,0,1,1
CD279 (PD-1),0.0187644527923312,1.24973105310745,0,1,1
CD20,8.54616372589006e-04,0.865744577938241,0,1,1
IgM,0.00583436398499171,0.253783907786603,0,1,1
KLRG1 (MAFA),0.0164419724767884,0.461565292408369,0,1,1
CD27,0.00539939602030908,0.673959159296872,0,1,1
CD134 (OX40),0.00504886082484763,0.978267459883941,0,1,1
CD275 (B7-H2; B7-RP1; ICOSL),0.0299027441314469,0.891843599258106,0,1,1
CD58 (LFA-3),0.0263204270747933,0.292516829040881,0,1,1
CD21,0.0029549096658656,0.535316938947251,0,1,1
CD192 (CCR2),0.00134548804902476,1.09884275703416,0,1,1
TCR Vδ2,0.00877652157713866,0.586618534513981,0,1,1
LOX-1,0.0234898012918325,0.567662216294099,0,1,1
CD158e1 (KIR3DL1; NKB1),0.0077194890545894,1.20075053778881,0,1,1
CD151 (PETA-3),0.0159745364141178,0.290858803282023,0,1,1
CD85j (ILT2),0.00889945066064719,0.618059364771864,0,1,1
CD23,0.00297661490134684,0.754410654311176,0,1,1
CD131,0.019631730467984,0.749747629201724,0,1,1
CD74,0.0130473748999534,0.433572233663597,0,1,1
