,Set,N,DE,P.DE,FDR
1,GOBP_REGULATION_OF_HYDROLASE_ACTIVITY,594,5,5.29969614279022e-05,0.378645011624373
2,GOBP_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS,1071,6,7.71840421870323e-05,0.378645011624373
3,HP_OSTEOLYSIS_INVOLVING_BONES_OF_THE_UPPER_LIMBS,20,2,9.73515800610722e-05,0.378645011624373
4,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS,705,5,0.00011927573769373,0.378645011624373
5,GOCC_CELL_SURFACE,717,5,0.000129135618129845,0.378645011624373
6,GOMF_PEPTIDASE_ACTIVATOR_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS,24,2,0.000141171321055505,0.378645011624373
7,GOBP_REGULATION_OF_TRANSPORT,1279,6,0.000205919421317853,0.416841095620688
8,GOBP_ACYLGLYCEROL_HOMEOSTASIS,29,2,0.000207216104204655,0.416841095620688
9,GOBP_COLLAGEN_CATABOLIC_PROCESS,32,2,0.000252822217477855,0.452074216207903
10,GOBP_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS,36,2,0.00032056955873058,0.478850080605344
11,GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION,38,2,0.000357405443141901,0.478850080605344
12,GOMF_CYSTEINE_TYPE_ENDOPEPTIDASE_REGULATOR_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS,38,2,0.000357405443141901,0.478850080605344
13,GOBP_PHAGOCYTOSIS,207,3,0.000445497663185653,0.478850080605344
14,GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT,43,2,0.000458093280247733,0.478850080605344
15,GOBP_NEUTRAL_LIPID_BIOSYNTHETIC_PROCESS,45,2,0.000501794070280504,0.478850080605344
16,GOMF_PROTEIN_CONTAINING_COMPLEX_BINDING,1517,6,0.000520227975607824,0.478850080605344
17,GOBP_POSITIVE_REGULATION_OF_DEPHOSPHORYLATION,48,2,0.000570999459538223,0.478850080605344
18,GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY,49,2,0.000595039801043606,0.478850080605344
19,GOBP_OVARIAN_FOLLICLE_DEVELOPMENT,49,2,0.000595039801043606,0.478850080605344
20,GOBP_REGULATION_OF_CELL_ACTIVATION,562,4,0.000647787925403892,0.478850080605344
