Set,N,DE,P.DE,FDR,DEG.GENES
HALLMARK_ADIPOGENESIS,191,0,1,1,""
HALLMARK_ALLOGRAFT_REJECTION,185,0,1,1,""
HALLMARK_ANDROGEN_RESPONSE,96,0,1,1,""
HALLMARK_ANGIOGENESIS,27,0,1,1,""
HALLMARK_APICAL_JUNCTION,170,0,1,1,""
HALLMARK_APICAL_SURFACE,37,0,1,1,""
HALLMARK_APOPTOSIS,152,0,1,1,""
HALLMARK_BILE_ACID_METABOLISM,95,0,1,1,""
HALLMARK_CHOLESTEROL_HOMEOSTASIS,70,0,1,1,""
HALLMARK_COAGULATION,112,0,1,1,""
HALLMARK_COMPLEMENT,187,0,1,1,""
HALLMARK_DNA_REPAIR,148,0,1,1,""
HALLMARK_E2F_TARGETS,198,0,1,1,""
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,160,0,1,1,""
HALLMARK_ESTROGEN_RESPONSE_EARLY,183,0,1,1,""
HALLMARK_ESTROGEN_RESPONSE_LATE,176,0,1,1,""
HALLMARK_FATTY_ACID_METABOLISM,143,0,1,1,""
HALLMARK_G2M_CHECKPOINT,193,0,1,1,""
HALLMARK_GLYCOLYSIS,180,0,1,1,""
HALLMARK_HEDGEHOG_SIGNALING,29,0,1,1,""
HALLMARK_HEME_METABOLISM,178,0,1,1,""
HALLMARK_HYPOXIA,176,0,1,1,""
HALLMARK_IL2_STAT5_SIGNALING,191,0,1,1,""
HALLMARK_IL6_JAK_STAT3_SIGNALING,81,0,1,1,""
HALLMARK_INFLAMMATORY_RESPONSE,189,0,1,1,""
HALLMARK_INTERFERON_ALPHA_RESPONSE,96,0,1,1,""
HALLMARK_INTERFERON_GAMMA_RESPONSE,195,0,1,1,""
HALLMARK_KRAS_SIGNALING_DN,118,0,1,1,""
HALLMARK_KRAS_SIGNALING_UP,171,0,1,1,""
HALLMARK_MITOTIC_SPINDLE,199,0,1,1,""
HALLMARK_MTORC1_SIGNALING,196,0,1,1,""
HALLMARK_MYC_TARGETS_V1,195,0,1,1,""
HALLMARK_MYC_TARGETS_V2,57,0,1,1,""
HALLMARK_MYOGENESIS,155,0,1,1,""
HALLMARK_NOTCH_SIGNALING,31,0,1,1,""
HALLMARK_OXIDATIVE_PHOSPHORYLATION,200,0,1,1,""
HALLMARK_P53_PATHWAY,193,0,1,1,""
HALLMARK_PANCREAS_BETA_CELLS,22,0,1,1,""
HALLMARK_PEROXISOME,95,0,1,1,""
HALLMARK_PI3K_AKT_MTOR_SIGNALING,99,0,1,1,""
HALLMARK_PROTEIN_SECRETION,94,0,1,1,""
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,49,0,1,1,""
HALLMARK_SPERMATOGENESIS,93,0,1,1,""
HALLMARK_TGF_BETA_SIGNALING,52,0,1,1,""
HALLMARK_TNFA_SIGNALING_VIA_NFKB,197,0,1,1,""
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,108,0,1,1,""
HALLMARK_UV_RESPONSE_DN,133,0,1,1,""
HALLMARK_UV_RESPONSE_UP,144,0,1,1,""
HALLMARK_WNT_BETA_CATENIN_SIGNALING,39,0,1,1,""
HALLMARK_XENOBIOTIC_METABOLISM,166,0,1,1,""
