Set,N,DE,P.DE,FDR,DEG.GENES
REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD,4,1,0.00841195444478926,1,CHST3
REACTOME_DISINHIBITION_OF_SNARE_FORMATION,4,1,0.00841195444478926,1,PRKCB
REACTOME_METAL_SEQUESTRATION_BY_ANTIMICROBIAL_PROTEINS,4,1,0.00841195444478926,1,LCN2
REACTOME_SYNTHESIS_OF_LIPOXINS_LX,5,1,0.0105041085169003,1,LTC4S
REACTOME_PROTON_COUPLED_MONOCARBOXYLATE_TRANSPORT,6,1,0.0125919462398215,1,SLC16A1
REACTOME_NEUTROPHIL_DEGRANULATION,445,4,0.0141875184526132,1,"LILRB2,LCN2,HPSE,HEBP2"
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR1,7,1,0.014675476316686,1,KL
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_MYELOID_CELLS,7,1,0.014675476316686,1,PRKCB
REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS,7,1,0.014675476316686,1,LTC4S
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,464,4,0.0163029267572384,1,"PDGFD,KL,YES1,PRKCB"
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION,9,1,0.0188296482591038,1,KL
REACTOME_INDUCTION_OF_CELL_CELL_FUSION,9,1,0.0188296482591038,1,ANO5
REACTOME_METALLOTHIONEINS_BIND_METALS,9,1,0.0188296482591038,1,MT1E
REACTOME_SERINE_BIOSYNTHESIS,9,1,0.0188296482591038,1,PHGDH
REACTOME_HEMOSTASIS,492,4,0.0197675067703167,1,"SLC16A1,YES1,PRKCB,SYTL4"
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,104,2,0.0203374210638398,1,"HPSE,CHST3"
REACTOME_CREATINE_METABOLISM,10,1,0.0209003074453508,1,GATM
REACTOME_FORMATION_OF_THE_NEPHRIC_DUCT,10,1,0.0209003074453508,1,WFDC2
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2,108,2,0.0218237640957581,1,"PRKCB,SYTL4"
REACTOME_RESPONSE_TO_METAL_IONS,11,1,0.022966693626992,1,MT1E
REACTOME_PECAM1_INTERACTIONS,12,1,0.0250288154217857,1,YES1
REACTOME_PI_3K_CASCADE_FGFR1,12,1,0.0250288154217857,1,KL
REACTOME_SHC_MEDIATED_CASCADE_FGFR1,12,1,0.0250288154217857,1,KL
REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS,12,1,0.0250288154217857,1,PRKCB
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,117,2,0.0253272830209577,1,"SLC16A1,YES1"
REACTOME_ASPIRIN_ADME,13,1,0.0270866814305106,1,SLC16A1
REACTOME_BIOSYNTHESIS_OF_SPECIALIZED_PRORESOLVING_MEDIATORS_SPMS,14,1,0.0291403002370036,1,LTC4S
REACTOME_FRS_MEDIATED_FGFR1_SIGNALING,14,1,0.0291403002370036,1,KL
REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD4,14,1,0.0291403002370036,1,PRKCB
REACTOME_DEPOLYMERIZATION_OF_THE_NUCLEAR_LAMINA,15,1,0.0311896804081891,1,PRKCB
REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION,15,1,0.0311896804081891,1,DHRS9
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS,16,1,0.0332348304941127,1,CHST3
REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION,16,1,0.0332348304941127,1,CHD3
REACTOME_RA_BIOSYNTHESIS_PATHWAY,16,1,0.0332348304941127,1,DHRS9
REACTOME_REGULATION_OF_KIT_SIGNALING,16,1,0.0332348304941127,1,YES1
REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX,16,1,0.0332348304941127,1,LTC4S
REACTOME_FCGR_ACTIVATION,17,1,0.035275759027973,1,YES1
REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_APOPTOSIS,17,1,0.035275759027973,1,BIRC7
REACTOME_VEGFR2_MEDIATED_CELL_PROLIFERATION,19,1,0.0393449854882606,1,PRKCB
REACTOME_SIGNALING_BY_KIT_IN_DISEASE,20,1,0.0413733003971433,1,YES1
REACTOME_INNATE_IMMUNE_SYSTEM,919,5,0.0432733708868091,1,"LILRB2,LCN2,HPSE,HEBP2,YES1"
REACTOME_BASIGIN_INTERACTIONS,21,1,0.0433974277189403,1,SLC16A1
REACTOME_CTLA4_INHIBITORY_SIGNALING,21,1,0.0433974277189403,1,YES1
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1,21,1,0.0433974277189403,1,KL
REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE,21,1,0.0433974277189403,1,YES1
REACTOME_HS_GAG_DEGRADATION,21,1,0.0433974277189403,1,HPSE
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS,21,1,0.0433974277189403,1,PRKCB
REACTOME_REGULATION_OF_SIGNALING_BY_CBL,22,1,0.0454173759031009,1,YES1
REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES,22,1,0.0454173759031009,1,PRKCB
REACTOME_RUNX2_REGULATES_OSTEOBLAST_DIFFERENTIATION,22,1,0.0454173759031009,1,YES1
