,Set,N,DE,P.DE,FDR
1,GOMF_CYSTEINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY,20,2,0.000123985183197936,1
2,GOBP_NEGATIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,29,2,0.000263759951332527,1
3,GOMF_PROTEOGLYCAN_BINDING,32,2,0.000321751179397337,1
4,GOBP_CELL_ADHESION,1216,6,0.000328048509776449,1
5,GOMF_PEPTIDASE_REGULATOR_ACTIVITY,170,3,0.000360281715479083,1
6,GOMF_CYSTEINE_TYPE_ENDOPEPTIDASE_REGULATOR_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS,38,2,0.000454679377734476,1
7,GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE,41,2,0.000529565391178146,1
8,GOBP_CELL_MATRIX_ADHESION,201,3,0.000587551869808313,1
9,GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MIGRATION,44,2,0.000610032176540813,1
10,GOMF_COLLAGEN_BINDING,58,2,0.00105859344598465,1
11,GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS,72,2,0.00162559783362947,1
12,GOMF_CCR6_CHEMOKINE_RECEPTOR_BINDING,2,1,0.00166917787157905,1
13,GOMF_PROTEIN_ARGININE_DEIMINASE_ACTIVITY,2,1,0.00166917787157905,1
14,GOBP_FOCAL_ADHESION_ASSEMBLY,76,2,0.00180900192582771,1
15,GOBP_CELL_SUBSTRATE_ADHESION,303,3,0.00191800865053799,1
16,GOBP_CELL_SUBSTRATE_JUNCTION_ORGANIZATION,94,2,0.00274988641883849,1
17,GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE,97,2,0.00292485097424393,1
18,GOCC_VACUOLE,777,4,0.00342055142805544,1
19,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT,112,2,0.00387602627101205,1
20,GOBP_NEGATIVE_REGULATION_OF_CELLULAR_EXTRAVASATION,5,1,0.00416801162621194,1
