,Set,N,DE,P.DE,FDR
1,WP_IL18_SIGNALING,241,3,0.000693730175960026,0.288858021245706
2,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,53,2,0.000696043424688447,0.288858021245706
3,WP_BENZENE_METABOLISM,6,1,0.0044451576215917,0.611078542861591
4,WP_LIVER_X_RECEPTOR_PATHWAY,7,1,0.00518421378444833,0.611078542861591
5,WP_ESTROGEN_METABOLISM_WP697,8,1,0.00592275557080013,0.611078542861591
6,WP_VITAMIN_K_METABOLISM_AND_ACTIVATION_OF_DEPENDENT_PROTEINS,8,1,0.00592275557080013,0.611078542861591
7,WP_DOPAMINE_METABOLISM,9,1,0.00666078331479636,0.611078542861591
8,WP_FAMILIAL_HYPERLIPIDEMIA_TYPE_4,15,1,0.0110781735763451,0.611078542861591
9,WP_NOTCH1_REGULATION_OF_ENDOTHELIAL_CELL_CALCIFICATION,15,1,0.0110781735763451,0.611078542861591
10,WP_SREBF_AND_MIR33_IN_CHOLESTEROL_AND_LIPID_HOMEOSTASIS,15,1,0.0110781735763451,0.611078542861591
11,WP_TRANSCRIPTIONAL_ACTIVATION_BY_NRF2_IN_RESPONSE_TO_PHYTOCHEMICALS,15,1,0.0110781735763451,0.611078542861591
12,WP_INTERACTIONS_BETWEEN_LOXL4_AND_OXIDATIVE_STRESS_PATHWAY,16,1,0.0118126123631428,0.611078542861591
13,WP_OSTEOCLAST_SIGNALING,16,1,0.0118126123631428,0.611078542861591
14,WP_CONGENITAL_GENERALIZED_LIPODYSTROPHY,17,1,0.0125465397735399,0.611078542861591
15,WP_PPARALPHA_PATHWAY,17,1,0.0125465397735399,0.611078542861591
16,WP_MIRNA_TARGETS_IN_ECM_AND_MEMBRANE_RECEPTORS,19,1,0.0140128617942923,0.611078542861591
17,WP_TRIACYLGLYCERIDE_SYNTHESIS,20,1,0.0147452570687248,0.611078542861591
18,WP_NUCLEAR_RECEPTORS_METAPATHWAY,254,2,0.014880746255495,0.611078542861591
19,WP_GLYCEROLIPIDS_AND_GLYCEROPHOSPHOLIPIDS,22,1,0.0162085178043997,0.611078542861591
20,WP_MATRIX_METALLOPROTEINASES,22,1,0.0162085178043997,0.611078542861591
