Set,N,DE,P.DE,FDR,DEG.GENES
HP_DEFORMED_TARSAL_BONES,9,2,0.000155180828535724,1,"PHGDH,TNNI2"
GOMF_SEQUENCE_SPECIFIC_MRNA_BINDING,11,2,0.000236445628936214,1,"LARP6,RBM24"
HP_ABNORMAL_CIRCULATING_FATTY_ACID_CONCENTRATION,68,3,0.000399427558903554,1,"TANGO2,GATM,LTC4S"
GOCC_CENTROSOME,685,7,0.000535534517321875,1,"BIRC7,CEP112,SLC16A1,CHD3,YES1,PRKCB,KIAA0586"
GOBP_PEPTIDE_CATABOLIC_PROCESS,17,2,0.000579973952348953,1,"ERAP2,TRHDE"
HP_HYPOGLYCEMIC_SEIZURES,17,2,0.000579973952348953,1,"TANGO2,SLC16A1"
GOMF_CYSTEINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY,20,2,0.000807002219479124,1,"WFDC2,BIRC7"
GOBP_RESPONSE_TO_PLATELET_DERIVED_GROWTH_FACTOR,21,2,0.00089075396121229,1,"PDGFD,YES1"
HP_MODERATE_GLOBAL_DEVELOPMENTAL_DELAY,22,2,0.000978515851566567,1,"TANGO2,PHGDH"
GOMF_METALLOAMINOPEPTIDASE_ACTIVITY,23,2,0.00107027135800803,1,"ERAP2,TRHDE"
HP_ABNORMALITY_OF_THE_CALCANEUS,24,2,0.00116600399722499,1,"PHGDH,TNNI2"
HP_KETONURIA,25,2,0.00126569733500131,1,"TANGO2,SLC16A1"
HP_EMG_ABNORMALITY,228,4,0.00134324265198798,1,"ANO5,TANGO2,SEPTIN9,SLC16A1"
GOCC_MICROTUBULE_ORGANIZING_CENTER,804,7,0.00136868059188326,1,"BIRC7,CEP112,SLC16A1,CHD3,YES1,PRKCB,KIAA0586"
GOBP_PLASMA_MEMBRANE_REPAIR,26,2,0.00136933498608994,1,"ANO5,SYTL4"
HP_MYOGLOBINURIA,26,2,0.00136933498608994,1,"ANO5,TANGO2"
HP_SYMPTOMATIC_SEIZURES,27,2,0.00147690061408682,1,"TANGO2,SLC16A1"
HP_JOINT_CONTRACTURE_OF_THE_HAND,236,4,0.0015245517587082,1,"ANO5,PHGDH,TNNI2,CHST3"
HP_REDUNDANT_NECK_SKIN,28,2,0.00158837793130502,1,"SEPTIN9,KIAA0586"
GOCC_ENDOPLASMIC_RETICULUM_LUMEN,243,4,0.00169665425991188,1,"PDGFD,TSPAN33,GOLM1,ERAP2"
GOBP_RESPONSE_TO_VITAMIN_D,30,2,0.00182300272549054,1,"KL,PRKCB"
GOBP_CIRCULATORY_SYSTEM_PROCESS,431,5,0.00206719523205609,1,"TNNI2,KL,ERAP2,SLC16A1,YES1"
GOMF_PROTEOGLYCAN_BINDING,32,2,0.00207308003673111,1,"NID1,HPSE"
HP_CUTIS_LAXA,120,3,0.00207364758073918,1,"SEPTIN9,CHST3,KIAA0586"
HP_HYPEREXTENSIBILITY_OF_THE_KNEE,34,2,0.00233848130458208,1,"ANO5,CHST3"
GOMF_AMINOPEPTIDASE_ACTIVITY,35,2,0.00247688845706801,1,"ERAP2,TRHDE"
GOBP_REGULATION_OF_INSULIN_SECRETION,128,3,0.00249122910018345,1,"SLC16A1,PRKCB,SYTL4"
GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS,272,4,0.00255480027126215,1,"GATM,PHGDH,DHRS9,LTC4S"
HP_ANENCEPHALY,36,2,0.00261907873609483,1,"PHGDH,KIAA0586"
HP_RHABDOMYOLYSIS,36,2,0.00261907873609483,1,"ANO5,TANGO2"
HP_INGUINAL_HERNIA,275,4,0.00265783601105066,1,"PHGDH,CHD3,DGCR8,CHST3"
GOBP_RESPONSE_TO_NUTRIENT,132,3,0.00271813732978425,1,"KL,SLC16A1,PRKCB"
HP_ABNORMAL_CIRCULATING_FATTY_ACID_ANION_CONCENTRATION,38,2,0.00291474530186063,1,"TANGO2,GATM"
HP_ABNORMALITY_OF_THE_WRIST,136,3,0.00295742926900406,1,"ANO5,TNNI2,CHST3"
HP_ABNORMAL_CIRCULATING_METABOLITE_CONCENTRATION,1182,8,0.00299350950402946,1,"ANO5,TANGO2,GATM,PHGDH,KL,SLC16A1,LTC4S,DGCR8"
HP_CEREBRAL_VISUAL_IMPAIRMENT,137,3,0.0030192130693695,1,"TANGO2,PHGDH,CHD3"
HP_UPPER_LIMB_JOINT_CONTRACTURE,295,4,0.00341881952763933,1,"ANO5,PHGDH,TNNI2,CHST3"
HP_METATARSUS_ADDUCTUS,42,2,0.00355078151261005,1,"TNNI2,CHST3"
GOBP_REGULATION_OF_PEPTIDE_TRANSPORT,148,3,0.00375176129116477,1,"SLC16A1,PRKCB,SYTL4"
GOBP_PROTEIN_LOCALIZATION_TO_EXTRACELLULAR_REGION,303,4,0.00376091449429455,1,"TANGO2,SLC16A1,PRKCB,SYTL4"
HP_CLEFT_PALATE,501,5,0.00394691904189282,1,"PHGDH,SEPTIN9,DGCR8,CHST3,KIAA0586"
HP_HERNIA,506,5,0.00411650530434599,1,"PHGDH,CHD3,DGCR8,CHST3,KIAA0586"
HP_ABNORMAL_PALATE_MORPHOLOGY,981,7,0.00418793029697463,1,"PHGDH,TNNI2,SEPTIN9,CHD3,DGCR8,CHST3,KIAA0586"
GOCC_MICROTUBULE_CYTOSKELETON,1255,8,0.00431484713992202,1,"BIRC7,SEPTIN9,CEP112,SLC16A1,CHD3,YES1,PRKCB,KIAA0586"
GOBP_INSULIN_SECRETION,156,3,0.00434705107089332,1,"SLC16A1,PRKCB,SYTL4"
GOBP_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS,514,5,0.00439864758842997,1,"GATM,PHGDH,DHRS9,SLC16A1,LTC4S"
HP_ABNORMALLY_LAX_OR_HYPEREXTENSIBLE_SKIN,157,3,0.00442525372149053,1,"SEPTIN9,CHST3,KIAA0586"
GOBP_LYMPHOCYTE_COSTIMULATION,47,2,0.00442835745835319,1,"LILRB2,YES1"
GOMF_METALLOEXOPEPTIDASE_ACTIVITY,48,2,0.0046147220684109,1,"ERAP2,TRHDE"
HP_ABNORMAL_BLOOD_PHOSPHATE_CONCENTRATION,48,2,0.0046147220684109,1,"GATM,KL"
