,Set,N,DE,P.DE,FDR
1,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,470,4,0.00227849973226498,1
2,REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,69,2,0.00312205985380489,1
3,REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD,4,1,0.00481558638699009,1
4,REACTOME_SYNTHESIS_OF_LIPOXINS_LX,5,1,0.00601599440155487,1
5,REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,105,2,0.00707547101198953,1
6,REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR1,7,1,0.00841263500228462,1
7,REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS,7,1,0.00841263500228462,1
8,REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION,9,1,0.0108037186928969,1
9,REACTOME_METALLOTHIONEINS_BIND_METALS,9,1,0.0108037186928969,1
10,REACTOME_SERINE_BIOSYNTHESIS,9,1,0.0108037186928969,1
11,REACTOME_CREATINE_METABOLISM,10,1,0.0119971805636152,1
12,REACTOME_RESPONSE_TO_METAL_IONS,11,1,0.013189257843551,1
13,REACTOME_PECAM1_INTERACTIONS,12,1,0.014379952074852,1
14,REACTOME_PI_3K_CASCADE_FGFR1,12,1,0.014379952074852,1
15,REACTOME_SHC_MEDIATED_CASCADE_FGFR1,12,1,0.014379952074852,1
16,REACTOME_BIOSYNTHESIS_OF_SPECIALIZED_PRORESOLVING_MEDIATORS_SPMS,14,1,0.0167571975519049,1
17,REACTOME_FRS_MEDIATED_FGFR1_SIGNALING,14,1,0.0167571975519049,1
18,REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION,15,1,0.0179437518737271,1
19,REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS,16,1,0.0191289292990561,1
20,REACTOME_RA_BIOSYNTHESIS_PATHWAY,16,1,0.0191289292990561,1
