,logFC,AveExpr,t,P.Value,adj.P.Val
CD103 (Integrin αE),0.878234961283966,1.0934509086846,36.5339909519034,3.09637970319837e-275,4.76842474292549e-273
CD8,0.759967685028284,0.505330659775095,33.5398905871474,1.7202870530949e-234,1.32462103088307e-232
CD49a,0.608861260435608,1.07050945551729,23.4963378068257,2.83947903004847e-119,1.45759923542488e-117
integrin β7,0.368907125106189,0.690173186523905,17.4450348945456,1.71789341893641e-67,6.61388966290517e-66
CD94,0.201908066343785,1.02646105472905,6.40319752542873,7.93854591261458e-11,2.44507214108529e-09
CD244 (2B4),0.191655942598067,0.847270064347105,6.07886841994549,6.26566357483212e-10,1.37844598646307e-08
CD99,0.194251022140494,0.894028571476938,5.55353308211819,1.4344187272069e-08,2.76125604987328e-07
CD48,0.189226775479741,0.929562960623818,4.84851732589924,6.31008792763412e-07,9.71753540855655e-06
CD2,0.176317062200892,0.599561146960462,4.55536508622485,2.64470797494721e-06,3.70259116492609e-05
CD7,0.17208761739158,0.568552673797711,4.1425251878421,1.73119742284787e-05,2.22170335932144e-04
CD101 (BB27),0.140174334561441,0.439380345593442,3.13968227171357,8.48040026309984e-04,0.0100460126193644
CD29,0.0873935862110928,0.510201452317404,0,0.80249018692683,1
CD314 (NKG2D),0.0862884093866459,1.28481090357007,0,0.860493847820887,1
CD3,0.0545279699671799,0.870837016224588,0,0.997322516819869,1
CD352 (NTB-A),0.0529788773998545,0.968594772988374,0,0.999388632706054,1
CD69,0.0445029235114968,0.568179612739478,0,0.999821382736861,1
CD31,0.0448030144684891,0.469642221804158,0,0.999899565103405,1
CD226 (DNAM-1),0.0487037650783241,1.10626421904978,0,0.99992334363737,1
CD43,0.0365795587893124,0.84492443899564,0,0.999981793259109,1
CD57 Recombinant,0.0411657595896143,1.00459916850045,0,0.99998996050462,1
CD45,0.0277025082467997,0.842111585263414,0,0.999994778894853,1
CD162,0.0249741529685814,0.80275387958473,0,0.999996655785967,1
CD18,0.0180200594278768,0.536684704153811,0,0.999999954870104,1
TCR α/β,0.0260351718048751,1.10156334601022,0,0.999999962363317,1
CD84,0.0293776481867843,0.859302362556014,0,0.999999984399917,1
CD195 (CCR5),0.0247940134941193,1.15723198044814,0,0.999999992391873,1
CD40,0.0192192801728812,0.972590680805755,0,0.999999995316335,1
CD151 (PETA-3),0.0185774992680007,0.518094463464495,0,0.9999999985548,1
CLEC12A,0.00933532962344235,0.532417645264477,0,0.999999999092952,1
CD49b,0.0120065569716146,1.00306026342273,0,0.999999999362021,1
CD9,0.00455384422301943,0.355915533713266,0,0.999999999832939,1
CD279 (PD-1),0.0270617285275835,1.67320454319123,0,0.99999999985455,1
CD19,0.00877871991926602,0.582295055199711,0,0.999999999857895,1
CD13,0.0101437296619768,1.03024143003418,0,0.99999999994125,1
CD21,0.0139188561951768,0.431600130274165,0,0.999999999962843,1
CD335 (NKp46),0.0120513366546797,1.0060142056673,0,0.999999999966729,1
CD152 (CTLA-4),0.0181438056825684,1.51281857935736,0,0.999999999987517,1
CD11b,0.00494916305700946,0.587276824399862,0,0.999999999989388,1
CD61,0.00413443370545277,0.728956190694741,0,0.999999999990745,1
CD35,5.97607042130241e-04,0.731367370941593,0,0.999999999993676,1
CD62P (P-Selectin),0.00390944814792052,0.921933804966996,0,0.999999999994101,1
CD223 (LAG-3),0.0160877222093532,1.53204515841842,0,0.999999999996654,1
IgD,0.00430735160741552,0.537839778682976,0,0.999999999996908,1
GPR56,0.00319641210998425,0.9418377799017,0,0.999999999997566,1
CD37,0.0179871067216284,1.54748330142879,0,0.999999999997888,1
CD24,0.0147236922973423,1.84591869632983,0,0.999999999998181,1
CLEC1B (CLEC2),0.00478610487167014,0.471115582792114,0,0.999999999999298,1
CD268 (BAFF-R),0.00146583541840905,0.800000788429198,0,0.999999999999746,1
CD14,0.00337019006273645,1.09665811080441,0,0.999999999999758,1
CD115 (CSF-1R),0.0131044639569039,1.6057706821338,0,0.999999999999842,1
CD158e1 (KIR3DL1; NKB1),0.00442074362981887,1.21530609565785,0,0.999999999999914,1
CD185 (CXCR5),0.0100529507082625,1.37364643021454,0,0.999999999999935,1
CD267 (TACI),0.0106353792251934,1.51659799688391,0,0.999999999999943,1
Podoplanin,0.00647794004770849,1.79429658711934,0,0.999999999999947,1
CD42b,0.00289684375813054,1.10915843254001,0,0.999999999999959,1
CD169 (Sialoadhesin; Siglec-1),0.00582551471952795,1.85803055886692,0,0.999999999999979,1
FcεRIα,0.00327764854928432,1.18164872663225,0,0.999999999999986,1
CD154,0.0101826169065705,1.64687316381573,0,0.999999999999992,1
CD112 (Nectin-2),0.00626299769959362,1.13617184628103,0,0.999999999999998,1
TIGIT (VSTM3),0.00546745309852983,1.36456957590925,0,0.999999999999998,1
CD41,0.0092029294788111,0.26257318533289,0,0.999999999999999,1
IgE,0.00553340004272338,1.74738628645392,0,1,1
CD163,6.58107888480915e-04,0.969425188407809,0,1,1
CX3CR1,0.00705357438886447,1.39273071224879,0,1,1
