,logFC,AveExpr,t,P.Value,adj.P.Val
CD278 (ICOS),1.1005788976407,0.290035812447303,36.4703543972584,2.42681536350452e-274,3.73729565979697e-272
CD95 (Fas),0.652114289797927,0.680454188495953,23.8355073862125,1.38274405679606e-122,1.06471292373296e-120
CD25,0.660212609789729,0.662322860801046,20.5079814748517,6.03035619721157e-92,3.09558284790194e-90
CD39,0.528599241917449,1.13526162400182,16.4432544324195,2.70438327340222e-60,1.04118756025985e-58
CD27,0.486186666209439,0.611064557788027,13.7622311780268,5.11757347650673e-43,1.57621263076407e-41
CD146,0.4408239055376,0.924220928408752,11.7289986415791,7.17534096957194e-32,1.8416708488568e-30
CD5,0.473847658157282,0.597488306120043,10.285321455633,5.39786292704635e-25,1.03908861345642e-23
CD4,0.399379958686392,0.621191847991156,10.0075413255255,9.03103570139561e-24,1.54531055334992e-22
CD3,0.2946069151061,0.870837016224588,6.64755320087861,1.56526206863698e-11,2.00875298808413e-10
CD45RO,0.232287985296328,0.738468322613069,5.5063728221561,1.87536465627526e-08,2.22158582358761e-07
CD162,0.254193946417391,0.80275387958473,5.16379748133102,1.23248573832815e-07,1.35573431216096e-06
CD28,0.216324191196134,0.704679629780657,5.09428283559501,1.78124718019311e-07,1.82874710499826e-06
HLA-A;B;C,0.232073378088616,0.820682473297807,4.74737222862992,1.04423291574884e-06,1.00507418140826e-05
CD45,0.232090560099522,0.842111585263414,4.49301019207471,3.54934411601222e-06,3.21528819921107e-05
CD71,0.206331421944812,0.0487571924050601,4.01366381231123,3.01029262944208e-05,2.3179253246704e-04
CD62L,0.171675497424156,0.347288811860738,2.83353777076445,0.00230625651213204,0.0161437955849243
CD194 (CCR4),0.159709784657342,0.848079927029105,2.22683221680635,0.0129899855651011,0.080018311081023
TCR α/β,0.154332995342661,1.10156334601022,2.20462058481428,0.013751350601391,0.0814503074082389
CD195 (CCR5),0.134794112336352,1.15723198044814,1.46116740183599,0.0719999675507909,0.382344655269717
CD7,0.137436183552076,0.568552673797711,1.19963023154135,0.115155252632817,0.591130296848462
CD137 (4-1BB),0.118642553580576,1.95894070183844,0.842322348614766,0.199813526889481,0.947878203967264
CD279 (PD-1),0.117217440917858,1.67320454319123,0.830574026930035,0.203116757992985,0.947878203967264
TIGIT (VSTM3),0.111154049096442,1.36456957590925,0.51742619507816,0.302434880762066,0.999999999966976
CD44,0.106688021482026,0.498729012047079,0.235923441584578,0.406748378499299,0.999999999966976
CD134 (OX40),0.104378603644088,1.37630359262258,0.23254588428311,0.40805933108772,0.999999999966976
CD150 (SLAM),0.0867073931540019,1.72997787715771,0,0.75400375640549,0.999999999966976
CD18,0.0738043807785281,0.536684704153811,0,0.829729318431765,0.999999999966976
CD11a,0.0620395626040603,0.678759367479056,0,0.889782853880586,0.999999999966976
CD54,0.0627862282653048,0.777514617504739,0,0.899271397450643,0.999999999966976
HLA-DR; DP; DQ,0.0520914989516917,0.0726760180839786,0,0.942118808839493,0.999999999966976
CD152 (CTLA-4),0.0642607297923893,1.51281857935736,0,0.948074470287285,0.999999999966976
CD158 (KIR2DL1/S1/S3/S5),0.0603396947712352,1.22973805574486,0,0.956476654349639,0.999999999966976
CD2,0.0460097011477252,0.599561146960462,0,0.963824928432946,0.999999999966976
CD57 Recombinant,0.0367846884461847,1.00459916850045,0,0.994699002005557,0.999999999966976
CD55,0.0299123924856324,0.787937387226218,0,0.995519716324391,0.999999999966976
CD37,0.0432458935530014,1.54748330142879,0,0.996282178083288,0.999999999966976
CD40,0.0303446569473336,0.972590680805755,0,0.997132685275107,0.999999999966976
CD172a (SIRPα),0.0266127307017741,0.984654669625819,0,0.99771631690729,0.999999999966976
CD58 (LFA-3),0.0412899799766263,1.46545775632725,0,0.997740525301669,0.999999999966976
CD352 (NTB-A),0.0257657664947026,0.968594772988374,0,0.997792945518739,0.999999999966976
CD61,0.0261787769743228,0.728956190694741,0,0.998049669218779,0.999999999966976
CD158e1 (KIR3DL1; NKB1),0.0320388970082603,1.21530609565785,0,0.998277485234407,0.999999999966976
CD107a (LAMP-1),0.0244644397335008,0.669253688169565,0,0.998376742121515,0.999999999966976
CD35,0.0211071347360583,0.731367370941593,0,0.998382668319567,0.999999999966976
Podoplanin,0.0322645733401604,1.79429658711934,0,0.998673574116564,0.999999999966976
CD268 (BAFF-R),0.0259167452022447,0.800000788429198,0,0.998729813753578,0.999999999966976
CD22,0.0252388923725261,0.473637423634752,0,0.998756731388871,0.999999999966976
CD72,0.0212252610500897,0.725345823504068,0,0.998995211623273,0.999999999966976
CD79b (Igβ),0.0307767272759046,1.21373347721137,0,0.999195248583092,0.999999999966976
CD270 (HVEM; TR2),0.0319029526564882,1.55670015771748,0,0.999354064373061,0.999999999966976
CD14,0.0222410052465505,1.09665811080441,0,0.999415304954634,0.999999999966976
FcεRIα,0.0226289525366723,1.18164872663225,0,0.999656070298335,0.999999999966976
CD19,0.0121709040845647,0.582295055199711,0,0.999656329692959,0.999999999966976
CD88 (C5aR),0.0241780011879492,1.47901269632463,0,0.999703050250621,0.999999999966976
CD196 (CCR6),0.0190047896270042,0.774831801757626,0,0.999705457051533,0.999999999966976
CD62P (P-Selectin),0.0124253645971708,0.921933804966996,0,0.999722933757748,0.999999999966976
CD142,0.0233390594351439,1.5033442748911,0,0.999744932101711,0.999999999966976
CD115 (CSF-1R),0.0252335842684525,1.6057706821338,0,0.999767350716809,0.999999999966976
CD1c,0.00562956692640813,0.665058736986403,0,0.999803126557598,0.999999999966976
CD275 (B7-H2; B7-RP1; ICOSL),0.0249211786957003,1.65401758372437,0,0.999825289712191,0.999999999966976
CD122 (IL-2Rβ),0.0169148036898644,0.777746695631305,0,0.999839678862647,0.999999999966976
CD163,0.0205503224215961,0.969425188407809,0,0.999857506261211,0.999999999966976
CD84,0.0165524855192768,0.859302362556014,0,0.999868174825553,0.999999999966976
CD354 (TREM-1),0.00873061195474281,0.930495411984188,0,0.999892575016694,0.999999999966976
GPR56,0.00730803687217071,0.9418377799017,0,0.999897386932627,0.999999999966976
CD305 (LAIR1),0.00220979657213674,0.748335059162264,0,0.999916197241611,0.999999999966976
CD223 (LAG-3),0.0175284562672792,1.53204515841842,0,0.999916745587119,0.999999999966976
CD13,0.00633506900243956,1.03024143003418,0,0.999921152351238,0.999999999966976
HLA-DR,0.011345246089041,0.672004963591876,0,0.999923612030168,0.999999999966976
CD272 (BTLA),0.0185517309307909,1.44007114634508,0,0.999925467441296,0.999999999966976
CD304 (Neuropilin-1),0.00624194105014102,0.952515078973402,0,0.999942937789557,0.999999999966976
CD93,0.0100303065609721,1.05775346804457,0,0.999951664007922,0.999999999966976
