,logFC,AveExpr,t,P.Value,adj.P.Val
CD45RA,0.533985207968917,1.18021517168135,8.34025029025305,4.17909756648905e-17,6.43581025239314e-15
CD94,0.441997369121368,1.02646105472905,6.26152161519261,1.98200090806809e-10,7.63070349606216e-09
CD56 (NCAM),0.356750569817236,1.01447812675866,5.08654263362358,1.85527552861957e-07,4.08160616296306e-06
CD335 (NKp46),0.244297864211418,1.0060142056673,3.12431678461753,8.93559759454579e-04,0.0125098366323641
CD244 (2B4),0.238377092462147,0.847270064347105,2.674207465949,0.00375120146995119,0.0444373097209602
CD7,0.198412926323114,0.568552673797711,1.64787935517625,0.0497042242746483,0.425247252127546
CD14,0.130427762149958,1.09665811080441,0.663938977564304,0.253372348117343,0.998762267025106
CD49a,0.09720863119219,1.07050945551729,0,0.518969940509821,0.998762267025106
CD314 (NKG2D),0.0931632670683966,1.28481090357007,0,0.562494138134599,0.998762267025106
CD62P (P-Selectin),0.0907526392595945,0.921933804966996,0,0.575518808698186,0.998762267025106
CD122 (IL-2Rβ),0.0897499318181219,0.777746695631305,0,0.591738053617483,0.998762267025106
CD103 (Integrin αE),0.0804690864153541,1.0934509086846,0,0.612115226216172,0.998762267025106
CD42b,0.0872469727359606,1.10915843254001,0,0.612552304045303,0.998762267025106
CD49f,0.0843314037845,0.960624013649526,0,0.617731824467082,0.998762267025106
CD63,0.0823437198913441,0.337806805448366,0,0.634034553193579,0.998762267025106
CD268 (BAFF-R),0.0785378619988035,0.800000788429198,0,0.676248965592465,0.998762267025106
CD54,0.0711133791361857,0.777514617504739,0,0.698898325623393,0.998762267025106
GPR56,0.0715985077319177,0.9418377799017,0,0.722889123825843,0.998762267025106
CD37,0.0755099889326251,1.54748330142879,0,0.726965446592682,0.998762267025106
CD85j (ILT2),0.0676921484223914,1.45771884249485,0,0.781793864444813,0.998762267025106
CD38,0.0617953887566507,1.15473488257294,0,0.79545004136091,0.998762267025106
CD151 (PETA-3),0.0591704990932335,0.518094463464495,0,0.807747407262688,0.998762267025106
CD163,0.0599371121799451,0.969425188407809,0,0.830626491728437,0.998762267025106
CD16,0.0477473468014727,0.344723534292302,0,0.858772850956911,0.998762267025106
CD272 (BTLA),0.0554524234483356,1.44007114634508,0,0.860951857060717,0.998762267025106
CD11b,0.0461393718576813,0.587276824399862,0,0.867154825420762,0.998762267025106
CD161,0.0475460746019572,1.16346677836962,0,0.873871027211134,0.998762267025106
CD158e1 (KIR3DL1; NKB1),0.0483746565241884,1.21530609565785,0,0.877648135846434,0.998762267025106
CD83,0.050471187469374,1.60528451958435,0,0.896555400100413,0.998762267025106
IgD,0.0390058668352978,0.537839778682976,0,0.901181172500815,0.998762267025106
CD20,0.03960232024117,0.76759917273192,0,0.903042643563283,0.998762267025106
CD81 (TAPA-1),0.0526030584163927,0.445695371795737,0,0.906729501698601,0.998762267025106
NKp80,0.0429445976213946,1.75995834234008,0,0.91952651408852,0.998762267025106
CD162,0.0188870227336577,0.80275387958473,0,0.940851210374376,0.998762267025106
CD69,0.0210738852134856,0.568179612739478,0,0.942136317064034,0.998762267025106
CD24,0.0293278602462642,1.84591869632983,0,0.954605081172381,0.998762267025106
CD72,0.0192796791748003,0.725345823504068,0,0.958200529139001,0.998762267025106
CD154,0.0278416689424533,1.64687316381573,0,0.964750542771097,0.998762267025106
Podoplanin,0.0226607020238674,1.79429658711934,0,0.965767062797508,0.998762267025106
CD119 (IFN-γ R α chain),0.0221307858016594,1.397086161178,0,0.970057716087881,0.998762267025106
CD270 (HVEM; TR2),0.023899037022177,1.55670015771748,0,0.971010762627826,0.998762267025106
CD196 (CCR6),0.0174092549860488,0.774831801757626,0,0.97109589508955,0.998762267025106
CD107a (LAMP-1),0.0128629987530445,0.669253688169565,0,0.972778835620746,0.998762267025106
CD88 (C5aR),0.0199817240005916,1.47901269632463,0,0.973161885752385,0.998762267025106
CD47,0.0102797456673225,0.33624318221812,0,0.976974998877463,0.998762267025106
CD134 (OX40),0.0281214756651234,1.37630359262258,0,0.977141492843789,0.998762267025106
CD155 (PVR),0.0113670200550778,0.970946304072777,0,0.980660452236902,0.998762267025106
LOX-1,0.0205482574530306,1.36316862999863,0,0.981131751149468,0.998762267025106
CD303 (BDCA-2),0.0157587059512658,1.6514778678466,0,0.982606219662062,0.998762267025106
CD267 (TACI),0.010995469816898,1.51659799688391,0,0.988069231785978,0.998762267025106
CD223 (LAG-3),0.00863301326212877,1.53204515841842,0,0.990144776467525,0.998762267025106
CX3CR1,0.0164604603384767,1.39273071224879,0,0.990693400310683,0.998762267025106
HLA-DR,0.00603630867634139,0.672004963591876,0,0.990964422755819,0.998762267025106
CD116,0.00615771893112619,1.53138135471944,0,0.993672034062562,0.998762267025106
CD142,0.00482347457540317,1.5033442748911,0,0.994438316460919,0.998762267025106
CD354 (TREM-1),0.00279975091267986,0.930495411984188,0,0.994918479016234,0.998762267025106
CD274 (B7-H1; PD-L1),0.00191943126894903,1.21719567055669,0,0.997394379864378,0.998762267025106
CD23,0.00485151024641945,1.28198288529916,0,0.998762267025106,0.998762267025106
