,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS,14,Up,1.33971032694993e-115,2.05109651056034e-112
2,REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,33,Up,3.18268671749595e-42,2.43634668224315e-39
3,REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,6,Up,6.9435428430664e-33,3.54352136424489e-30
4,REACTOME_VLDL_ASSEMBLY,5,Up,4.98488874506133e-29,1.90796616717222e-26
5,REACTOME_VLDL_CLEARANCE,6,Up,3.54682728908076e-24,1.08603851591653e-21
6,REACTOME_IRON_UPTAKE_AND_TRANSPORT,53,Up,4.23440861254467e-22,1.08047993096765e-19
7,REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS,55,Up,4.54580029486378e-21,9.94231464490921e-19
8,REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING,70,Up,4.48706404258803e-20,8.58711881150284e-18
9,REACTOME_ANTIMICROBIAL_PEPTIDES,29,Up,6.12332167278716e-20,1.04164505344857e-17
10,REACTOME_METAL_SEQUESTRATION_BY_ANTIMICROBIAL_PROTEINS,4,Up,2.24657262237981e-16,3.43950268486349e-14
11,REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,12,Up,3.51523366953574e-16,4.8925661345993e-14
12,REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS,13,Up,2.23878965472299e-15,2.85632246781741e-13
13,REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,99,Up,6.89028833216417e-15,8.1146395665718e-13
14,REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_MYELOID_CELLS,7,Up,4.15736828538942e-13,4.54637917495086e-11
15,REACTOME_NEUTROPHIL_DEGRANULATION,440,Up,4.51482642706261e-12,4.60813283988857e-10
16,REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY,15,Up,2.67264443409611e-11,2.55738664287571e-09
17,REACTOME_AMYLOID_FIBER_FORMATION,40,Up,1.41266393630801e-07,1.27222852146328e-05
18,REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING,13,Up,2.98116582676684e-07,2.5356471559889e-05
19,REACTOME_TRIGLYCERIDE_CATABOLISM,17,Up,1.06016996098077e-06,8.54273794874508e-05
20,REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE,32,Up,8.4311364471166e-06,6.45403495026776e-04
21,REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND,14,Up,4.01212091286821e-05,0.00292502719885773
22,REACTOME_COMPLEMENT_CASCADE,37,Up,4.43408355918841e-05,0.00300897065011337
23,REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR,13,Up,4.58010516378853e-05,0.00300897065011337
24,REACTOME_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS,14,Up,4.71687103871463e-05,0.00300897065011337
25,REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX,36,Up,1.14359035874096e-04,0.00673398784320158
26,REACTOME_INNATE_IMMUNE_SYSTEM,892,Up,1.27752856968215e-04,0.00724406014882729
