,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,50,Up,0,0
2,REACTOME_INTERFERON_SIGNALING,164,Up,2.32098649795673e-143,1.77671516418588e-140
3,REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES,78,Up,1.39460522786712e-111,7.11713534621519e-109
4,REACTOME_OAS_ANTIVIRAL_RESPONSE,7,Up,2.8110895348514e-57,1.07594451946437e-54
5,REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING,32,Up,5.89013858969297e-40,1.80356043616399e-37
6,REACTOME_INTERFERON_GAMMA_SIGNALING,71,Up,2.26153434284758e-21,5.77068179816608e-19
7,REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS,28,Up,1.0027247466037e-19,2.19310226721467e-17
8,REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA,64,Up,1.33345374298739e-19,2.55189710064212e-17
9,REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS,41,Up,4.55114978908321e-19,7.74201147454044e-17
10,REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE,35,Up,3.8231747110093e-15,5.85328048255524e-13
11,REACTOME_REGULATION_OF_IFNA_SIGNALING,14,Up,1.5402142518e-13,2.14369819955073e-11
12,REACTOME_DNA_DAMAGE_BYPASS,44,Up,1.71428067846211e-11,2.18713643227125e-09
13,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,735,Up,8.0939414422169e-11,9.53217257541082e-09
14,REACTOME_INFLUENZA_INFECTION,70,Up,1.19839258037911e-09,1.31052788611459e-07
15,REACTOME_INTERLEUKIN_9_SIGNALING,8,Up,1.27510098546765e-07,1.30145307250065e-05
16,REACTOME_INTERLEUKIN_21_SIGNALING,10,Up,3.32362480532366e-06,3.18029348559408e-04
17,REACTOME_INTERLEUKIN_6_SIGNALING,11,Up,1.09104250142677e-05,9.27992260935768e-04
18,REACTOME_INTERLEUKIN_27_SIGNALING,11,Up,1.09104250142677e-05,9.27992260935768e-04
19,REACTOME_PYRIMIDINE_CATABOLISM,9,Up,1.73381002891447e-05,0.0013970858706674
20,REACTOME_INTERLEUKIN_35_SIGNALLING,12,Up,2.94207619460762e-05,0.00211257534328791
21,REACTOME_SIGNALING_BY_PDGFRA_TRANSMEMBRANE_JUXTAMEMBRANE_AND_KINASE_DOMAIN_MUTANTS,12,Up,2.94207619460762e-05,0.00211257534328791
22,REACTOME_SUPPRESSION_OF_APOPTOSIS,7,Up,3.03570591458746e-05,0.00211257534328791
23,REACTOME_REGULATION_OF_IFNG_SIGNALING,14,Up,1.40252620536208e-04,0.00933594617569282
24,REACTOME_SIGNALING_BY_CYTOSOLIC_FGFR1_FUSION_MUTANTS,17,Up,7.36068969468472e-04,0.0469550663440096
25,REACTOME_TRAIL_SIGNALING,8,Up,8.14463211878138e-04,0.0498777270954172
26,REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING,21,Up,0.00198484072577961,0.116876582737253
27,REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING,20,Up,0.00235558038558271,0.128799770368826
28,REACTOME_SIGNALING_BY_PDGFR_IN_DISEASE,20,Up,0.00235558038558271,0.128799770368826
29,REACTOME_DEX_H_BOX_HELICASES_ACTIVATE_TYPE_I_IFN_AND_INFLAMMATORY_CYTOKINES_PRODUCTION,7,Up,0.00291258639649634,0.153764474932273
30,REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION,22,Up,0.00429228244345953,0.211983368417309
31,REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING,22,Up,0.00429228244345955,0.211983368417309
32,REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS,26,Up,0.00469095315782844,0.224432790144854
33,REACTOME_NOTCH3_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,23,Up,0.00557249635997931,0.251318877340503
34,REACTOME_REGULATION_BY_C_FLIP,11,Up,0.00558121608724827,0.251318877340503
35,REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY,13,Up,0.00667325778801941,0.291907362098792
36,REACTOME_NUCLEOBASE_CATABOLISM,29,Up,0.00976204957964965,0.411170094428211
37,REACTOME_NICOTINAMIDE_SALVAGING,18,Up,0.0099368344179254,0.411170094428211
38,REACTOME_PYRIMIDINE_SALVAGE,10,Up,0.0112970335923475,0.452499359807909
39,REACTOME_IRF3_MEDIATED_INDUCTION_OF_TYPE_I_IFN,10,Up,0.0115267635744667,0.452499359807909
40,REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY,67,Up,0.0164541829796231,0.629783853545074
41,REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION,16,Up,0.0174457988381329,0.636752871471973
42,REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION,29,Up,0.0182934449328531,0.636752871471973
43,REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE,29,Up,0.0182934449328531,0.636752871471973
44,REACTOME_TICAM1_DEPENDENT_ACTIVATION_OF_IRF3_IRF7,11,Up,0.0182998865739822,0.636752871471973
45,REACTOME_SYNTHESIS_OF_LIPOXINS_LX,5,Up,0.0220174510103802,0.749082611042048
46,REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY,5,Up,0.0234954313054373,0.781989246274445
47,REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND,16,Up,0.0287054838203512,0.927460371666156
48,REACTOME_METALLOTHIONEINS_BIND_METALS,9,Up,0.0290777908817606,0.927460371666156
49,REACTOME_MODULATION_BY_MTB_OF_HOST_IMMUNE_SYSTEM,6,Up,0.030859131239434,0.964190406685174
50,REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES,13,Up,0.0319212009987538,0.976548016702223
