,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_REGULATION_OF_FOXO_TRANSCRIPTIONAL_ACTIVITY_BY_ACETYLATION,10,Up,1.93607198038202e-43,2.96412620196488e-40
2,REACTOME_THE_NLRP3_INFLAMMASOME,15,Up,1.92517269095315e-28,1.47371969492464e-25
3,REACTOME_INFLAMMASOMES,20,Up,5.20209553307116e-21,2.65480275371065e-18
4,REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION,24,Up,2.52134629718517e-17,9.65045295247625e-15
5,REACTOME_FOXO_MEDIATED_TRANSCRIPTION,56,Up,4.46619917052466e-07,4.88410780719519e-05
6,REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,16,Up,7.54449212254777e-06,6.79448084683566e-04
7,REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS,54,Up,2.3282249753506e-05,0.00154978801620077
8,REACTOME_RESPONSE_OF_EIF2AK1_HRI_TO_HEME_DEFICIENCY,15,Up,2.44023527232447e-04,0.010377778338691
9,REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,26,Up,0.00649162461026494,0.180703223242102
10,REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS,29,Up,0.0103938620273807,0.258331537540055
11,REACTOME_PERK_REGULATES_GENE_EXPRESSION,31,Up,0.0135394954065892,0.315284240365742
12,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX,38,Up,0.0275714687035776,0.574210536676717
13,REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS,14,Up,0.0668003068809598,0.984547335414401
14,REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION,78,Up,0.143837808163832,0.984547335414401
15,REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,8,Up,0.146375949790487,0.984547335414401
16,REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR,90,Up,0.178199779791029,0.984547335414401
17,REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,33,Up,0.232100714213501,0.984547335414401
18,REACTOME_LEISHMANIA_INFECTION,193,Up,0.33662180249371,0.984547335414401
19,REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS,55,Up,0.351230842379416,0.984547335414401
20,REACTOME_SELENOAMINO_ACID_METABOLISM,22,Up,0.363688233316311,0.984547335414401
21,REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,25,Up,0.390566166378313,0.984547335414401
22,REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,26,Up,0.398653298752443,0.984547335414401
23,REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING,70,Up,0.405228149075359,0.984547335414401
24,REACTOME_NONSENSE_MEDIATED_DECAY_NMD,30,Up,0.427437473066353,0.984547335414401
25,REACTOME_EUKARYOTIC_TRANSLATION_INITIATION,34,Up,0.451591038075169,0.984547335414401
26,REACTOME_IRON_UPTAKE_AND_TRANSPORT,53,Up,0.516789948875304,0.984547335414401
27,REACTOME_INFLUENZA_INFECTION,70,Up,0.569171204910265,0.984547335414401
28,REACTOME_RRNA_PROCESSING,111,Up,0.623969851786392,0.984547335414401
29,REACTOME_TRANSLATION,187,Up,0.66862048009919,0.984547335414401
30,REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION,1205,Up,0.712795126552051,0.984547335414401
31,REACTOME_TRANSPORT_OF_SMALL_MOLECULES,589,Up,0.733835182252249,0.984547335414401
32,REACTOME_METABOLISM_OF_LIPIDS,645,Up,0.764064664718733,0.984547335414401
33,REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,242,Up,0.772713419461731,0.984547335414401
34,REACTOME_NEURONAL_SYSTEM,280,Up,0.786489138568948,0.984547335414401
35,REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE,268,Up,0.787846857386953,0.984547335414401
36,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,242,Up,0.791103452572365,0.984547335414401
37,REACTOME_MITOTIC_PROMETAPHASE,194,Up,0.798628097870881,0.984547335414401
38,REACTOME_PHOSPHOLIPID_METABOLISM,193,Up,0.798811880237083,0.984547335414401
39,REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES,191,Up,0.799183423929166,0.984547335414401
40,REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC,187,Up,0.799942878004052,0.984547335414401
41,REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,184,Up,0.800527317662723,0.984547335414401
42,REACTOME_CILIUM_ASSEMBLY,178,Up,0.801736467774816,0.984547335414401
43,REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION,172,Up,0.803002790649374,0.984547335414401
44,REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,171,Up,0.803219716648151,0.984547335414401
