,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS,28,Up,1.00099095220586e-25,1.53251714782718e-22
2,REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,48,Up,2.10572224942976e-23,1.61193038193848e-20
3,REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY,18,Up,1.25112132476616e-18,6.38488916072331e-16
4,REACTOME_UPTAKE_AND_FUNCTION_OF_DIPHTHERIA_TOXIN,6,Up,2.74483940350325e-18,1.05058728169087e-15
5,REACTOME_TFAP2A_ACTS_AS_A_TRANSCRIPTIONAL_REPRESSOR_DURING_RETINOIC_ACID_INDUCED_CELL_DIFFERENTIATION,5,Up,3.70102554651614e-14,1.13325402234324e-11
6,REACTOME_ARYL_HYDROCARBON_RECEPTOR_SIGNALLING,7,Up,6.81801921206537e-13,1.73973123561201e-10
7,REACTOME_FOLDING_OF_ACTIN_BY_CCT_TRIC,10,Up,9.15130012336695e-12,2.00152006983926e-09
8,REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY,98,Up,2.1240487514924e-09,4.06489829816859e-07
9,REACTOME_ATTENUATION_PHASE,24,Up,1.68938663449424e-08,2.87383437490076e-06
10,REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS,11,Up,6.72551936312023e-08,1.02967701449371e-05
11,REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS,140,Up,4.11252458396534e-07,5.72388648913721e-05
12,REACTOME_HSF1_DEPENDENT_TRANSACTIVATION,29,Up,6.303896530448e-07,8.0427213234299e-05
13,REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION,16,Up,7.01720858014678e-07,8.26411256631132e-05
14,REACTOME_NGF_STIMULATED_TRANSCRIPTION,36,Up,9.39052285975868e-07,1.0269207498779e-04
15,REACTOME_HSF1_ACTIVATION,24,Up,1.66839015099894e-06,1.70287021411959e-04
16,REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,114,Up,2.257478759303e-06,2.16012498780806e-04
17,REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONE_GENES,10,Up,7.80642517570795e-06,7.0303746729464e-04
18,REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC,21,Up,1.34307142927872e-05,0.00114235686568095
19,REACTOME_THE_NLRP3_INFLAMMASOME,15,Up,2.69831011388283e-05,0.00217426988650242
20,REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,79,Up,5.02865855690803e-05,0.00384943812531309
21,REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONES,12,Up,6.04411517906264e-05,0.00440644778054519
22,REACTOME_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM,21,Up,1.03378229556481e-04,0.00719418497504423
23,REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING,34,Up,1.4633942046001e-04,0.00974111533583807
24,REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT,71,Up,1.77577981020864e-04,0.0113279953726226
25,REACTOME_MRNA_SPLICING_MINOR_PATHWAY,52,Up,2.06494385371972e-04,0.0126457161601796
26,REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA,53,Up,2.4565742103295e-04,0.0144654427539018
27,REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION,54,Up,2.68160205572077e-04,0.0152056768418833
28,REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING,28,Up,3.25052779493304e-04,0.0177734216215803
29,REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS,36,Up,3.6810868951639e-04,0.019433600125848
30,REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS,24,Up,3.85990735746901e-04,0.0196983938809502
31,REACTOME_GLUCONEOGENESIS,26,Up,4.18939077856702e-04,0.0206901847806003
32,REACTOME_INFLAMMASOMES,20,Up,4.7101647572516e-04,0.0224288053951825
33,REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR,49,Up,4.83442572201843e-04,0.0224288053951825
34,REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS,37,Up,5.44746112886114e-04,0.0245295970243718
35,REACTOME_RUNX1_AND_FOXP3_CONTROL_THE_DEVELOPMENT_OF_REGULATORY_T_LYMPHOCYTES_TREGS,10,Up,7.64786789208758e-04,0.0334539592651031
36,REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION,6,Up,0.00103752469980913,0.0441236198724382
37,REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS,87,Up,0.00113874260064626,0.0471193222051197
38,REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION,88,Up,0.00124245151299521,0.0500577175367279
39,REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS,128,Up,0.0014173139633209,0.0544903931384652
40,REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES,29,Up,0.00142365494809837,0.0544903931384652
41,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN,21,Up,0.00160813341351211,0.0600500550265132
42,REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,19,Up,0.00169319429023508,0.0617209632940454
43,REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR,108,Up,0.00191798067612609,0.068289032910443
44,REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION,24,Up,0.00196280853793199,0.0682968152630428
45,REACTOME_SCAVENGING_BY_CLASS_F_RECEPTORS,6,Up,0.00277102305742518,0.0906560997551086
46,REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS,85,Up,0.00277725692476116,0.0906560997551086
47,REACTOME_METABOLISM_OF_POLYAMINES,58,Up,0.00278304159927505,0.0906560997551086
48,REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA,28,Up,0.002896027466728,0.092371209407512
49,REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,189,Up,0.00340918883843892,0.104389362233
50,REACTOME_TRIGLYCERIDE_CATABOLISM,17,Up,0.00361500467487647,0.1085210226909
