,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_DISSOLUTION_OF_FIBRIN_CLOT,12,Up,4.68112528706342e-48,7.16680281449409e-45
2,REACTOME_FORMYL_PEPTIDE_RECEPTORS_BIND_FORMYL_PEPTIDES_AND_MANY_OTHER_LIGANDS,8,Up,1.28468671373064e-33,9.83427679360806e-31
3,REACTOME_DEPOLYMERISATION_OF_THE_NUCLEAR_LAMINA,15,Up,6.74879679978455e-24,3.44413596682338e-21
4,REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,36,Up,5.7343958613067e-20,2.19484001591514e-17
5,REACTOME_INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION,19,Up,1.72050593566972e-18,5.26818917502068e-16
6,REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH,24,Up,4.93950833658957e-18,1.26039787721977e-15
7,REACTOME_APOPTOTIC_EXECUTION_PHASE,44,Up,1.16066791581225e-15,2.53854654158364e-13
8,REACTOME_SMOOTH_MUSCLE_CONTRACTION,31,Up,5.60444836203741e-15,1.07255130528491e-12
9,REACTOME_REGULATION_OF_FOXO_TRANSCRIPTIONAL_ACTIVITY_BY_ACETYLATION,10,Up,1.90615348076056e-14,3.24257886560491e-12
10,REACTOME_MEIOTIC_SYNAPSIS,32,Up,1.71139048265468e-11,2.62013882894432e-09
11,REACTOME_LRR_FLII_INTERACTING_PROTEIN_1_LRRFIP1_ACTIVATES_TYPE_I_IFN_PRODUCTION,5,Up,1.01778749652338e-10,1.41657514288845e-08
12,REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS,12,Up,1.01437477471779e-09,1.29417315007745e-07
13,REACTOME_THE_NLRP3_INFLAMMASOME,15,Up,1.25313568209103e-09,1.47580825329336e-07
14,REACTOME_REDUCTION_OF_CYTOSOLIC_CA_LEVELS,9,Up,5.0436182214769e-09,5.51555678362938e-07
15,REACTOME_PROTEIN_REPAIR,6,Up,3.78611821516308e-08,3.86436465827645e-06
16,REACTOME_INFLAMMASOMES,20,Up,3.13570279218313e-07,3.00047560927023e-05
17,REACTOME_MEIOSIS,51,Up,8.95000702749221e-07,8.06027103475916e-05
18,REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY,18,Up,1.47278579790144e-06,1.2526861425484e-04
19,REACTOME_MUSCLE_CONTRACTION,137,Up,1.6693440782583e-06,1.34513988621761e-04
20,REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES,49,Up,1.86888050346138e-06,1.43062802539969e-04
21,REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION,24,Up,4.88788880006321e-06,3.56350369185561e-04
22,REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN,53,Up,6.5049666700561e-06,4.52686544175268e-04
23,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,102,Up,1.03749666353217e-05,6.90611909507717e-04
24,REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION,10,Up,4.27698626373449e-05,0.00272836082074063
25,REACTOME_REPRODUCTION,66,Up,4.61711470101141e-05,0.00282752104289939
26,REACTOME_STRIATED_MUSCLE_CONTRACTION,24,Up,5.5339463395485e-05,0.00316852321345627
27,REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY,70,Up,2.39395414916815e-04,0.0130897992942016
28,REACTOME_NETRIN_1_SIGNALING,42,Up,3.75166666113489e-04,0.0193559480454326
29,REACTOME_PLATELET_CALCIUM_HOMEOSTASIS,21,Up,3.7928049729783e-04,0.0193559480454326
30,REACTOME_LATE_ENDOSOMAL_MICROAUTOPHAGY,30,Up,4.81296833156984e-04,0.0237698532762368
31,REACTOME_MET_INTERACTS_WITH_TNS_PROTEINS,5,Up,6.92036406811212e-04,0.0331096168383739
32,REACTOME_HYALURONAN_METABOLISM,14,Up,7.66887562927368e-04,0.0355789351164182
33,REACTOME_MITOTIC_PROPHASE,82,Up,0.00115592033050962,0.0520504125297126
34,REACTOME_SIGNALING_BY_CYTOSOLIC_FGFR1_FUSION_MUTANTS,17,Up,0.00122741855241105,0.053690794392609
35,REACTOME_AGGREPHAGY,36,Up,0.00152955493296672,0.0650485722881125
36,REACTOME_PROGRAMMED_CELL_DEATH,169,Up,0.00201271664589455,0.0832829509422853
37,REACTOME_FIBRONECTIN_MATRIX_FORMATION,6,Up,0.00214396697525625,0.0863793010294033
38,REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR,90,Up,0.00255477658231494,0.0977840736881044
39,REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION,22,Up,0.00593414551721747,0.221589677728291
40,REACTOME_ONCOGENIC_MAPK_SIGNALING,66,Up,0.0070127698544034,0.249687224350968
41,REACTOME_FOXO_MEDIATED_TRANSCRIPTION,56,Up,0.00847270954897726,0.285722792996862
42,REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS,54,Up,0.00858474753615652,0.285722792996862
43,REACTOME_CHL1_INTERACTIONS,8,Up,0.00901630041745707,0.293701190194187
44,REACTOME_ION_HOMEOSTASIS,37,Up,0.0145261015165359,0.463322112954511
45,REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE,29,Up,0.0218121801136597,0.681519341918633
46,REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES,42,Up,0.0255870791413069,0.76811408167335
47,REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES,29,Up,0.0318924802713781,0.921271458405281
48,REACTOME_RECYCLING_PATHWAY_OF_L1,35,Up,0.0422675794459213,0.980845931738951
49,REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES,32,Up,0.0509169043466136,0.980845931738951
50,REACTOME_CHK1_CHK2_CDS1_MEDIATED_INACTIVATION_OF_CYCLIN_B_CDK1_COMPLEX,13,Up,0.0547096541018658,0.980845931738951
