,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION,16,Up,7.35460969155513e-25,1.12599074377709e-21
2,REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION,32,Up,3.20355822282268e-21,2.45232381957076e-18
3,REACTOME_DECTIN_2_FAMILY,21,Up,4.37953100879034e-20,2.23502065815267e-17
4,REACTOME_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS,13,Up,2.22662482402677e-15,8.52240651396247e-13
5,REACTOME_SYNTHESIS_OF_LIPOXINS_LX,5,Up,5.38742224620971e-15,1.64962869178941e-12
6,REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION,31,Up,1.00564649507458e-14,2.56607463993198e-12
7,REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS,6,Up,1.68275598742166e-14,3.68042773820367e-12
8,REACTOME_OTHER_SEMAPHORIN_INTERACTIONS,17,Up,9.28488245667655e-14,1.77689438014648e-11
9,REACTOME_SODIUM_CALCIUM_EXCHANGERS,7,Up,1.26055127052665e-12,2.14433777241812e-10
10,REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS,12,Up,6.32638476335112e-12,9.68569507269056e-10
11,REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,111,Up,4.62125392843447e-10,5.44241520341013e-08
12,REACTOME_REDUCTION_OF_CYTOSOLIC_CA_LEVELS,9,Up,7.88951177469153e-10,8.62774466218053e-08
13,REACTOME_P2Y_RECEPTORS,9,Up,1.55602615273976e-09,1.58818402656304e-07
14,REACTOME_SEMAPHORIN_INTERACTIONS,61,Up,1.74045958781222e-09,1.66540226808781e-07
15,REACTOME_INTERLEUKIN_18_SIGNALING,6,Up,6.24380792618353e-09,5.62309996175705e-07
16,REACTOME_DAP12_INTERACTIONS,35,Up,2.35015985042777e-08,1.99894151722496e-06
17,REACTOME_DAP12_SIGNALING,28,Up,3.23510503759252e-08,2.60681358555482e-06
18,REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN,13,Up,3.48167741579863e-08,2.66522406179385e-06
19,REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION,24,Up,5.2184143375919e-08,3.80447254802533e-06
20,REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY,18,Up,1.162242312858e-07,8.08814991357089e-06
21,REACTOME_RHO_GTPASES_ACTIVATE_PKNS,32,Up,1.36646876943935e-07,9.09592906961583e-06
22,REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,8,Up,1.83173752121536e-07,1.16849589374196e-05
23,REACTOME_CHK1_CHK2_CDS1_MEDIATED_INACTIVATION_OF_CYCLIN_B_CDK1_COMPLEX,13,Up,2.26379051991069e-07,1.3863453143933e-05
24,REACTOME_AMYLOID_FIBER_FORMATION,38,Up,2.49361231187367e-07,1.46835401903023e-05
25,REACTOME_FORMYL_PEPTIDE_RECEPTORS_BIND_FORMYL_PEPTIDES_AND_MANY_OTHER_LIGANDS,8,Up,4.13534839825579e-07,2.34489570286282e-05
26,REACTOME_BIOSYNTHESIS_OF_SPECIALIZED_PRORESOLVING_MEDIATORS_SPMS,13,Up,1.0049039064249e-06,5.49467100263046e-05
27,REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS,13,Up,1.26651529522877e-06,6.68632729998359e-05
28,REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS,131,Up,1.35245104960396e-06,6.90200852314553e-05
29,REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA,15,Up,2.18450859189751e-06,1.078865372321e-04
30,REACTOME_ACTIVATION_OF_RAC1_DOWNSTREAM_OF_NMDARS,7,Up,1.37219772059418e-05,6.56510846946777e-04
31,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,97,Up,2.41034424431152e-05,0.00111825364789119
32,REACTOME_THE_NLRP3_INFLAMMASOME,15,Up,3.28629135287254e-05,0.00144051141206237
33,REACTOME_NEUTROPHIL_DEGRANULATION,434,Up,3.29313516800672e-05,0.00144051141206237
34,REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE,33,Up,3.66713170968376e-05,0.00155954962431273
35,REACTOME_CD28_DEPENDENT_VAV1_PATHWAY,12,Up,8.21376364337932e-05,0.00331056032191254
36,REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX,16,Up,8.21693613538058e-05,0.00331056032191254
37,REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,35,Up,9.13121148320982e-05,0.00349497119519856
38,REACTOME_MODULATION_BY_MTB_OF_HOST_IMMUNE_SYSTEM,6,Up,1.4340387876335e-04,0.00524520490540884
39,REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING,40,Up,1.43891969972026e-04,0.00524520490540884
40,REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS,25,Up,1.79096702489667e-04,0.0063766756165507
41,REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE,63,Up,1.89895489412557e-04,0.00660749987024146
42,REACTOME_DISSOLUTION_OF_FIBRIN_CLOT,12,Up,2.49452575350458e-04,0.0084869309524789
43,REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING,129,Up,2.58637175547213e-04,0.00860811990788659
44,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,50,Up,2.6784225712803e-04,0.00866097626097763
45,REACTOME_RHO_GTPASES_ACTIVATE_PAKS,21,Up,2.71539425556451e-04,0.00866097626097763
46,REACTOME_PLATELET_CALCIUM_HOMEOSTASIS,21,Up,2.99089994483471e-04,0.00915813563108387
47,REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION,79,Up,5.3921805818046e-04,0.0160559451159536
48,REACTOME_REGULATION_OF_FOXO_TRANSCRIPTIONAL_ACTIVITY_BY_ACETYLATION,10,Up,5.45335823664003e-04,0.0160559451159536
49,REACTOME_SMOOTH_MUSCLE_CONTRACTION,31,Up,5.6347534421211e-04,0.0162769953205423
50,REACTOME_INFLAMMASOMES,20,Up,5.95228821755468e-04,0.0168758393723634
