,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_METAL_SEQUESTRATION_BY_ANTIMICROBIAL_PROTEINS,4,Up,9.10945711436498e-82,1.39465788420928e-78
2,REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS,12,Up,4.292268009203e-59,3.28573116104489e-56
3,REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND,13,Up,2.7482303368644e-55,1.4025135485798e-52
4,REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES,22,Up,1.74258237207813e-38,6.66973402912903e-36
5,REACTOME_ANTIMICROBIAL_PEPTIDES,28,Up,1.24447296686579e-35,3.81057622454305e-33
6,REACTOME_NEUTROPHIL_DEGRANULATION,434,Up,8.12095000282437e-33,2.07219574238735e-30
7,REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,29,Up,3.07214351879027e-22,6.71921675323985e-20
8,REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD,3,Up,8.85233491158401e-19,1.35529247496351e-16
9,REACTOME_DEFECTIVE_CHST14_CAUSES_EDS_MUSCULOCONTRACTURAL_TYPE,3,Up,8.85233491158401e-19,1.35529247496351e-16
10,REACTOME_DEFECTIVE_CHSY1_CAUSES_TPBS,3,Up,8.85233491158401e-19,1.35529247496351e-16
11,REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES,8,Up,6.16413472552969e-17,8.57935478616906e-15
12,REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,12,Up,9.53280798833819e-16,1.20127371170613e-13
13,REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,6,Up,1.0200233998811e-15,1.20127371170613e-13
14,REACTOME_CS_DS_DEGRADATION,8,Up,1.24536275472674e-15,1.36189312677617e-13
15,REACTOME_LECTIN_PATHWAY_OF_COMPLEMENT_ACTIVATION,1,Up,2.1263211752506e-15,2.03462357456791e-13
16,REACTOME_FICOLINS_BIND_TO_REPETITIVE_CARBOHYDRATE_STRUCTURES_ON_THE_TARGET_CELL_SURFACE,1,Up,2.1263211752506e-15,2.03462357456791e-13
17,REACTOME_BIOSYNTHESIS_OF_EPA_DERIVED_SPMS,6,Up,3.92759886531293e-15,3.53714933105535e-13
18,REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2,105,Up,5.00139931515632e-15,4.25396797305796e-13
19,REACTOME_AMYLOID_FIBER_FORMATION,38,Up,5.70880828887662e-15,4.60009762645795e-13
20,REACTOME_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS,13,Up,6.22332014691915e-14,4.76395157246661e-12
21,REACTOME_BIOSYNTHESIS_OF_SPECIALIZED_PRORESOLVING_MEDIATORS_SPMS,13,Up,6.79509444987856e-14,4.95394742988765e-12
22,REACTOME_INNATE_IMMUNE_SYSTEM,882,Up,1.4935474383157e-13,1.03937324002788e-11
