,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS,12,Up,4.46897843889612e-40,6.84200598994996e-37
2,REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR,13,Up,1.55728228946125e-24,1.19209959258259e-21
3,REACTOME_NEUTROPHIL_DEGRANULATION,434,Up,1.07564374014307e-22,5.48936855386348e-20
4,REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2,105,Up,2.16593487700137e-19,8.29011574172274e-17
5,REACTOME_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS,13,Up,3.92005824205939e-19,1.20032183371859e-16
6,REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY,5,Up,1.05981822672378e-17,2.70430284185685e-15
7,REACTOME_IRON_UPTAKE_AND_TRANSPORT,53,Up,4.78305985494887e-17,1.04612351970382e-14
8,REACTOME_AMYLOID_FIBER_FORMATION,38,Up,7.96397472670535e-15,1.52410566332324e-12
9,REACTOME_DISSOLUTION_OF_FIBRIN_CLOT,12,Up,9.98900915066026e-14,1.69924144551787e-11
10,REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION,36,Up,1.0928517640639e-12,1.67315605078184e-10
11,REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,96,Up,3.04373039623071e-12,4.23631930602657e-10
12,REACTOME_INSULIN_RECEPTOR_RECYCLING,23,Up,6.55325164607137e-12,8.3608568917794e-10
13,REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,214,Up,1.42535498680258e-11,1.67862960368826e-09
14,REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING,29,Up,4.54474672787326e-11,4.97000517169568e-09
15,REACTOME_INNATE_IMMUNE_SYSTEM,882,Up,2.67875041393088e-10,2.73411125581878e-08
16,REACTOME_OTHER_SEMAPHORIN_INTERACTIONS,17,Up,2.95209257135621e-10,2.82478357921647e-08
17,REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,6,Up,5.66548015028528e-10,5.10226477063927e-08
18,REACTOME_PTK6_PROMOTES_HIF1A_STABILIZATION,6,Up,6.33082940234996e-10,5.38472211944322e-08
19,REACTOME_INTERLEUKIN_10_SIGNALING,44,Up,7.36307986711632e-10,5.93309225081847e-08
20,REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,29,Up,8.09504511456121e-10,6.19675703519661e-08
21,REACTOME_INTERLEUKIN_12_SIGNALING,44,Up,8.55494578185999e-10,6.2369628533465e-08
22,REACTOME_FORMYL_PEPTIDE_RECEPTORS_BIND_FORMYL_PEPTIDES_AND_MANY_OTHER_LIGANDS,8,Up,1.65157755835551e-09,1.14934783720104e-07
23,REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN,13,Up,5.20635069222441e-09,3.46561865643286e-07
24,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,97,Up,5.93761817322656e-09,3.78770559300411e-07
25,REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES,32,Up,9.60998040657002e-09,5.88515200098348e-07
26,REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING,54,Up,1.18563431510963e-08,6.98156206320323e-07
27,REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS,17,Up,1.2485389857839e-08,7.07967847124132e-07
28,REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY,15,Up,2.40559422484236e-08,1.31534455651202e-06
29,REACTOME_DECTIN_2_FAMILY,21,Up,3.85004386021916e-08,2.03255763792949e-06
30,REACTOME_COLLAGEN_DEGRADATION,44,Up,1.17889889162107e-07,6.0163140102395e-06
31,REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING,70,Up,2.1028678125303e-07,1.03854536160771e-05
32,REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS,13,Up,2.24040290371011e-07,1.07189276424381e-05
