,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_HSF1_ACTIVATION,24,Up,0,0
2,REACTOME_ATTENUATION_PHASE,24,Up,0,0
3,REACTOME_HSF1_DEPENDENT_TRANSACTIVATION,29,Up,1.15908146538045e-285,5.91517907832487e-283
4,REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR,48,Up,9.57219119704679e-79,3.66375618066966e-76
5,REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS,87,Up,1.49224916584794e-68,4.56926694582638e-66
6,REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE,73,Up,1.07747698688043e-67,2.74936211152322e-65
7,REACTOME_SCAVENGING_BY_CLASS_F_RECEPTORS,6,Up,1.37306515117781e-28,3.00308963779032e-26
8,REACTOME_CD22_MEDIATED_BCR_REGULATION,5,Up,3.03189740628214e-21,5.80229366127244e-19
9,REACTOME_UPTAKE_AND_FUNCTION_OF_DIPHTHERIA_TOXIN,6,Up,2.77661085458868e-20,4.72332357597253e-18
10,REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA,53,Up,7.98026890147231e-17,1.22177916881541e-14
11,REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY,18,Up,7.18060077986428e-16,9.99409072179293e-14
12,REACTOME_CONSTITUTIVE_SIGNALING_BY_LIGAND_RESPONSIVE_EGFR_CANCER_VARIANTS,17,Up,3.93973736851705e-12,4.63979839323046e-10
13,REACTOME_MAPK6_MAPK4_SIGNALING,84,Up,1.94168857843864e-10,1.98181680905971e-08
14,REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS,85,Up,5.90485002697642e-10,5.65020336956306e-08
15,REACTOME_PREVENTION_OF_PHAGOSOMAL_LYSOSOMAL_FUSION,8,Up,1.7606818125235e-09,1.47217324738077e-07
16,REACTOME_PEXOPHAGY,10,Up,1.82699488571095e-09,1.47217324738077e-07
17,REACTOME_SIGNALING_BY_EGFR_IN_CANCER,22,Up,2.56134159275243e-09,1.96070698925199e-07
18,REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT,18,Up,1.25821393535549e-08,9.17297873823455e-07
19,REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS,33,Up,4.00014466900834e-08,2.78373704011444e-06
