,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,6,Up,4.55653020022176e-31,6.97604773653952e-28
2,REACTOME_DISSOLUTION_OF_FIBRIN_CLOT,12,Up,6.67081551264111e-26,5.10650927492677e-23
3,REACTOME_NEUTROPHIL_DEGRANULATION,434,Up,7.40405609863646e-24,3.77853662900414e-21
4,REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS,12,Up,8.28943096508953e-23,3.17277970188802e-20
5,REACTOME_AMYLOID_FIBER_FORMATION,38,Up,4.8324990848609e-18,1.47971121978441e-15
6,REACTOME_FORMYL_PEPTIDE_RECEPTORS_BIND_FORMYL_PEPTIDES_AND_MANY_OTHER_LIGANDS,8,Up,4.77500346373953e-17,1.2184217171642e-14
7,REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,12,Up,2.473047083691e-15,5.40890726447275e-13
8,REACTOME_OTHER_SEMAPHORIN_INTERACTIONS,17,Up,1.27199921488613e-14,2.43428849748833e-12
9,REACTOME_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS,13,Up,1.4237531820204e-13,2.42196235741471e-11
10,REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS,25,Up,2.72652153207316e-13,4.17430446560401e-11
11,REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2,105,Up,4.81191057261772e-13,6.69730462425247e-11
12,REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES,8,Up,6.72674816191172e-13,8.58220952990571e-11
13,REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES,22,Up,1.12995019524822e-12,1.33073365301925e-10
14,REACTOME_INNATE_IMMUNE_SYSTEM,882,Up,1.15584949688577e-11,1.26400398552294e-09
15,REACTOME_SMOOTH_MUSCLE_CONTRACTION,31,Up,1.71656558371175e-11,1.75204127244179e-09
16,REACTOME_DAP12_SIGNALING,28,Up,3.36174671411509e-11,3.21677138706888e-09
17,REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS,13,Up,2.50107004824523e-10,2.25243426109615e-08
18,REACTOME_FIBRONECTIN_MATRIX_FORMATION,6,Up,3.56053954029204e-10,3.02843668677062e-08
19,REACTOME_SEMAPHORIN_INTERACTIONS,61,Up,4.6973173241463e-10,3.78504885435157e-08
20,REACTOME_DAP12_INTERACTIONS,35,Up,6.77649146672319e-10,5.17116052988356e-08
21,REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND,13,Up,7.09303534471292e-10,5.17116052988356e-08
22,REACTOME_MODULATION_BY_MTB_OF_HOST_IMMUNE_SYSTEM,6,Up,1.74790818929808e-09,1.17714430932664e-07
23,REACTOME_FCGR_ACTIVATION,12,Up,1.76840751891004e-09,1.17714430932664e-07
24,REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS,12,Up,1.96604931669451e-09,1.25417562660804e-07
25,REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING,40,Up,3.28272031260482e-09,2.01033791943919e-07
26,REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,96,Up,1.14011725253104e-08,6.7135365908655e-07
27,REACTOME_GAP_JUNCTION_DEGRADATION,11,Up,1.26778236987322e-08,7.18879558620703e-07
28,REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS,38,Up,2.09233132678062e-08,1.14405687903612e-06
29,REACTOME_DECTIN_2_FAMILY,21,Up,4.20631955552588e-08,2.20928046457595e-06
30,REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,214,Up,4.34878745834021e-08,2.20928046457595e-06
31,REACTOME_ACTIVATION_OF_RAC1_DOWNSTREAM_OF_NMDARS,7,Up,4.47339610724065e-08,2.20928046457595e-06
32,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,97,Up,4.63880550205086e-08,2.21937850738746e-06
33,REACTOME_COMPLEMENT_CASCADE,35,Up,4.81351047040821e-08,2.23317713036211e-06
34,REACTOME_RECYCLING_PATHWAY_OF_L1,34,Up,5.13801410480958e-08,2.31361752778337e-06
35,REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,109,Up,6.17663599079655e-08,2.70183705768843e-06
36,REACTOME_ANTIMICROBIAL_PEPTIDES,28,Up,1.02859536318868e-07,4.37438750289408e-06
37,REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES,36,Up,1.42807877674396e-07,5.90915839782433e-06
38,REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,111,Up,2.14107667936268e-07,8.62628525290596e-06
39,REACTOME_ONCOGENIC_MAPK_SIGNALING,65,Up,2.63558786227577e-07,1.03463718388313e-05
40,REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN,13,Up,2.92747031225888e-07,1.12048926201709e-05
41,REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS,84,Up,3.61564787514874e-07,1.35013582850066e-05
42,REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,84,Up,3.79527446450815e-07,1.38346790599095e-05
43,REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY,18,Up,4.65739556184639e-07,1.6582494430667e-05
44,REACTOME_MAP2K_AND_MAPK_ACTIVATION,35,Up,5.3265081548338e-07,1.82978377802923e-05
45,REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE,63,Up,5.3782018296091e-07,1.82978377802923e-05
46,REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING,70,Up,6.08544047105292e-07,2.0253933393874e-05
47,REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,29,Up,6.69083882527675e-07,2.17950515776568e-05
48,REACTOME_PARASITE_INFECTION,58,Up,7.3217775427309e-07,2.33534196206688e-05
49,REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR,13,Up,7.68063601793974e-07,2.39980688642158e-05
50,REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS,6,Up,7.98958029189129e-07,2.44640948537711e-05
