,Pathway,NGenes,Direction,PValue,FDR
1,REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY,17,Up,5.44683407908383e-22,8.33910297507735e-19
2,REACTOME_DEFECTIVE_CSF2RB_CAUSES_PULMONARY_SURFACTANT_METABOLISM_DYSFUNCTION_5_SMDP5,4,Up,3.81433601287853e-19,2.91987421785852e-16
3,REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,47,Up,1.3609322214322e-15,6.94529077004234e-13
4,REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL,10,Up,5.66190650823101e-14,2.16709471602542e-11
5,REACTOME_DISEASES_ASSOCIATED_WITH_SURFACTANT_METABOLISM,6,Up,8.03568343518275e-13,2.46052626785296e-10
6,REACTOME_IKBA_VARIANT_LEADS_TO_EDA_ID,7,Up,2.70732221524502e-12,6.90818385256687e-10
7,REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS,19,Up,6.02575351858093e-11,1.28729237292187e-08
8,REACTOME_P75NTR_SIGNALS_VIA_NF_KB,13,Up,6.72654407797188e-11,1.28729237292187e-08
9,REACTOME_NRCAM_INTERACTIONS,7,Up,3.86798932725308e-10,6.5798796222494e-08
10,REACTOME_TRYPTOPHAN_CATABOLISM,13,Up,6.77837888140184e-10,1.03776980674262e-07
11,REACTOME_INTERLEUKIN_10_SIGNALING,44,Up,1.89331687640489e-09,2.63515285252353e-07
12,REACTOME_THE_NLRP3_INFLAMMASOME,15,Up,3.33954457328616e-09,4.26070228475093e-07
13,REACTOME_INTERLEUKIN_7_SIGNALING,22,Up,1.23610964100472e-08,1.45575681567556e-06
14,REACTOME_PROTEIN_REPAIR,6,Up,2.35355311794976e-08,2.57377844541506e-06
15,REACTOME_SYNTHESIS_OF_12_EICOSATETRAENOIC_ACID_DERIVATIVES,3,Up,4.03839859051444e-08,4.12185882805174e-06
16,REACTOME_INFLAMMASOMES,20,Up,4.86385376658074e-08,4.65410007289695e-06
17,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,97,Up,6.04131964817009e-08,5.44074140079318e-06
18,REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS,54,Up,7.11462993295877e-08,5.96803598355362e-06
