,logFC,AveExpr,t,P.Value,adj.P.Val
CD8,0.349696087363222,0.501808662231905,3.1917987143185,7.09063450517542e-04,0.109195771379701
CD7,0.286470469486503,0.565396871610155,2.72983554998286,0.00317365425156199,0.244371377370273
CD69,0.216335175173591,0.567097760347732,1.92116757758074,0.02736907899535,0.999641166739911
CD99,0.182454633922323,0.891586407997543,1.24119105799341,0.107292329347367,0.999641166739911
CD103 (Integrin αE),0.157925232804827,1.09114076557669,0.692056925856511,0.24549090412649,0.999641166739911
CD9,0.13878736023862,0.345721749424196,0.640552188647172,0.260954340148972,0.999641166739911
CD314 (NKG2D),0.10971617369222,1.28279475265522,0.196038908422716,0.422303492287957,0.999641166739911
CD27,0.109255361936414,0.620173101275732,0.151328543320268,0.440172448571519,0.999641166739911
CD2,0.107837999103038,0.599071626704895,0.11949087514611,0.453212741540661,0.999641166739911
CD137 (4-1BB),0.10313279796895,1.95640445058242,0.0651013782765056,0.474059522129812,0.999641166739911
CD31,0.101470450603787,0.467647777227041,0.0249551993641252,0.490360849572354,0.999641166739911
CD119 (IFN-γ R α chain),0.0952499819546702,1.39346466312549,0,0.539736703605955,0.999641166739911
CD48,0.0849384238820354,0.927367962118082,0,0.587732329845271,0.999641166739911
CD45RA,0.0736407400450503,1.18163480114119,0,0.673348931133735,0.999641166739911
CD63,0.0733405111884503,0.32493796575101,0,0.673551302510527,0.999641166739911
CD185 (CXCR5),0.0773864252350271,1.37209949592208,0,0.682883888067889,0.999641166739911
CD54,0.0639397048924787,0.776268211842107,0,0.718898993655864,0.999641166739911
CD11a,0.0570128144305461,0.680997577608294,0,0.746998215848733,0.999641166739911
CD82,0.069962248711676,0.961049699551162,0,0.75879685848825,0.999641166739911
IgD,0.0617422776231903,0.539075413387899,0,0.760848610328549,0.999641166739911
CD244 (2B4),0.0561966762331471,0.843997100304573,0,0.774906155671734,0.999641166739911
CD328 (Siglec-7),0.0515148590263043,0.581790236165703,0,0.797745467539609,0.999641166739911
CD33,0.0504580973754125,0.65110589964377,0,0.808595214511001,0.999641166739911
CD35,0.0454415824860652,0.731603640247862,0,0.830458879227437,0.999641166739911
CD43,0.0441554830358984,0.845324666147363,0,0.83247593152715,0.999641166739911
CD20,0.0413932678014743,0.767133293849873,0,0.868100173044268,0.999641166739911
CD44,0.0328951906806267,0.498965977071758,0,0.87673929750989,0.999641166739911
TIGIT (VSTM3),0.0446242229497358,1.36432324608797,0,0.882414431003576,0.999641166739911
CD275 (B7-H2; B7-RP1; ICOSL),0.041522093168584,1.65280567718075,0,0.900874799074922,0.999641166739911
TCR Vα7.2,0.0339334475957078,1.21123921499808,0,0.90748275702512,0.999641166739911
CD127 (IL-7Rα),0.0274987570295728,1.10709702085106,0,0.918874134448715,0.999641166739911
CD49b,0.0217795593277267,1.00385193063006,0,0.932640883859391,0.999641166739911
CD274 (B7-H1; PD-L1),0.024330055442741,1.21532049322099,0,0.940690608320175,0.999641166739911
CD161,0.0219849937515646,1.16315725712081,0,0.941708642362146,0.999641166739911
FcεRIα,0.0238670184981686,1.18296283922707,0,0.944146737497236,0.999641166739911
CD226 (DNAM-1),0.0200370597580298,1.10517004639642,0,0.946144250872342,0.999641166739911
CD319 (CRACC),0.0242996432175213,1.36795618453157,0,0.947872691029644,0.999641166739911
CD88 (C5aR),0.0237373585783422,1.47911351318779,0,0.948504096892093,0.999641166739911
CD28,0.0203684796554887,0.701119086658182,0,0.95299718297526,0.999641166739911
CD122 (IL-2Rβ),0.0169785241434657,0.770635788193803,0,0.960946090542776,0.999641166739911
CD23,0.0335765202793081,1.28176428649379,0,0.961561432940806,0.999641166739911
CD142,0.0185390695366319,1.50039927532091,0,0.962090001107122,0.999641166739911
CD272 (BTLA),0.016365976892144,1.44028242340574,0,0.969595050646152,0.999641166739911
CD131,0.0136135385054843,1.24939868917136,0,0.97001034959789,0.999641166739911
CD270 (HVEM; TR2),0.0131091169159485,1.55387085464219,0,0.977551493069963,0.999641166739911
CD267 (TACI),0.0114840844445361,1.51719112812182,0,0.979152166668746,0.999641166739911
CD112 (Nectin-2),0.0108618256340316,1.13670666709126,0,0.980667938900727,0.999641166739911
CD152 (CTLA-4),0.00758569330034975,1.51150676536601,0,0.985625035620109,0.999641166739911
CD36,0.020722659133968,0.138753807926424,0,0.988706833781149,0.999641166739911
CD192 (CCR2),0.0057561719149628,1.51879982736993,0,0.990186409061777,0.999641166739911
CD21,0.004105680462198,0.431847139194378,0,0.990302622970352,0.999641166739911
CD84,0.00431443529109288,0.812344458459438,0,0.99066808158851,0.999641166739911
CD11c,4.45020881357894e-04,0.413932159166212,0,0.998651184575491,0.999641166739911
CD151 (PETA-3),1.37860843681892e-04,0.517054962755486,0,0.999641166739911,0.999641166739911
