,logFC,AveExpr,t,P.Value,adj.P.Val
CD8,0.683861131582497,0.501808662231905,18.3840484395477,1.32835832174462e-74,2.04567181548671e-72
CD49a,0.494649442733237,1.06192723095029,11.4832045407919,1.22196121958589e-30,9.40910139081132e-29
CD103 (Integrin αE),0.330754369783773,1.09114076557669,6.79096978348758,5.87426296364522e-12,3.01545498800455e-10
CD11a,0.227836866574355,0.680997577608294,4.63610468305673,1.79687269550538e-06,6.91795987769573e-05
CD48,0.220971156597193,0.927367962118082,4.11678271164799,1.93587922392158e-05,5.96250800967845e-04
integrin β7,0.165455173081756,0.700546707509863,2.66920448142419,0.00380747995998778,0.0964373653842892
CD314 (NKG2D),0.152746769627298,1.28279475265522,2.62150509255344,0.00438351660837678,0.0964373653842892
CD99,0.157455256131451,0.891586407997543,2.13040007153674,0.0165810378838506,0.319184979264124
CD279 (PD-1),0.134334490998512,1.67270624940789,1.86965288280651,0.0307801038283804,0.474013598957058
CD45,0.140520047728972,0.843429956343316,1.56094168318519,0.0592840203580229,0.760811594594627
CD44,0.112624715067122,0.498965977071758,0.502403012604538,0.307697366703369,0.999999999999845
CD2,0.0999890959813623,0.599071626704895,0,0.500163351651336,0.999999999999845
CD57 Recombinant,0.0971556686400923,1.00403845339545,0,0.551852418223315,0.999999999999845
CD244 (2B4),0.0951057607396681,0.843997100304573,0,0.580855197747302,0.999999999999845
CD195 (CCR5),0.0915543837379348,1.15104901482028,0,0.656394430716041,0.999999999999845
CD3,0.088451204651262,0.869370520258266,0,0.671590453979356,0.999999999999845
CD45RO,0.0891006411304708,0.738602656753968,0,0.696426892203125,0.999999999999845
CD18,0.0818869833093428,0.537007991283682,0,0.772512354350895,0.999999999999845
CD101 (BB27),0.0829872897708572,0.430977555363291,0,0.798339466791131,0.999999999999845
CD5,0.0681266925139104,0.59682075073099,0,0.836501074114444,0.999999999999845
CD29,0.0728719955725418,0.502190634693575,0,0.875309272657788,0.999999999999845
TCR α/β,0.0594891491287522,1.10212366528148,0,0.968745193762553,0.999999999999845
