Set,N,DE,P.DE,FDR,DEG.GENES
WP_FGF23_SIGNALING_IN_HYPOPHOSPHATEMIC_RICKETS_AND_RELATED_DISORDERS,14,1,0.00372597660658813,1,ENPP1
WP_ENDOCHONDRAL_OSSIFICATION,42,1,0.0111446108836324,1,ENPP1
WP_ENDOCHONDRAL_OSSIFICATION_WITH_SKELETAL_DYSPLASIAS,42,1,0.0111446108836324,1,ENPP1
WP_ONCOSTATIN_M_SIGNALING,61,1,0.0161534655458107,1,OSM
WP_OVERVIEW_OF_PROINFLAMMATORY_AND_PROFIBROTIC_MEDIATORS,76,1,0.0200934695849269,1,OSM
WP_PYRIMIDINE_METABOLISM,80,1,0.0211420025111724,1,ENPP1
WP_SMALL_CELL_LUNG_CANCER,82,1,0.0216659322765512,1,CKS2
WP_ADIPOGENESIS,101,1,0.0266320848221433,1,OSM
WP_INSULIN_SIGNALING,144,1,0.0377968248760551,1,ENPP1
WP_FOCAL_ADHESION_PI3KAKTMTORSIGNALING,226,1,0.0588036992948127,1,OSM
WP_PI3KAKT_SIGNALING,243,1,0.0631125026331136,1,OSM
WP_FATTY_ACIDS_AND_LIPOPROTEINS_TRANSPORT_IN_HEPATOCYTES,326,1,0.0839235931574812,1,ENPP1
WP_10Q1121Q1123_COPY_NUMBER_VARIATION_SYNDROME,48,0,1,1,""
WP_10Q22Q23_COPY_NUMBER_VARIATION,42,0,1,1,""
WP_11P112_COPY_NUMBER_VARIATION_SYNDROME,48,0,1,1,""
WP_13Q1212_COPY_NUMBER_VARIATION,24,0,1,1,""
WP_15Q112_COPY_NUMBER_VARIATION_SYNDROME,9,0,1,1,""
WP_15Q11Q13_COPY_NUMBER_VARIATION,48,0,1,1,""
WP_15Q133_COPY_NUMBER_VARIATION_SYNDROME,18,0,1,1,""
WP_15Q25_COPY_NUMBER_VARIATION,36,0,1,1,""
WP_16P112_DISTAL_DELETION_SYNDROME,27,0,1,1,""
WP_16P112_PROXIMAL_DELETION_SYNDROME,68,0,1,1,""
WP_17P133_YWHAE_COPY_NUMBER_VARIATION,18,0,1,1,""
WP_17Q12_COPY_NUMBER_VARIATION_SYNDROME,65,0,1,1,""
WP_1P36_COPY_NUMBER_VARIATION_SYNDROME,91,0,1,1,""
WP_1Q211_COPY_NUMBER_VARIATION_SYNDROME,20,0,1,1,""
WP_22Q112_COPY_NUMBER_VARIATION_SYNDROME,91,0,1,1,""
WP_2Q112_COPY_NUMBER_VARIATION_SYNDROME,32,0,1,1,""
WP_2Q13_COPY_NUMBER_VARIATION_SYNDROME,50,0,1,1,""
WP_2Q211_COPY_NUMBER_VARIATION_SYNDROME,11,0,1,1,""
WP_2Q37_COPY_NUMBER_VARIATION_SYNDROME,103,0,1,1,""
WP_3Q29_COPY_NUMBER_VARIATION_SYNDROME,59,0,1,1,""
WP_4HYDROXYTAMOXIFEN_DEXAMETHASONE_AND_RETINOIC_ACIDS_REGULATION_OF_P27_EXPRESSION,25,0,1,1,""
WP_4P163_COPY_NUMBER_VARIATION,27,0,1,1,""
WP_5Q35_COPY_NUMBER_VARIATION,87,0,1,1,""
WP_6Q16_COPY_NUMBER_VARIATION,6,0,1,1,""
WP_7OXOC_AND_7BETAHC_PATHWAYS,21,0,1,1,""
WP_7Q1123_COPY_NUMBER_VARIATION_SYNDROME,91,0,1,1,""
WP_7Q1123_DISTAL_COPY_NUMBER_VARIATION,20,0,1,1,""
WP_8P231_COPY_NUMBER_VARIATION_SYNDROME,39,0,1,1,""
WP_8Q1123_RB1CC1_COPY_NUMBER_VARIATION,16,0,1,1,""
WP_ACETAMINOPHEN_IN_ANALGESIA_AND_ANTIPYRESIS,4,0,1,1,""
WP_ACETYLCHOLINE_SYNTHESIS,5,0,1,1,""
WP_ACE_INHIBITOR_PATHWAY,9,0,1,1,""
WP_ACQUIRED_PARTIAL_LIPODYSTROPHY_BARRAQUERSIMONS_SYNDROME,10,0,1,1,""
WP_ACTIVATION_OF_NLRP3_INFLAMMASOME_BY_SARSCOV2,7,0,1,1,""
WP_ACUTE_MYELOID_LEUKEMIA,64,0,1,1,""
WP_ACUTE_VIRAL_MYOCARDITIS,79,0,1,1,""
WP_ADHD_AND_AUTISM_ASD_PATHWAYS,245,0,1,1,""
WP_AEROBIC_GLYCOLYSIS,11,0,1,1,""
