Set,N,DE,P.DE,FDR,DEG.GENES,k,n,GR
GOBP_INTRACELLULAR_PHOSPHATE_ION_HOMEOSTASIS,3,1,0.000319795329170924,0.48562783921215,ENPP1,1,2,0.5
HP_SCLEROTIC_VERTEBRAL_ENDPLATES,3,1,0.000319795329170924,0.48562783921215,ENPP1,1,2,0.5
HP_TOOTH_ABSCESS,3,1,0.000319795329170924,0.48562783921215,ENPP1,1,2,0.5
HP_PANCREATIC_CALCIFICATION,4,1,0.000426382407182513,0.48562783921215,ENPP1,1,2,0.5
GOBP_PHOSPHATE_ION_HOMEOSTASIS,5,1,0.000532963802671649,0.48562783921215,ENPP1,1,2,0.5
GOMF_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_BINDING,5,1,0.000532963802671649,0.48562783921215,ENPP1,1,2,0.5
GOMF_PHOSPHODIESTERASE_I_ACTIVITY,5,1,0.000532963802671649,0.48562783921215,ENPP1,1,2,0.5
HP_ABNORMAL_CALCIFICATION_OF_THE_CARPAL_BONES,5,1,0.000532963802671649,0.48562783921215,ENPP1,1,2,0.5
HP_ABNORMAL_PULSE,5,1,0.000532963802671649,0.48562783921215,ENPP1,1,2,0.5
HP_ABNORMAL_SACROILIAC_JOINT_MORPHOLOGY,5,1,0.000532963802671649,0.48562783921215,ENPP1,1,2,0.5
HP_HEPATIC_CALCIFICATION,5,1,0.000532963802671649,0.48562783921215,ENPP1,1,2,0.5
HP_LOW_SERUM_CALCITRIOL,5,1,0.000532963802671649,0.48562783921215,ENPP1,1,2,0.5
HP_PUNCTATE_PALMOPLANTAR_HYPERKERATOSIS,5,1,0.000532963802671649,0.48562783921215,ENPP1,1,2,0.5
HP_STAPES_ANKYLOSIS,5,1,0.000532963802671649,0.48562783921215,ENPP1,1,2,0.5
GOCC_VACUOLAR_MEMBRANE,449,2,0.000571525401615132,0.48562783921215,"ENPP1,HLA-DQA2",2,2,1
GOBP_NEGATIVE_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS,6,1,0.000639539515637444,0.48562783921215,ENPP1,1,2,0.5
GOMF_DINUCLEOTIDE_PHOSPHATASE_ACTIVITY,6,1,0.000639539515637444,0.48562783921215,ENPP1,1,2,0.5
HP_ENLARGEMENT_OF_THE_WRISTS,6,1,0.000639539515637444,0.48562783921215,ENPP1,1,2,0.5
HP_HYPOCALCEMIC_TETANY,6,1,0.000639539515637444,0.48562783921215,ENPP1,1,2,0.5
HP_MEDULLARY_NEPHROCALCINOSIS,7,1,0.000746109546081342,0.48562783921215,ENPP1,1,2,0.5
