Set,N,DE,P.DE,FDR,DEG.GENES,k,n,GR
REACTOME_VITAMIN_B2_RIBOFLAVIN_METABOLISM,6,1,0.000639539515637444,1,ENPP1,1,2,0.5
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM,20,1,0.00213100283228329,1,ENPP1,1,2,0.5
REACTOME_PD_1_SIGNALING,21,1,0.00223749330740841,1,HLA-DQA2,1,2,0.5
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,32,1,0.00340851348729709,1,HLA-DQA2,1,2,0.5
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,67,1,0.00712991235617977,1,HLA-DQA2,1,2,0.5
REACTOME_INTERFERON_GAMMA_SIGNALING,89,1,0.00946551441775312,1,HLA-DQA2,1,2,0.5
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,106,1,0.0112684140726994,1,HLA-DQA2,1,2,0.5
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS,116,1,0.0123281761409279,1,ENPP1,1,2,0.5
REACTOME_TCR_SIGNALING,116,1,0.0123281761409279,1,HLA-DQA2,1,2,0.5
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,168,1,0.0178297786691508,1,ENPP1,1,2,0.5
REACTOME_INTERFERON_SIGNALING,240,1,0.0254220153884988,1,HLA-DQA2,1,2,0.5
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,690,1,0.0722060825950123,1,HLA-DQA2,1,2,0.5
REACTOME_ADAPTIVE_IMMUNE_SYSTEM,696,1,0.0728220964667327,1,HLA-DQA2,1,2,0.5
REACTOME_2_LTR_CIRCLE_FORMATION,7,0,1,1,"",0,2,0
REACTOME_ABACAVIR_ADME,5,0,1,1,"",0,2,0
REACTOME_ABACAVIR_TRANSMEMBRANE_TRANSPORT,3,0,1,1,"",0,2,0
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT,93,0,1,1,"",0,2,0
REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS,15,0,1,1,"",0,2,0
REACTOME_ABC_TRANSPORTER_DISORDERS,70,0,1,1,"",0,2,0
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS,20,0,1,1,"",0,2,0
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS,17,0,1,1,"",0,2,0
REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT,23,0,1,1,"",0,2,0
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS,4,0,1,1,"",0,2,0
REACTOME_ACETYLCHOLINE_INHIBITS_CONTRACTION_OF_OUTER_HAIR_CELLS,3,0,1,1,"",0,2,0
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE,10,0,1,1,"",0,2,0
REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION,8,0,1,1,"",0,2,0
REACTOME_ACROSOME_REACTION_AND_SPERM_OOCYTE_MEMBRANE_BINDING,3,0,1,1,"",0,2,0
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS,27,0,1,1,"",0,2,0
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_CDK5,4,0,1,1,"",0,2,0
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FRS2_AND_FRS3,8,0,1,1,"",0,2,0
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FYN,4,0,1,1,"",0,2,0
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_PI3K,4,0,1,1,"",0,2,0
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_RAS,6,0,1,1,"",0,2,0
REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_PI3K,4,0,1,1,"",0,2,0
REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_RAS,7,0,1,1,"",0,2,0
REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3,5,0,1,1,"",0,2,0
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION,23,0,1,1,"",0,2,0
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS,19,0,1,1,"",0,2,0
REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS,55,0,1,1,"",0,2,0
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS,35,0,1,1,"",0,2,0
REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA,15,0,1,1,"",0,2,0
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS,30,0,1,1,"",0,2,0
REACTOME_ACTIVATION_OF_C3_AND_C5,5,0,1,1,"",0,2,0
REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE,6,0,1,1,"",0,2,0
REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP,42,0,1,1,"",0,2,0
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_IKBKE,18,0,1,1,"",0,2,0
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING,23,0,1,1,"",0,2,0
REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES,20,0,1,1,"",0,2,0
REACTOME_ACTIVATION_OF_NIMA_KINASES_NEK9_NEK6_NEK7,7,0,1,1,"",0,2,0
REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS,70,0,1,1,"",0,2,0
