,logFC,AveExpr,t,P.Value,adj.P.Val
CD71,0.509178006233229,5.08035053392996,24.652629854445,3.01400405503104e-134,4.6415662447478e-132
CD63,0.188361380455236,2.38323724647957,7.68346484423169,7.78435777518585e-15,5.9939554868931e-13
CD86,0.169271415853497,1.22818164863368,5.90418827937091,1.77537610462097e-09,9.11359733705429e-08
CD49f,0.158405423172093,1.86050377129931,5.25855517799601,7.26856880172558e-08,2.79839898866435e-06
HLA-DR; DP; DQ,0.157613309587019,2.28452336660064,4.80256677122688,7.83906109278565e-07,2.41443081657798e-05
CD22,0.154830019864966,0.593004164120044,4.64526110854561,1.69953668693477e-06,4.36214416313258e-05
CD107a (LAMP-1),0.155823320945379,3.1355175785282,4.54877898942505,2.69981473916851e-06,5.93959242617072e-05
CD58 (LFA-3),0.134232677932252,3.46773410323657,4.42032122405012,4.93084274115042e-06,9.49187227671456e-05
CD354 (TREM-1),0.138620465173917,2.30292326498407,3.9789561085821,3.46239855754153e-05,5.92454864290439e-04
CD162,0.144278760988487,1.79783270736739,3.47312149629407,2.57286894582871e-04,0.00396221817657621
CD31,0.14188837238631,1.73576057614785,3.36796798562021,3.78708186208486e-04,0.00530191460691881
CD72,0.139676140238146,0.990103875205869,3.30676641635822,4.71998203945571e-04,0.00605731028396817
HLA-DR,0.13542752113623,3.28092534903028,3.23130808148752,6.16245616817422e-04,0.00716618079500478
CD16,0.138241619814915,2.02906287758492,3.21538605459393,6.51470981364071e-04,0.00716618079500478
CD123,0.133255773635139,1.45429217211666,3.00120357974982,0.00134477391202528,0.0138063454967929
CD304 (Neuropilin-1),0.122888607972312,1.96945867038835,2.27694299264449,0.0113954502413618,0.103229372774689
CD47,0.105564598060074,2.08390070391871,0.571009861585233,0.28399686669027,1
CD9,0.106085665896888,3.10804189597734,0.518002814653586,0.302228498971609,1
CD64,0.102965426854096,1.28061239202223,0.272636369872428,0.392566545840526,1
CD4,0.0994489361160271,0.841845614570881,0,0.51860814899977,1
CD141 (Thrombomodulin),0.0985152776065205,3.54241063451332,0,0.552335524404858,1
HLA-A;B;C,0.0949934168925578,1.60979778413044,0,0.679938254152521,1
CD274 (B7-H1; PD-L1),0.0904549089663805,2.35558631180348,0,0.836121287108775,1
CD155 (PVR),0.0903251648501669,2.22059551298088,0,0.853683319839487,1
CD11a,0.0855488732582674,1.6743696146423,0,0.890151981170037,1
CD305 (LAIR1),0.0809225156909299,1.77485047689827,0,0.95493721607798,1
CD88 (C5aR),0.0839425022503906,1.97912434460833,0,0.967362353725854,1
CD54,0.0693358716585058,0.176103124361557,0,0.985234320244616,1
CD328 (Siglec-7),0.0664725497660429,0.919347043316356,0,0.997050283101663,1
CD43,0.0677780501601025,1.24967393909554,0,0.997948130272612,1
CD163,0.0710196343375309,2.46893064124316,0,0.998141554514702,1
CD44,0.0624794863280326,1.18496690703204,0,0.998921006945636,1
CD103 (Integrin αE),0.0635889683553375,1.16956103578413,0,0.999194665478341,1
CD85j (ILT2),0.0734892011024453,1.77939006327209,0,0.999319415367209,1
CD29,0.0655779237398436,1.9436951245545,0,0.999846488172743,1
Ig light chain λ,0.0556825477663038,1.08049671678927,0,0.999964889937777,1
CD18,0.049706479365573,0.740205892772052,0,0.999967956633771,1
CD169 (Sialoadhesin; Siglec-1),0.0595539918989445,3.31954035515571,0,0.999992663756461,1
Ig light chain κ,0.0494026435793656,3.83510603331488,0,0.999998824081584,1
CD55,0.048632168759022,1.27908786878113,0,0.999999123804506,1
CD40,0.0499619400916385,1.36324735949226,0,0.999999761615431,1
CD99,0.0369696255145178,0.790561276545519,0,0.999999954166572,1
CD151 (PETA-3),0.047311492037704,2.12059970580129,0,0.999999990950616,1
CD45,0.0294538779736725,1.07010965298743,0,0.999999999264872,1
CD32,0.0264526764553485,1.68397818553125,0,0.999999999677246,1
CD352 (NTB-A),0.0219311923332443,1.18432686035698,0,0.99999999999999,1
CD52,0.0257400909339202,1.68586056981904,0,0.999999999999999,1
CD94,0.021176152274791,1.05022449485426,0,0.999999999999999,1
IgD,0.0133886697459666,0.563759614405218,0,1,1
CD270 (HVEM; TR2),0.0057119082202993,1.81338403213597,0,1,1
CD112 (Nectin-2),0.00433972491935249,1.62490477790574,0,1,1
CD56 (NCAM),0.00364518562854507,1.13858231967123,0,1,1
CD19,0.00752318359941057,0.611602916981717,0,1,1
CD45RO,0.00455101252420791,1.46247971497881,0,1,1
CD196 (CCR6),0.00443298480542645,1.8483930557782,0,1,1
CD62L,0.0106435528955378,0.328527420867017,0,1,1
KLRG1 (MAFA),0.00228633593327522,1.35133831634652,0,1,1
CD27,0.00498381240658569,0.626218826773175,0,1,1
CD95 (Fas),0.0297658655829414,2.06437279749676,0,1,1
CD57 Recombinant,0.0073087898890531,1.15014465559771,0,1,1
CD39,0.00528602476737039,1.59766866656863,0,1,1
CD21,0.00827986256376833,0.481078536233507,0,1,1
integrin β7,0.0165939683497413,1.20027192344475,0,1,1
CD119 (IFN-γ R α chain),0.00933101472800682,1.93213197168637,0,1,1
TCR α/β,0.00511138400824284,1.27365899043913,0,1,1
CD81 (TAPA-1),0.0123751477278843,3.30990013955008,0,1,1
CD38,3.36408297593507e-04,1.78469368196217,0,1,1
CD127 (IL-7Rα),0.00238827878431075,1.26459693654745,0,1,1
CD115 (CSF-1R),0.00790881760523225,1.92934696742926,0,1,1
CD36,0.00650199635648292,0.199260175697091,0,1,1
LOX-1,0.0154627336662498,1.5470254030834,0,1,1
CD84,0.017097697527745,1.91378231283554,0,1,1
GPR56,0.00612128126173116,1.03879685067811,0,1,1
CD131,0.0150657149389373,1.55635738165441,0,1,1
CD74,0.0325521946729219,1.8604815660888,0,1,1
