,logFC,AveExpr,t,P.Value,adj.P.Val
CD141 (Thrombomodulin),0.167233494161998,3.54241063451332,7.65428121038137,9.77205616835279e-15,1.50489664992633e-12
CD71,0.119982120724456,5.08035053392996,1.54674217157211,0.0609636708424473,1
CD101 (BB27),0.100199759061083,2.48856332857515,0.0226269786932174,0.490973925363398,1
CD31,0.0915131035961173,1.73576057614785,0,0.809673320074441,1
CD107a (LAMP-1),0.0877152495873793,3.1355175785282,0,0.900793024565152,1
CD169 (Sialoadhesin; Siglec-1),0.0870517047763743,3.31954035515571,0,0.962661677900676,1
CD9,0.0836899606523108,3.10804189597734,0,0.962757056476909,1
CD172a (SIRPα),0.0730933620732707,2.33548221741869,0,0.995239804260783,1
CD35,0.0671938825734265,1.32478494726679,0,0.999760321376439,1
CD162,0.0562289852574796,1.79783270736739,0,0.999994851911134,1
CD11a,0.0595581922730623,1.6743696146423,0,0.999994895957063,1
CD11c,0.0478225012240843,1.19863414910092,0,0.99999815270273,1
CD64,0.056328901739411,1.28061239202223,0,0.999999875330617,1
CLEC12A,0.0387344880826038,1.25176884398972,0,0.999999998492764,1
CD63,0.0467295620233645,2.38323724647957,0,0.999999998666609,1
CD354 (TREM-1),0.054704933429699,2.30292326498407,0,0.999999998983825,1
CD123,0.0364774896309772,1.45429217211666,0,0.999999999999911,1
CD44,0.0282525508773172,1.18496690703204,0,0.999999999999976,1
CD69,0.0308082208324408,0.572012750570123,0,0.999999999999998,1
CD278 (ICOS),0.0338874532360446,1.54328839242971,0,0.999999999999999,1
CD274 (B7-H1; PD-L1),0.0387732265606233,2.35558631180348,0,1,1
CD155 (PVR),0.0414594252284342,2.22059551298088,0,1,1
CD47,0.00978247985992836,2.08390070391871,0,1,1
CD154,0.00119501798806063,2.18179418539097,0,1,1
CD52,0.0220933930605413,1.68586056981904,0,1,1
CD56 (NCAM),0.0105108890509958,1.13858231967123,0,1,1
CD33,0.0177242390524244,1.45556994944865,0,1,1
CD4,0.00913763799808186,0.841845614570881,0,1,1
CD25,0.00391934375733491,0.682146226270529,0,1,1
CD279 (PD-1),0.0097502804994696,2.1386159871405,0,1,1
TIGIT (VSTM3),9.57390168595385e-04,1.74950092618033,0,1,1
CD32,0.0204341868354723,1.68397818553125,0,1,1
CD223 (LAG-3),0.00221211029559387,1.99848252673563,0,1,1
KLRG1 (MAFA),0.0091186274023682,1.35133831634652,0,1,1
CD134 (OX40),0.0079988540652326,1.79141522817464,0,1,1
HLA-DR,0.00387520079057249,3.28092534903028,0,1,1
CD11b,0.00441329993385144,0.729574773184909,0,1,1
CD57 Recombinant,0.00548027329816562,1.15014465559771,0,1,1
CD275 (B7-H2; B7-RP1; ICOSL),0.0109703809517297,1.78696854148542,0,1,1
CD58 (LFA-3),0.0228076901211862,3.46773410323657,0,1,1
CX3CR1,9.2830683631447e-04,1.68292926053687,0,1,1
CD42b,0.00361737868269171,1.25986380379857,0,1,1
CD192 (CCR2),0.00395765471365558,1.95154113823726,0,1,1
CD43,0.017940014440566,1.24967393909554,0,1,1
CD163,0.0185207163753399,2.46893064124316,0,1,1
CD29,0.0367820617292515,1.9436951245545,0,1,1
CD303 (BDCA-2),0.00360167505847878,2.10016353975029,0,1,1
CD81 (TAPA-1),0.0425463212911956,3.30990013955008,0,1,1
CD55,0.00531441442279337,1.27908786878113,0,1,1
CD18,0.00159532817456922,0.740205892772052,0,1,1
CD127 (IL-7Rα),0.00126017581138529,1.26459693654745,0,1,1
CD304 (Neuropilin-1),0.01365725399798,1.96945867038835,0,1,1
CD49a,0.013355357849554,1.27869751312937,0,1,1
CD49d,0.0107041183299498,1.4796012583297,0,1,1
TCR Vδ2,0.00696795935583996,0.535827330237955,0,1,1
LOX-1,0.0146692475540815,1.5470254030834,0,1,1
CD151 (PETA-3),0.0129394569892574,2.12059970580129,0,1,1
Ig light chain κ,0.0186663046849667,3.83510603331488,0,1,1
CD85j (ILT2),0.0228829553331587,1.77939006327209,0,1,1
Ig light chain λ,0.0189361766992267,1.08049671678927,0,1,1
GPR56,0.00943779236942551,1.03879685067811,0,1,1
CD131,0.0198529537447148,1.55635738165441,0,1,1
CD74,0.0106050245559234,1.8604815660888,0,1,1
HLA-DR; DP; DQ,0.00786356132417687,2.28452336660064,0,1,1
CD88 (C5aR),0.0179459117232927,1.97912434460833,0,1,1
