,logFC,AveExpr,t,P.Value,adj.P.Val
CD172a (SIRPα),0.198516397510997,2.33548221741869,13.8319062666646,8.6510213906999e-44,1.33225729416778e-41
CD11c,0.132374819151847,1.19863414910092,4.18390301550502,1.43346959044783e-05,7.35847723096552e-04
CD123,0.119029861545061,1.45429217211666,3.21478386449298,6.52839019631761e-04,0.0251343022558228
CD9,0.105046618936086,3.10804189597734,0.804104101835364,0.210669005407587,1
CLEC12A,0.0997432565707041,1.25176884398972,0,0.514444341414433,1
CD141 (Thrombomodulin),0.099405253530408,3.54241063451332,0,0.539293288617246,1
CD31,0.0899431818066166,1.73576057614785,0,0.934940558660399,1
CD71,0.0837762057889867,5.08035053392996,0,0.966355245861132,1
CD107a (LAMP-1),0.0637514072061515,3.1355175785282,0,0.999999983886144,1
CD354 (TREM-1),0.0696481022734652,2.30292326498407,0,0.999999997590692,1
CD11b,0.0586892133714482,0.729574773184909,0,0.999999999932988,1
CD81 (TAPA-1),0.0691066628569989,3.30990013955008,0,0.999999999989648,1
CD32,0.0481630023149117,1.68397818553125,0,1,1
CD270 (HVEM; TR2),0.00830574296861773,1.81338403213597,0,1,1
CD155 (PVR),0.017790391410488,2.22059551298088,0,1,1
CD47,0.0333479059686716,2.08390070391871,0,1,1
CD40,0.0194634083057259,1.36324735949226,0,1,1
CD52,0.0449046100191209,1.68586056981904,0,1,1
HLA-A;B;C,0.0335924265380189,1.60979778413044,0,1,1
CD4,0.00367958841605974,0.841845614570881,0,1,1
CD44,0.0159747377822635,1.18496690703204,0,1,1
CD279 (PD-1),0.00522036767062342,2.1386159871405,0,1,1
TIGIT (VSTM3),0.00314037703125297,1.74950092618033,0,1,1
CD69,0.0113059822035044,0.572012750570123,0,1,1
CD152 (CTLA-4),0.0019751180128914,1.80008488631771,0,1,1
CD223 (LAG-3),0.00142341048107263,1.99848252673563,0,1,1
KLRG1 (MAFA),0.00397524053767935,1.35133831634652,0,1,1
CD95 (Fas),0.0111231943746138,2.06437279749676,0,1,1
CD134 (OX40),0.00542306785727354,1.79141522817464,0,1,1
HLA-DR,0.0308058428518452,3.28092534903028,0,1,1
CD64,0.0356315586098344,1.28061239202223,0,1,1
CD35,0.0385265932875997,1.32478494726679,0,1,1
CD275 (B7-H2; B7-RP1; ICOSL),0.0054312624187361,1.78696854148542,0,1,1
CD58 (LFA-3),0.0291457348165075,3.46773410323657,0,1,1
CX3CR1,0.00109298441567858,1.68292926053687,0,1,1
CD11a,0.0448856862873091,1.6743696146423,0,1,1
CD169 (Sialoadhesin; Siglec-1),0.0361668850143072,3.31954035515571,0,1,1
TCR α/β,0.00305561493819145,1.27365899043913,0,1,1
CD41,2.43836671718146e-04,0.289094347535183,0,1,1
CD29,0.0519485603592435,1.9436951245545,0,1,1
CD55,0.00560014382044585,1.27908786878113,0,1,1
CD127 (IL-7Rα),0.0123426549846349,1.26459693654745,0,1,1
CD115 (CSF-1R),0.0019365910201921,1.92934696742926,0,1,1
CD63,0.0250699827802175,2.38323724647957,0,1,1
CD304 (Neuropilin-1),0.0061478170954549,1.96945867038835,0,1,1
CD200 (OX2),9.14570790258068e-04,1.87472779110415,0,1,1
LOX-1,0.00170124058579051,1.5470254030834,0,1,1
CD151 (PETA-3),0.00470104285815961,2.12059970580129,0,1,1
CLEC1B (CLEC2),0.00132432022666974,0.491291350070378,0,1,1
IgE,2.56315505701549e-04,2.2722395148683,0,1,1
CD150 (SLAM),0.00124561524919673,2.43402845520874,0,1,1
CD85j (ILT2),0.0406985025563387,1.77939006327209,0,1,1
CD23,0.00227438074230198,1.6570005229244,0,1,1
GPR56,0.00987731127511212,1.03879685067811,0,1,1
CD131,0.00361424008927042,1.55635738165441,0,1,1
CD74,0.0191553039217164,1.8604815660888,0,1,1
CD37,0.00596017573576394,1.82255201372609,0,1,1
CD101 (BB27),0.0371833529830771,2.48856332857515,0,1,1
HLA-DR; DP; DQ,0.0131540841660946,2.28452336660064,0,1,1
CD88 (C5aR),0.0360107613408498,1.97912434460833,0,1,1
