Set,N,DE,P.DE,FDR,DEG.GENES
HP_CRANIAL_NERVE_PARALYSIS,249,11,1.89322541961317e-07,0.00244777198689166,"ASAH1,TBC1D2B,PSAP,COL6A1,TNFRSF1A,PDGFB,HLA-DPB1,REV3L,SLC19A3,CHRNE,CFL2"
GOCC_VACUOLAR_MEMBRANE,452,14,3.04260035660866e-07,0.00244777198689166,"GNAQ,ATP6V1G1,GLIPR1,PSAP,COL6A1,CHMP2B,HLA-DPB1,HSPA8,MAP1LC3B,HLA-DRA,SIDT2,SLC3A2,SLC39A8,RNF13"
HP_MUTISM,53,6,5.57292146325342e-07,0.00298894354479158,"ASAH1,FUS,CHMP2B,ACTB,CSF1R,SLC19A3"
GOBP_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,235,10,9.83526722332544e-07,0.00395623624058266,"CHMP2B,HSPA8,FLII,MAP1LC3B,LIMA1,RDX,SH3BP1,TNF,CFL2,MID1IP1"
GOCC_VACUOLE,770,17,1.75819518916534e-06,0.00453459646786479,"ASAH1,C3,GNAQ,ATP6V1G1,GLIPR1,PSAP,COL6A1,CHMP2B,HLA-DPB1,HSPA8,MAP1LC3B,HLA-DRA,SIDT2,SLC3A2,SLC39A8,IL4I1,RNF13"
GOBP_RESPONSE_TO_WOUNDING,457,13,2.12871082922916e-06,0.00453459646786479,"GNAQ,CORO1B,COL6A1,CHMP2B,RHOA,PDGFB,VAV1,ACTB,CD44,FKBP1B,ENTPD1,TNF,RTN4R"
GOBP_PROTEIN_DEPOLYMERIZATION,104,7,2.20224891124478e-06,0.00453459646786479,"HSPA8,FLII,LIMA1,RDX,SH3BP1,CFL2,MID1IP1"
GOMF_CERAMIDE_BINDING,17,4,2.2546160188265e-06,0.00453459646786479,"PLTP,PSAP,MAP1LC3B,RTN4R"
HP_MUSCLE_WEAKNESS,884,18,2.65802256481112e-06,0.00475195367420121,"ASAH1,PSAP,COL6A1,FUS,CHMP2B,BOLA3,HSPD1,PDGFB,TRMT1,REV3L,SLC39A8,SLC19A3,SLC25A24,CHRNE,PHYH,ACADM,CFL2,PHACTR1"
GOBP_SMALL_MOLECULE_METABOLIC_PROCESS,1496,24,3.25276321087718e-06,0.00522789290201101,"ASAH1,C3,PLTP,COL6A1,TNFRSF1A,ACO1,ARPP19,HSPA8,AKR1C1,LIMA1,SMPDL3A,ENTPD1,HK3,SLC39A8,IL4I1,SLC19A3,ATP8B1,PTGS1,AOAH,PHYH,TNF,ACADM,EXTL2,MID1IP1"
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,112,7,3.61732902275121e-06,0.00522789290201101,"FLII,LIMA1,RDX,SH3BP1,TNF,CFL2,MID1IP1"
GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION,339,11,3.89898786974097e-06,0.00522789290201101,"CORO1B,COL6A1,RHOA,HSPA8,FLII,LIMA1,RDX,PDE4DIP,SH3BP1,CFL2,MID1IP1"
GOBP_REGULATION_OF_PROTEIN_DEPOLYMERIZATION,77,6,5.14931008076841e-06,0.00637326147688951,"FLII,LIMA1,RDX,SH3BP1,CFL2,MID1IP1"
GOBP_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS,505,13,6.3063258497834e-06,0.00688698781710922,"ASAH1,C3,COL6A1,TNFRSF1A,AKR1C1,HK3,IL4I1,ATP8B1,PTGS1,AOAH,PHYH,ACADM,MID1IP1"
GOBP_PROTEIN_REFOLDING,22,4,6.77856525932733e-06,0.00688698781710922,"HSPD1,HSPA8,FKBP1B,SNRNP70"
GOBP_ACTIN_FILAMENT_BASED_PROCESS,674,15,6.84846520035721e-06,0.00688698781710922,"CORO1B,ZYX,RHOA,TPM4,ACTB,FMNL1,FLII,CSF1R,LIMA1,EPB41L4A,RDX,SH3BP1,TNF,CFL2,PHACTR1"
GOBP_LEUKOCYTE_CELL_CELL_ADHESION,366,11,8.06190846256536e-06,0.00747217005256903,"ASCL2,RHOA,HSPD1,HLA-DPB1,VAV1,ACTB,CD44,HLA-DRA,SLC39A8,IL4I1,TNF"
GOCC_ANCHORING_JUNCTION,774,16,8.3591709724203e-06,0.00747217005256903,"KIFC3,CORO1B,ARHGEF6,ZYX,RHOA,TPM4,VAV1,ACTB,HSPA8,FLII,CD44,LIMA1,SLC3A2,RDX,SH3BP1,FYB1"
GOMF_LIPID_BINDING,690,15,9.05640261631602e-06,0.00766934305771183,"RPH3A,PLTP,PSAP,APOL6,HSPD1,HSPA8,PLEKHB2,FLII,TLR1,MAP1LC3B,PIGK,ATP8B1,ARAP2,FYB1,RTN4R"
GOBP_SUPRAMOLECULAR_FIBER_ORGANIZATION,696,15,1.00353702795919e-05,0.00777655943549042,"CORO1B,COL6A1,FUS,ZYX,RHOA,TPM4,HSPA8,FLII,LIMA1,RDX,PDE4DIP,SH3BP1,CFL2,MID1IP1,PHACTR1"
GOMF_PROTEIN_CONTAINING_COMPLEX_BINDING,1493,23,1.0509403871693e-05,0.00777655943549042,"RPH3A,GNAQ,PLTP,CORO1B,COL6A1,FUS,HSPD1,DDX17,PDGFB,HLA-DPB1,TPM4,ACTB,HSPA8,FMNL1,FLII,CD44,LIMA1,HLA-DRA,PKN1,SIDT2,CFL2,FYB1,RTN4R"
GOMF_SPHINGOLIPID_BINDING,25,4,1.15684211886879e-05,0.00777655943549042,"PLTP,PSAP,MAP1LC3B,RTN4R"
GOBP_ACTIN_FILAMENT_DEPOLYMERIZATION,52,5,1.15995914513219e-05,0.00777655943549042,"FLII,LIMA1,RDX,SH3BP1,CFL2"
GOBP_RUFFLE_ORGANIZATION,52,5,1.15995914513219e-05,0.00777655943549042,"CORO1B,CSF1R,LIMA1,RDX,SH3BP1"
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION,250,9,1.35047222495103e-05,0.00845323845251258,"RHOA,HSPD1,HLA-DPB1,VAV1,ACTB,CD44,HLA-DRA,IL4I1,TNF"
HP_RESPIRATORY_INSUFFICIENCY,543,13,1.36596768033143e-05,0.00845323845251258,"ASAH1,PSAP,COL6A1,FUS,CHMP2B,BOLA3,HLA-DPB1,SLC19A3,ATP8B1,SLC25A24,CHRNE,PHYH,CFL2"
GOBP_REGULATION_OF_CELL_ACTIVATION,546,13,1.44770300074075e-05,0.00862723751182175,"ASCL2,GNAQ,RHOA,HSPD1,PDGFB,HLA-DPB1,VAV1,SLC46A2,ACTB,HLA-DRA,PKN1,IL4I1,TNF"
HP_ABNORMALITY_OF_VISION,1113,19,1.70488797143468e-05,0.00979701695013715,"GNAQ,TBC1D2B,PSAP,RHOA,BOLA3,PDGFB,HLA-DPB1,ACTB,IFT88,CSF1R,CEP164,REV3L,LRPAP1,RNF13,SLC25A24,CHRNE,PHYH,TNF,NAB2"
GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,200,8,1.95020695912615e-05,0.0108202861973586,"ASCL2,C3,HSPD1,HSPA8,HLA-DRA,PKN1,IL4I1,TNF"
GOBP_CELLULAR_COMPONENT_DISASSEMBLY,488,12,2.29685468756773e-05,0.0123187973076549,"C3,COL6A1,CHMP2B,HSPA8,FLII,MAP1LC3B,LIMA1,RDX,SH3BP1,TNF,CFL2,MID1IP1"
GOBP_CELLULAR_RESPONSE_TO_ORGANIC_SUBSTANCE,1576,23,2.49726285025372e-05,0.0123595042772419,"CXCL5,ASAH1,GNAQ,AGRP,TMEM33,COL6A1,TNFRSF1A,ZYX,RHOA,HSPD1,DDX17,PDGFB,ACTB,HSPA8,AKR1C1,CD44,CSF1R,FKBP1B,PKN1,SIDT2,TRIM25,RDX,TNF"
GOCC_ENDOSOME,944,17,2.54317619604988e-05,0.0123595042772419,"ASAH1,TBC1D2B,PSAP,CHMP2B,RHOA,HSPD1,HLA-DPB1,SLC46A2,HSPA8,PLEKHB2,STEAP3,HLA-DRA,PKN1,LRPAP1,SLA,RNF13,TNF"
GOBP_ORGANIC_ACID_METABOLIC_PROCESS,754,15,2.55930572163871e-05,0.0123595042772419,"ASAH1,C3,COL6A1,TNFRSF1A,ACO1,AKR1C1,HK3,SLC39A8,IL4I1,ATP8B1,PTGS1,AOAH,PHYH,ACADM,MID1IP1"
GOBP_WOUND_HEALING,341,10,2.61170382489885e-05,0.0123595042772419,"GNAQ,CORO1B,CHMP2B,RHOA,PDGFB,VAV1,ACTB,CD44,ENTPD1,TNF"
GOBP_REGULATION_OF_CELL_CELL_ADHESION,418,11,2.76484365833091e-05,0.0127103812750127,"ASCL2,RHOA,HSPD1,HLA-DPB1,VAV1,ACTB,CD44,HLA-DRA,IL4I1,RDX,TNF"
HP_VISUAL_FIXATION_INSTABILITY,11,3,2.88090650984856e-05,0.0128760515954065,"ASAH1,SLC39A8,RNF13"
GOBP_EPITHELIAL_CELL_DIFFERENTIATION,506,12,3.27130115412962e-05,0.0142257393432285,"ASAH1,SIPA1,PSAP,COL6A1,TNFRSF1A,RHOA,PDGFB,AKR1C1,SIDT2,RDX,SH3BP1,TNF"
GOBP_CELL_ACTIVATION,966,17,3.40033141723462e-05,0.0142584049779366,"ASCL2,GNAQ,RHOA,HSPD1,PDGFB,HLA-DPB1,VAV1,SLC46A2,ACTB,CD44,TLR1,FKBP1B,HLA-DRA,PKN1,ENTPD1,IL4I1,TNF"
HP_ABNORMALITY_OF_FACIAL_SOFT_TISSUE,429,11,3.50327259686089e-05,0.0142584049779366,"ASAH1,GNAQ,COL6A1,TNFRSF1A,PDGFB,HLA-DPB1,ACTB,REV3L,SLC19A3,CHRNE,CFL2"
HP_WEAKNESS_DUE_TO_UPPER_MOTOR_NEURON_DYSFUNCTION,431,11,3.65439102701909e-05,0.0142584049779366,"ASAH1,GNAQ,PSAP,FUS,HSPD1,PDGFB,HLA-DPB1,ENTPD1,SLC19A3,PHYH,PHACTR1"
HP_ABNORMAL_SEVENTH_CRANIAL_PHYSIOLOGY,160,7,3.71782855807526e-05,0.0142584049779366,"ASAH1,COL6A1,PDGFB,REV3L,SLC19A3,CHRNE,CFL2"
GOBP_EPITHELIUM_DEVELOPMENT,876,16,3.79893765660733e-05,0.0142584049779366,"ASAH1,SIPA1,C3,PSAP,COL6A1,TNFRSF1A,RHOA,PDGFB,ACTB,AKR1C1,CD44,CSF1R,SIDT2,RDX,SH3BP1,TNF"
GOBP_APICAL_PROTEIN_LOCALIZATION,12,3,3.82522933953828e-05,0.0142584049779366,"ACTB,ATP8B1,RDX"
GOCC_CELL_SURFACE,691,14,3.98418877796661e-05,0.0142584049779366,"C3,TNFRSF1A,HSPD1,PDGFB,HLA-DPB1,SLC46A2,HSPA8,CD44,CSF1R,HLA-DRA,SLC3A2,LRPAP1,TNF,RTN4R"
GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION,287,9,3.99911814599172e-05,0.0142584049779366,"RHOA,HSPD1,HLA-DPB1,VAV1,ACTB,CD44,HLA-DRA,IL4I1,TNF"
HP_NEURONAL_LOSS_IN_CENTRAL_NERVOUS_SYSTEM,34,4,4.07636189549462e-05,0.0142584049779366,"PSAP,FUS,CHMP2B,CSF1R"
HP_NECK_MUSCLE_WEAKNESS,69,5,4.64343161258519e-05,0.0158963435418076,"PSAP,COL6A1,FUS,CHRNE,CFL2"
HP_LIMB_MUSCLE_WEAKNESS,296,9,5.07932087381272e-05,0.0169862768444437,"ASAH1,COL6A1,FUS,CHMP2B,HSPD1,PDGFB,CHRNE,PHYH,CFL2"
GOBP_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,899,16,5.17294944299406e-05,0.0169862768444437,"C3,CORO1B,TNFRSF1A,HSPD1,PDGFB,VAV1,SLC46A2,HSPA8,TLR1,CSF1R,FKBP1B,SLC39A8,TRIM25,AOAH,TNF,RTN4R"
HP_ABNORMAL_PATTERN_OF_RESPIRATION,622,13,5.57990892312573e-05,0.0179561469146186,"ASAH1,PSAP,COL6A1,FUS,CHMP2B,BOLA3,HSPD1,HLA-DPB1,SLC39A8,RNF13,CHRNE,ACADM,CFL2"
