,Set,N,DE,P.DE,FDR
1,WP_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,50,6,3.24504692078561e-08,2.69338894425206e-05
2,WP_7OXOC_AND_7BETAHC_PATHWAYS,22,3,7.47313137983863e-05,0.0279262177294961
3,WP_EBOLA_VIRUS_INFECTION_IN_HOST,123,5,0.000100938136371673,0.0279262177294961
4,WP_LEUKOCYTEINTRINSIC_HIPPO_PATHWAY_FUNCTIONS,31,3,0.00021287532802727,0.0441716305656586
5,WP_PTDINS45P2_IN_CYTOKINESIS_PATHWAY,11,2,0.000750153222134663,0.096792271523512
6,WP_VEGFAVEGFR2_SIGNALING,400,7,0.000767926088470782,0.096792271523512
7,WP_GASTRIN_SIGNALING,111,4,0.000816320362246487,0.096792271523512
8,WP_PRIMARY_FOCAL_SEGMENTAL_GLOMERULOSCLEROSIS_FSGS,62,3,0.00164726197883616,0.166455496446917
9,WP_AGERAGE_PATHWAY,64,3,0.0018049391180991,0.166455496446917
10,WP_GENES_CONTROLLING_NEPHROGENESIS,26,2,0.00427371207715238,0.354718102403648
11,WP_METABOLIC_PATHWAYS_OF_FIBROBLASTS,30,2,0.00566489035287975,0.427441726626381
12,WP_PEPTIDE_GPCRS,36,2,0.00808578449780253,0.540827299605944
13,WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS,111,3,0.00847078902997262,0.540827299605944
14,WP_MECHANOREGULATION_AND_PATHOLOGY_OF_YAPTAZ_VIA_HIPPO_AND_NONHIPPO_MECHANISMS,40,2,0.00991444401699623,0.552650977437443
15,WP_FATTY_ACIDS_AND_LIPOPROTEINS_TRANSPORT_IN_HEPATOCYTES,349,5,0.0101532860939858,0.552650977437443
16,WP_OXYSTEROLS_DERIVED_FROM_CHOLESTEROL,42,2,0.0108911757337365,0.552650977437443
17,WP_THYMIC_STROMAL_LYMPHOPOIETIN_TSLP_SIGNALING,46,2,0.012966155662202,0.552650977437443
18,WP_GPCRS_OTHER,48,2,0.0140631108292449,0.552650977437443
19,WP_IL3_SIGNALING,48,2,0.0140631108292449,0.552650977437443
20,WP_NETRINUNC5B_SIGNALING,48,2,0.0140631108292449,0.552650977437443
